patternType,pattern,toolType,examples,reasoning,pmid
term,GAP-related domain|GRD,genetic_reagent,"['isolated GAP-related domain (GRD)', 'GAP-related domain construct']","When described as 'isolated' or used in rescue experiments, these represent genetic constructs/reagents.",PMID:16906226
term,cre-inducible.*expression,genetic_reagent,['cre-inducible ubiquitous and tissue-specific expression'],Cre-inducible expression systems are standard genetic tools for conditional gene expression.,PMID:16906226
context_phrase,rescued.*development,genetic_reagent,['GAP-related domain (GRD) rescued cardiovascular development'],"When something 'rescues' a phenotype, it often indicates a genetic construct or therapeutic reagent being used experimentally.",PMID:16906226
naming_convention,\b[A-Za-z0-9]+\(\+/-\)\s+mice\b,animal_model,['Nf1(+/-) mice'],Pattern to capture haploinsufficient mouse models using standard genetic nomenclature with (+/-) notation,PMID:17053831
naming_convention,\bmice deficient in\s+[^.]+\b,animal_model,['mice deficient in class 1(A) PI3K (p85alpha)'],Pattern to capture knockout/deficient mouse models described with 'deficient in' terminology,PMID:17053831
term,\b(M-CSF|RANKL|GM-CSF|IL-\d+|TNF-?α?)\b,genetic_reagent,"['M-CSF', 'RANKL']",Common cytokines and growth factors used in cell biology experiments that are research reagents,PMID:17053831
context_phrase,\b(stimulated|treated with|exposed to|incubated with)\s+[A-Z-]+\b,genetic_reagent,['M-CSF-stimulated'],Context phrases indicating experimental treatment with reagents,PMID:17053831
naming_convention,\b[A-Z][a-z0-9]+[-/+]+\b,animal_model,"['Nf1-/-', 'beta c-/-', 'Nf1+/-']","Mouse genetic nomenclature using gene symbols followed by +/- notation to indicate wild-type, heterozygous, or homozygous knockout alleles. This is standard nomenclature in mouse genetics.",PMID:17090653
term,\b\w+\s*mutant\s+mice\b,animal_model,"['Nf1 mutant mice', 'conditional Nf1 mutant']",Captures references to genetically modified mouse models using the pattern 'gene mutant mice' which is common in mouse genetics literature.,PMID:17090653
term,\b\w+-Cre\s+transgene\b,genetic_reagent,"['Mx1-Cre transgene', 'Alb-Cre transgene']",Cre-lox system components are widely used genetic tools. Pattern captures tissue-specific or inducible Cre recombinase transgenes.,PMID:17090653
term,\bconditional\s+\w+\s+(mutant\s+)?allele\b,genetic_reagent,"['conditional Nf1 mutant allele', 'conditional knockout allele']",Conditional alleles (typically floxed alleles) are important genetic reagents for tissue-specific or temporal gene inactivation.,PMID:17090653
context_phrase,mice\s+(given\s+transplants\s+with|reconstituted\s+with),animal_model,"['mice given transplants with', 'mice reconstituted with']","Context phrases that indicate experimental use of mouse models in transplantation studies, suggesting the mice themselves are research tools.",PMID:17090653
naming_convention,[A-Za-z0-9]+[-/+]+;[A-Za-z0-9]+[-/+]+(cis|trans),animal_model,['Nf1-/+;Trp53-/+cis mice'],Compound mutant mouse nomenclature with cis/trans configuration is common in cancer research but may be missed by simpler patterns,PMID:17216419
term,quantitative polymerase chain reaction,computational_tool,['quantitative polymerase chain reaction'],"Full spelled-out names of common molecular techniques should be captured alongside abbreviations like qPCR, RT-qPCR",PMID:17216419
context_phrase,mouse strains with (differences in|varying|distinct) (tumor susceptibility|cancer predisposition|phenotype),animal_model,['mouse strains with differences in tumor susceptibility'],Phrases describing strain-specific phenotypic differences often indicate use of multiple research mouse strains,PMID:17216419
context_phrase,(examined|measured|analyzed|determined) .* (gene expression|expression levels|mRNA levels) .* using,computational_tool,['examined the levels of Nf1 gene expression in mouse strains with differences in tumor susceptibility using quantitative polymerase chain reaction'],Gene expression analysis context phrases reliably indicate use of molecular analysis tools and techniques,PMID:17216419
naming_convention,Drosophila\s+\w+\s+(mutants?|models?),animal_model,"['Drosophila Nf1 mutants', 'Drosophila Nf1-null mutants']",Captures standard Drosophila genetic nomenclature for mutant fly lines,PMID:17581973
context_phrase,expressing\s+.*\s+(mutations?|deletions?)\s+in\s+\w+,genetic_reagent,['expressing clinically relevant human NF1 mutations and deletions in Drosophila'],Identifies genetic variants being used as experimental reagents in transgenic systems,PMID:17581973
naming_convention,\w+-null\s+mutants?,animal_model,['Nf1-null mutants'],Captures null mutant nomenclature across different model organisms,PMID:17581973
context_phrase,(mouse|rat)\s+\w+\s+(models?|mutants?),animal_model,['mouse NF1 models'],Identifies mammalian model organism references that may be specific strains,PMID:17581973
naming_convention,[A-Za-z0-9]+\s*flox[0-9]*/flox[0-9]*\s*mice,animal_model,"['Nf2 flox2/flox2 mice', 'adCre;Nf2 flox2/flox2 mice']",Conditional knockout mouse nomenclature with floxed alleles is standard in genetics research but not captured by current patterns,PMID:17924978
naming_convention,[A-Za-z0-9]+\*\/\*\s*mice,animal_model,"['p16 Ink4a*/* mice', 'adCre;Nf2 flox2/flox2;Ink4a*/* mice']",Knockout mouse strain nomenclature using asterisk notation for null alleles,PMID:17924978
term,ad[A-Za-z]+,genetic_reagent,"['adCre', 'adLacZ']",Adenoviral vector abbreviations commonly used in gene delivery experiments,PMID:17924978
context_phrase,"antibodies?\s*\([^)]*;\s*[^,]+,\s*[^,]+\s+[a-zA-Z0-9-]+\)",antibody,"['antibodies (1:500; Santa Cruz, CA, USA sc-14825)']","Antibody mentions with dilution, vendor, and catalog number information",PMID:17924978
naming_convention,[A-Z]+\/[A-Z]+\s*mice,animal_model,"['FVB/N mice', 'FVB/N/129Ola mice']",Standard inbred mouse strain nomenclature not currently captured,PMID:17924978
vendor_indicator,"\([^)]*;\s*[A-Za-z\s]+,\s*[A-Z]{2,},\s*[A-Z]{2,}[^)]*\)",general,"['(Magnevist®, Schering, Leverkusen, Germany)', '(Santa Cruz, CA, USA sc-14825)']","Vendor information pattern with company, location, and catalog numbers indicates research tools",PMID:17924978
term,χ²\s*test|chi-square\s*test|Fisher's\s*exact\s*test|t-test|ANOVA,computational_tool,"['χ² test', 'chi-square test']",Statistical analysis methods are computational tools commonly used in research,PMID:17924978
term,MLPA|multiplex ligation-dependent probe amplification,genetic_reagent,"['multiplex ligation-dependent probe amplification (MLPA)', 'MLPA screening']",MLPA is a widely used molecular technique in genetics research that requires specific probe sets and should be captured as a genetic reagent,PMID:18055911
term,real-time quantitative PCR|qPCR|quantitative PCR,genetic_reagent,"['real-time quantitative PCR (qPCR)', 'qPCR detected']","qPCR is a fundamental molecular biology technique requiring specific primers and probes, commonly used in research",PMID:18055911
term,fluorescent in situ hybridisation|FISH|fluorescence in situ hybridization,genetic_reagent,"['fluorescent in situ hybridisation', 'FISH analysis']",FISH requires specific fluorescent probes and is a standard cytogenetic research tool,PMID:18055911
term,denaturing high-performance liquid chromatography|dHPLC|DHPLC,genetic_reagent,"['denaturing high-performance liquid chromatography', 'dHPLC screening']",dHPLC is a specialized mutation detection technique used in molecular genetics research,PMID:18055911
term,protein truncation test|PTT,genetic_reagent,"['protein truncation test', 'PTT analysis']",PTT is a specific molecular assay for detecting nonsense mutations and requires specialized reagents,PMID:18055911
context_phrase,analysed using|validated using|detected using|screening using,general,"['analysed using multiplex ligation-dependent probe amplification', 'validated using real-time quantitative PCR']",These phrases often precede mentions of research techniques and tools that should be captured,PMID:18055911
context_phrase,mouse model of [disease/condition],animal_model,['mouse model of neurofibromatosis type 1 (NF1)'],"This pattern would catch disease-specific mouse models that are clearly research tools, not just disease references",PMID:18188004
term,Taqman|TaqMan,genetic_reagent,"['Taqman assays', 'TaqMan PCR']",TaqMan is a specific PCR technology/reagent system widely used in molecular biology research,PMID:18188004
context_phrase,primer sequences for [assay type],genetic_reagent,['primer sequences for Taqman assays'],Indicates specific genetic reagents (primers) being used or developed for experimental assays,PMID:18188004
naming_convention,[0-9]+[A-Za-z]+[0-9]+Rik,genetic_reagent,['5730522E02Rik'],Mouse gene nomenclature pattern that could indicate genetic reagents when used in experimental context,PMID:18188004
term,Sanger sequencing,computational_tool,"['Sanger sequencing', 'confirmed by Sanger sequencing']",Standard DNA sequencing method commonly used for variant confirmation,PMID:18218617
context_phrase,classified based on.*guideline,clinical_assessment_tool,['classified based on American College of Medical Genetics and Genomics (ACMG) 2015 guideline'],Clinical classification guidelines are assessment tools used in genetic testing,PMID:18218617
term,oligonucleotide-based targeted capture,genetic_reagent,"['oligonucleotide-based targeted capture', 'targeted capture']",Specific enrichment method using oligonucleotide probes,PMID:18218617
naming_convention,next-generation sequencing|NGS,computational_tool,"['next-generation sequencing assay', 'NGS panel']",Standard term for high-throughput sequencing technology,PMID:18218617
naming_convention,"[A-Z]{2,3}-[0-9]+-[0-9]+",cell_line,"['JH-2-079', 'JH-2-002', 'WU-356', 'WU-386']",Institutional cell line naming pattern (institution-number-number) commonly used for MPNST and other cancer cell lines,PMID:18242512
naming_convention,"[A-Z]{2,4}[0-9]+ PDX",patient_derived_model,"['WU-356 PDX', 'WU-386 PDX']",PDX model naming with institutional prefix and explicit PDX designation,PMID:18242512
context_phrase,antibody.*\(.*cat\.\s*#\s*[0-9A-Z-]+.*\),antibody,"['MTAP (Cell Signaling Technology, cat. # 4158, RRID: AB_1904054)']",Antibodies with catalog numbers and vendor information in parentheses,PMID:18242512
context_phrase,\(RRID:\s*[A-Z]+_[A-Z0-9:_]+\),general,"['(RRID: SCR_002798)', '(RRID: AB_1904054)', '(RRID: IMSR_JAX:007850)']",Research Resource Identifiers (RRIDs) are strong indicators of research tools,PMID:18242512
naming_convention,strain\s*#[0-9]+,animal_model,['strain #007850'],Mouse strain numbers from commercial vendors like Jackson Laboratory,PMID:18242512
context_phrase,cell lines?.*obtained from|purchased from|generated at,cell_line,"['cell lines were obtained from the Johns Hopkins', 'purchased from Horizon Discovery']",Context phrases indicating cell line sourcing and availability,PMID:18242512
naming_convention,TNG[0-9]+,genetic_reagent,"['TNG908', 'TNG462']",Chemical compound naming pattern for experimental inhibitors,PMID:18242512
naming_convention,GSK[0-9]+,genetic_reagent,['GSK3326595'],Pharmaceutical company compound naming pattern,PMID:18242512
context_phrase,software.*\(RRID:,computational_tool,['SynergyFinder Plus software (RRID: SCR_019318)'],Software tools with RRIDs are clearly identifiable computational resources,PMID:18242512
naming_convention,Foxn1\s+nu/Foxn1,animal_model,['Foxn1 nu/Foxn1'],Mouse genetic nomenclature for nude mice strain,PMID:18242512
naming_convention,\b[A-Za-z0-9]+\([\+\-\/fl]+\)\s+mice\b,animal_model,"['P0a-Cre+Nf1(fl/-) mice', 'Nf1(+/-)Ink4a/Arf(-/-) mice', 'Nf1/p53(+/-) mice']",Mouse genetic nomenclature with parenthetical genotype notation is a standard format for genetically modified mouse strains that should be captured,PMID:18242513
naming_convention,\b[A-Za-z0-9]+[-\+\/]+[A-Za-z0-9]+\([\+\-\/fl]+\)\s+mice\b,animal_model,['P0a-Cre+Nf1(fl/-) mice'],Complex conditional knockout mouse nomenclature with Cre recombinase systems should be recognized as animal models,PMID:18242513
term,"\b[A-Za-z0-9]+-deficient\s+[A-Z]{2,}s\b",cell_line,['Nf1-deficient NCSCs'],Genetically modified stem cells or primary cells used as experimental systems should be considered as cellular model tools,PMID:18242513
context_phrase,upon transplantation into,general,['could not form tumors upon transplantation into adult nerves'],Transplantation context often indicates use of cellular or tissue models as research tools,PMID:18242513
naming_convention,\b[a-z]+\s+crest\s+stem\s+cells\b,cell_line,['neural crest stem cells'],Specific stem cell types used in experimental contexts should be captured as cellular model systems,PMID:18242513
context_phrase,conditional allele,genetic_reagent,['mouse conditional allele'],Conditional alleles are sophisticated genetic reagents used in developmental biology research. This phrase reliably indicates the use of Cre-lox or similar conditional gene targeting systems.,PMID:18272679
context_phrase,mice that lack [gene/protein],animal_model,['mice that lack neurofibromin'],This phrasing pattern indicates knockout or conditional knockout mouse models. Should be captured when describing mice lacking specific genes or proteins in experimental contexts.,PMID:18272679
