_pmid,_doi,_publicationTitle,_year,_toolName,_toolType,_usageType,usageId,publicationId,resourceId
PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,JH-2-079c,cell_lines,Experimental Usage,afae6a0c-dfa3-5a0c-94ca-ff00c772a872,f9a62cfb-88fc-55b1-a269-f3fe2b0da09f,4a0443c7-a980-5c3b-9c83-9f42d09127f6
PMID:38000020 | PMID:38127282,10.1126/sciadv.adg8876 | 10.1158/1078-0432.CCR-23-2548,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,JH-2-103,cell_lines,Experimental Usage,92def16e-3799-50ba-9dd0-92ddb4be5fdc,c8577ef1-4b6e-5614-a1e1-f641dccaa233,0d57eb6f-37e3-5c9c-8096-c8703db37579
PMID:23685747 | PMID:41036607,10.1038/ng.2641 | 10.1158/1535-7163.MCT-24-1053,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,iHSCs,cell_lines,Experimental Usage,1af2e229-a130-572b-9808-e12b1e9b5b49,08520740-240a-51d5-a9c6-49b69795c63c,eb060f63-0452-520f-a98b-5e20770c00a3
PMID:23685747 | PMID:40025578,10.1038/ng.2641 | 10.1186/s40478-025-01965-6,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,K562,cell_lines,Experimental Usage,93f264f6-6765-5bc0-95a4-74103bb85677,333ef200-8c2a-5bd6-a34d-2a60fd624e19,eacac9ed-5266-56f0-9d8b-38b1b0c9ba6a
PMID:41564118 | PMID:38907342,10.1371/journal.pone.0340183 | 10.1186/s40478-024-01821-z,"Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas. | snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,icNF97.2a,cell_lines,Development,192af261-988f-531e-8b19-a603471cdc17,f46eefbc-e6b3-5e52-aad6-5a5e55ed9c83,c5eab181-010c-53e7-b11e-29b4c9ae3167
PMID:41564118 | PMID:38907342,10.1371/journal.pone.0340183 | 10.1186/s40478-024-01821-z,"Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas. | snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,icNF97.2b,cell_lines,Development,3209f7cb-c096-5e79-bff7-8af9237c0802,f46eefbc-e6b3-5e52-aad6-5a5e55ed9c83,05069634-3b1d-5ad3-9c24-0d974e469302
PMID:41564118 | PMID:38907342,10.1371/journal.pone.0340183 | 10.1186/s40478-024-01821-z,"Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas. | snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,icNF98.4d,cell_lines,Development,7457d1bf-1e64-5c2e-bcde-e2b0667d6b59,f46eefbc-e6b3-5e52-aad6-5a5e55ed9c83,6e93c382-29ba-548e-b7cc-c863cd81b98d
PMID:40025578 | PMID:25026211 | PMID:26219339,10.1186/s40478-025-01965-6 | 10.1016/j.ccr.2014.05.001 | 10.18632/oncotarget.4858,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment. | Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus. | A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,293T cells,cell_lines,Experimental Usage,b78f8884-bd37-5fee-8c76-2e13d30c9cd2,43db9e2f-6120-5afd-8e9e-f475af74c6c8,e8626696-31a8-5ce5-85ba-eafdf85a9081
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,HFFs,cell_lines,Experimental Usage,3534ebb2-9c47-522f-9686-cfe5afc44c91,3cb7caa2-4fba-5902-a922-3fa2688ef9a5,c4cd60d8-b8d3-5e23-8169-e9f9aa19c889
PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,NCI-H266,cell_lines,Experimental Usage,33442cb2-089c-5620-968a-00ca444be330,3cb7caa2-4fba-5902-a922-3fa2688ef9a5,6e520e64-5b89-505e-b1c6-b07c0d2d47aa
PMID:34011935,10.1038/s41419-021-03802-9,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,,Neurofibromatosis 1 fibroblasts,cell_lines,Experimental Usage,8486be79-363b-518c-9e84-290bde4b22fd,e10a00cf-23af-5d2d-b4c3-2a0a864a6729,d801b6e8-d449-515a-93ad-5d8e0133ae7d
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,MPNST-SP-01,cell_lines,Experimental Usage,eb7dda5c-8f8e-5f30-b105-320cc908ec2a,294191e1-49c3-569a-8ac9-0d1eff798717,40210d2d-9336-51b4-b9db-f804f59a70bd
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,MPNST-NF1-08,cell_lines,Experimental Usage,bb2a3104-9f02-5f44-ab2c-ec1f27d70e0c,294191e1-49c3-569a-8ac9-0d1eff798717,8d54897a-5c5d-523b-b534-4b2e8aa80286
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,MPNST-NF1-9,cell_lines,Experimental Usage,a5228431-f6f1-53dc-b5d9-16d3cea59233,294191e1-49c3-569a-8ac9-0d1eff798717,17bbbdea-39a6-5035-9fab-edd9c988df07
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,HS-PSS,cell_lines,Experimental Usage,a110d1df-a069-5abf-b579-358893b00509,294191e1-49c3-569a-8ac9-0d1eff798717,8381baf7-b584-5734-864d-6990e37ca550
PMID:32642733 | PMID:35511749,10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-21-0947,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,HS-Sch-2,cell_lines,Experimental Usage,cc1f89a8-9051-5adb-b251-8bf2149dc958,62e0eeb7-6297-5cae-84f8-06aa77473686,435d01d8-e503-5fba-a288-26f4c5a7c143
PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,Human Foreskin Fibroblast (HFF),cell_lines,Experimental Usage,04d967cc-518a-56b1-a198-1a76ebaf8fba,294191e1-49c3-569a-8ac9-0d1eff798717,ecdf2706-b174-572d-9103-02029186533d
PMID:39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,,ipNF95.11b C-RFP,cell_lines,Experimental Usage,85c73653-b123-527b-9781-dfe9189694d0,1753ccb3-b4f9-5369-9ae3-20e48a267351,f81032de-94dd-5492-98a8-571cd6727fa4
PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,AC007-hTERT,cell_lines,Experimental Usage,26f10202-daf2-5ab4-9c0b-f19da878e72b,ce1cd2ca-32f2-5e47-b4c5-4c774e788b06,23d9a69b-945e-538c-8e8b-52b9b79983d0
PMID:26219339,10.18632/oncotarget.4858,A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas.,,AC028,cell_lines,Experimental Usage,7c5ccc6f-b02e-5888-b77c-9c9d7ff37582,ce1cd2ca-32f2-5e47-b4c5-4c774e788b06,38bed69c-8c07-53f1-aa00-08c26becbb26
PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,U87-MG,cell_lines,Experimental Usage,d3889358-1278-598f-98c1-75d6aef7a702,709065cc-0444-5cae-8a57-1ef376c6e992,9bffcee2-110a-5f30-a83f-5349091ab434
PMID:25026211,10.1016/j.ccr.2014.05.001,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,,Meso-33,cell_lines,Experimental Usage,bb56b2bf-e719-55ce-9dfa-a462bc5f0d80,3acd29a3-88ef-5a6d-b445-f6cbd97f51fb,5d1eb25f-d9d0-56d8-9d0d-c231ac92a03e
PMID:25026211,10.1016/j.ccr.2014.05.001,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,,FC-1801,cell_lines,Experimental Usage,1df19482-fd66-5673-96c3-09a923697756,3acd29a3-88ef-5a6d-b445-f6cbd97f51fb,89d138e5-0f23-56da-90b7-17213e525529
PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,NIH-3T3,cell_lines,Experimental Usage,ff1e40f6-df36-583a-aeda-c092f9728527,f6509b53-53ea-5ba7-a1ef-e70af297aae1,901d010a-831b-5221-a14a-3fd465e9c1de
PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,φNX packaging cell line,cell_lines,Experimental Usage,68adfc33-3b32-595c-8ea7-cdaa6162c8de,f6509b53-53ea-5ba7-a1ef-e70af297aae1,e569d9f6-0608-5741-ba68-3259feacc272
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,H1838,cell_lines,Experimental Usage,77058785-e4bd-56ef-9f55-ec0c372bed2b,aa79d0a8-45d4-5bdc-af48-1b8a3a34eb9d,d96837ab-ca54-5f40-afd9-0b7ede0f172f
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,WM3918,cell_lines,Experimental Usage,6bca6e70-946f-5bf4-8dfd-9cfc7d0fdb31,aa79d0a8-45d4-5bdc-af48-1b8a3a34eb9d,2286ee1a-9330-5bf4-ab3c-c46362e5d070
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,M308,cell_lines,Experimental Usage,069c4d21-568b-5f91-8796-79a7a6fd63c1,aa79d0a8-45d4-5bdc-af48-1b8a3a34eb9d,4f4adb1b-8529-58fe-aa4c-3a99cf63acf0
PMID:18367665 | PMID:33658640 | PMID:33032988,10.1124/jpet.107.135830 | 10.1038/s41416-021-01270-8 | 10.1158/0008-5472.CAN-20-1365,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin. | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,NF90-8,cell_lines,Experimental Usage,2aa743f5-f3d9-5440-bfa2-ea0625954016,f512ab44-d52c-50fb-a04c-dfd351084d34,2859c032-ab81-5e1e-b05c-9043e10e6982
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,NF10.1,cell_lines,Experimental Usage,1874916e-8cae-5b69-9650-42c0a760e938,aa79d0a8-45d4-5bdc-af48-1b8a3a34eb9d,f6f389ee-1913-5b51-9e9d-60718392f57d
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,NF11.1,cell_lines,Experimental Usage,221a1a16-fb18-557f-baca-811a8158d0a9,aa79d0a8-45d4-5bdc-af48-1b8a3a34eb9d,6cd8aa27-1517-5cb7-9ccc-c3776d7be0c1
PMID:21216928,10.1158/1535-7163.MCT-10-0654,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,,K4622 grade II glioma cell line,cell_lines,Experimental Usage,b9598774-e329-5d48-a36b-5c6fb96e685c,3e0eb04b-7803-569a-a47e-de921c5c1775,6b8fd2c3-41d4-52bf-9a7d-1969f1422589
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,HSR-GBM1,cell_lines,Experimental Usage,5362a791-edde-55dd-ad3d-b19c24b70734,e8d2a50b-c332-5293-8552-b94b9d91eb41,762b37cf-abef-5668-ab53-d37ef4a0bcda
PMID:39472976 | PMID:38714355,10.1186/s40478-024-01875-z | 10.1158/1535-7163.MCT-23-0510,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes. | MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,JHH-520 cell line,cell_lines,Experimental Usage,d7c018f6-c31f-5f62-a31b-9d9d5f75940a,4d015b69-5303-5bfb-a993-34edc61449c7,49c24d32-1f3e-5e44-8337-d5837d36adae
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,JHU-0879,cell_lines,Experimental Usage,2ea1769b-093c-569b-a648-1b20215e806c,e8d2a50b-c332-5293-8552-b94b9d91eb41,0d04bfc5-f3eb-58ae-aba5-96690c0cfbfb
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,JHU-1016B,cell_lines,Experimental Usage,eb23b275-851d-51af-bd1b-9f1f9ba2396e,e8d2a50b-c332-5293-8552-b94b9d91eb41,02151179-f287-5580-abd5-2ac2cbc4c692
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,JHH-136,cell_lines,Experimental Usage,4384d191-e37a-5546-ba1e-6633bf1f371f,e8d2a50b-c332-5293-8552-b94b9d91eb41,82df4dd9-a6dc-5203-920c-ea805bc2b4cf
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,B76,cell_lines,Experimental Usage,4c5ec193-d00b-5c60-a279-f234b62b7dc8,e8d2a50b-c332-5293-8552-b94b9d91eb41,a30cb5fb-b05b-5f83-bb30-996e8fbfc76c
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,NGT-41,cell_lines,Experimental Usage,bfe5c5a5-f1c3-55b1-b0db-ee4049107ab8,e8d2a50b-c332-5293-8552-b94b9d91eb41,e9cebee0-b3a6-597f-8b44-15271a6f53a4
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,NMCG-1,cell_lines,Experimental Usage,072a37a9-b844-5474-847a-b75a6dfa454b,e8d2a50b-c332-5293-8552-b94b9d91eb41,96057038-9982-57a5-b50d-b4f8dd789948
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,DBTRG,cell_lines,Experimental Usage,e80d8e72-7c28-513f-a7e9-1f8e265ad8d1,e8d2a50b-c332-5293-8552-b94b9d91eb41,99a0ff7c-1a5f-5eb0-87da-fa7e21f9ceeb
PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,T98G,cell_lines,Experimental Usage,0969c2f6-530b-571c-bd6d-830a622f88c1,e8d2a50b-c332-5293-8552-b94b9d91eb41,3549582f-ff39-5bfd-9c26-00e57d7805ae
PMID:32419643 | PMID:33934112 | PMID:25043298,10.1177/1533033820919759 | 10.1038/s41419-021-03716-6 | 10.1038/onc.2014.185,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma. | HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | Oncogenic role of Merlin/NF2 in glioblastoma.,,U251,cell_lines,Experimental Usage,60202787-d98a-5472-8735-265bed9bab56,2832d9c8-d1de-5d4a-a2f6-2f77085ff079,07eab8f2-f28c-5ea9-b326-a0c94aa93543
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,PNF-derived Schwann cells,cell_lines,Experimental Usage,83ec7f32-c989-53a1-a2a6-fa823c9767ee,fa90f484-3fc0-537f-bf88-12cc795487b4,9c2a04f2-e089-5e02-9ca9-9469e88a1762
PMID:39472976,10.1186/s40478-024-01875-z,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,,GBM1 cell line,cell_lines,Experimental Usage,5b5ed71c-6989-519f-84cd-0849673510b6,191eeba4-4015-56fc-844e-366ad222e1fe,f7e2bb13-b9f5-5efc-a11e-4f2d3e0de0bb
PMID:39472976,10.1186/s40478-024-01875-z,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,,JHH-0879 cell line,cell_lines,Experimental Usage,04d04711-606c-513d-838b-41ccfd31bf9e,191eeba4-4015-56fc-844e-366ad222e1fe,4ee95ac2-12db-5825-b4fc-fb2d8d0726ef
PMID:20049725 | PMID:18483311,10.1002/emmm.200900027 | 10.1158/1535-7163.MCT-07-2335,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,S520,cell_lines,Experimental Usage,3d7e3707-fc00-58a5-9d9f-b5202863b554,be83907e-d10f-5ed4-8c63-f124c0cee202,622ddce9-3f48-5a21-8b4a-bbc4ea4219c2
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,88-3,cell_lines,Experimental Usage,7447bac6-552a-5835-84f2-08eb7f647c58,093853ec-9dd3-5b50-ba67-7a663ff9f31b,be58e700-bdd6-5072-9b52-fb4f88c3eb7d
PMID:20049725 | PMID:18483311,10.1002/emmm.200900027 | 10.1158/1535-7163.MCT-07-2335,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,YST1,cell_lines,Experimental Usage,95303fb7-f246-5999-b086-ca56efd81ff3,be83907e-d10f-5ed4-8c63-f124c0cee202,73fcc875-6ee3-59bb-8aa3-9fe75b50d858
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF98.4c,cell_lines,Development,2f430076-9a65-5379-84a3-f4f0ba88f0c0,9fede89a-8109-5177-b576-7ae5e61e4f17,69545a99-0d1d-50f0-87d9-9d4b28f1ab5c
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF00.10a,cell_lines,Development,1b4ccd99-c4ad-5ed0-b2fd-b912832dbf56,9fede89a-8109-5177-b576-7ae5e61e4f17,df25f9d1-b685-5fff-bc04-de2389b51c64
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF04.9a,cell_lines,Development,68e219ad-5abb-5a21-8605-af05c94d5a8f,9fede89a-8109-5177-b576-7ae5e61e4f17,bb399a47-3006-5d54-8754-c067e5a785a0
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,i28cNF,cell_lines,Development,af3b5506-6126-5e83-b9bf-7798b570c6a5,9fede89a-8109-5177-b576-7ae5e61e4f17,4bc93c3e-3ee1-52da-b265-85b9b1858403
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,i18cNF,cell_lines,Development,0c5f2a46-0efd-51c2-9b87-13a4909a06ee,9fede89a-8109-5177-b576-7ae5e61e4f17,b4d373d2-fec6-599c-a8e0-85102e5ab336
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,i21cNF,cell_lines,Development,d5203a59-535e-5380-ab80-bfdffe4a75b3,9fede89a-8109-5177-b576-7ae5e61e4f17,47a890ce-e8e1-58e9-abd1-396f30119ee4
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,CCD-1112Sk,cell_lines,Experimental Usage,baa08bd2-365d-59db-86e1-f00e516cd399,182c9911-2c15-584f-98b9-7b0a2c64a536,b0020082-8199-5bf0-93fd-7d29f2da1365
PMID:24882693,10.1016/j.jmb.2014.05.011,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,,Rosetta2(DE3) competent cells,cell_lines,Experimental Usage,94757962-6ba2-59dd-9c6a-644d716e5e27,b4813465-f1a7-5d30-a546-abb518cc1dda,99356176-3cc2-5af4-a888-42ba353f379c
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,ST88-3,cell_lines,Experimental Usage,d5a6c08a-9a9f-5fab-8ce9-1dfa2c24b4c9,b3008494-8698-579f-be1c-ce4381b862e6,d101dfd6-6d34-512a-8c60-671a059abad3
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,T265p21,cell_lines,Experimental Usage,1b58e18f-1132-5bda-aabf-5ae5a3f13f6a,b3008494-8698-579f-be1c-ce4381b862e6,d6faa9df-da18-5590-9ecc-1f9eee8532f9
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,DS-red STS26T cell line,cell_lines,Experimental Usage,6710958e-20e5-5ec2-a1a2-007ab353f5e3,b3008494-8698-579f-be1c-ce4381b862e6,be4fc082-9500-5bc9-9d17-9aa1444b22a1
PMID:37140985,10.1172/JCI168227,Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor.,,hTERT ipNF05.5,cell_lines,Experimental Usage,86ac0128-fc58-5086-9082-4647830836f8,f84f7c73-c19d-515b-93ad-9c99aae0cc9a,bc5b871f-4310-5cbd-b4d7-6bc40e5ae7dd
PMID:37140985 | PMID:38127282,10.1172/JCI168227 | 10.1158/1078-0432.CCR-23-2548,Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,hTERT ipn02.3 2λ,cell_lines,Experimental Usage,0515ff95-b9ea-5a3f-b51c-302478fc4eb0,9fff242d-f4a8-5f8a-a3b9-a383109624d5,cfcf7036-c25c-587f-8308-4d95cf988d38
PMID:37140985,10.1172/JCI168227,Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor.,,E13.5 DRG neurosphere cells,cell_lines,Experimental Usage,38a9b803-d789-51d6-b673-60025e5123cf,f84f7c73-c19d-515b-93ad-9c99aae0cc9a,8f78ce72-6d9c-590f-9091-ee42d875b5c5
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,Daoy,cell_lines,Experimental Usage,9ac3e4e7-d7b6-5fb3-99c6-2d0fc70d9dec,17bcc00b-67b3-5fdb-be02-d523f712cdd2,7f63a873-2316-525c-8db0-67a071e3fa44
PMID:38175707,10.1172/jci.insight.168826,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas.,,NF1-/- iPSC-derived neural crest cells,cell_lines,Experimental Usage,4bd19089-c984-5240-b95f-b750a31ef720,f3daad31-7203-5dc4-9d00-40eb7132df76,f31b01d0-5fd9-59a8-b044-3665fe3e9236
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,hTERT NF1 ipNF95.6 cell line,cell_lines,Experimental Usage,b80c2086-f0f8-57bb-9fd5-a3888829ce77,ac913aa3-1735-549f-bc14-f889b6fc4af2,9cac64e8-0ab3-50f0-a626-862876b9d5f8
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,ipNF05.5-MX,cell_lines,Experimental Usage,4f05fee1-1910-5b82-bb68-f7b4b80a2cdd,6f7db849-02ea-5ec2-86d4-6d5a41aa5e88,23b8d261-4be1-5dec-a174-3bc7647bc94f
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,ipNF95.11b C/T,cell_lines,Experimental Usage,b7277fa0-d7dc-5a7e-b0c8-e57453be74ee,6f7db849-02ea-5ec2-86d4-6d5a41aa5e88,abd7894b-6f36-57e2-8cd7-c6ef1e190c68
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,ipNF02.3 2λ,cell_lines,Experimental Usage,2b94c339-158e-58f4-a4c1-748edb2107f5,6f7db849-02ea-5ec2-86d4-6d5a41aa5e88,e4c7659a-3505-5413-aca5-395f2a0c10f8
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,ipNF02.8,cell_lines,Experimental Usage,6f45998e-a3a7-5a60-bb52-c38a4b30b2a5,6f7db849-02ea-5ec2-86d4-6d5a41aa5e88,3565927d-e858-5eac-aeea-3b0bfad42bdf
