pmid,doi,title,journal,year,pmc_id,publication_types
PMID:40923514,10.1177/10935266251370493,Fusion-Negative Rhabdomyosarcoma: Clinical Application of Targeted RNA Sequencing.,Pediatric and developmental pathology : the official journal of the Society for Pediatric Pathology and the Paediatric Pathology Society,2025,PMC12589677,Journal Article
PMID:40919676,10.1002/advs.202500335,RELA Ablation Contributes to Progression of Hepatocellular Carcinoma with TP53,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025,PMC12752641,Journal Article
PMID:40903459,10.1038/s41398-025-03528-8,Nesfatin-1 ameliorates blood-brain barrier dysfunction in Alzheimer's disease by targeting VEGF-R1 and reducing cellular senescence in brain vascular endothelial cells.,Translational psychiatry,2025,PMC12408809,Journal Article
PMID:40900887,10.21873/cdp.10471,"Surgical Measures Improving Functional Limitations of the Masticatory System, Aesthetic Deficits, and Skeletal Malformations in Neurofibromatosis Type 1-associated Hemifacial Diffuse Plexiform Neurofibroma Complicated by Rapidly Growing Midfacial Peripheral Nerve Sheath Tumor.",Cancer diagnosis & prognosis,2025,PMC12401041,Journal Article
PMID:40900834,10.3389/fphar.2025.1649335,Therapeutic drug monitoring of selumetinib in pediatrics: a combined LC-MS/MS and LC-HRMS approach.,Frontiers in pharmacology,2025,PMC12399812,Journal Article
PMID:40895102,10.3389/fneur.2025.1650470,Investigating cochlear cellular dynamics in neurofibromatosis type 2-associated schwannomatosis: a histopathological study.,Frontiers in neurology,2025,PMC12394883,Journal Article
PMID:40894429,10.1055/a-2374-9868,Olfactory Groove Meningiomas and the Association with Postoperative Weight Loss.,"Journal of neurological surgery. Part B, Skull base",2025,PMC12396876,Journal Article
PMID:40890232,10.1038/s41598-025-16825-5,Computer vision based efficient segmentation and classification of multi brain tumor using computed tomography images.,Scientific reports,2025,PMC12402189,Journal Article
PMID:40889389,10.3171/CASE2561,Treatment of giant encephalocele and occipital defect in a child with neurofibromatosis type 1: illustrative case.,Journal of neurosurgery. Case lessons,2025,PMC12400847,Journal Article
PMID:40887659,10.1186/s40246-025-00803-z,RENOVO-NF1 accurately predicts NF1 missense variant pathogenicity.,Human genomics,2025,PMC12400616,Journal Article
PMID:40868090,10.3390/biomedicines13081835,Precision Oncology Through Dialogue: AI-HOPE-RTK-RAS Integrates Clinical and Genomic Insights into RTK-RAS Alterations in Colorectal Cancer.,Biomedicines,2025,PMC12383457,Journal Article
PMID:40881299,10.3389/fmicb.2025.1664794,Synthetic microbial consortium enhances acetoin production and functional quality of citrus vinegar via metabolic and process optimization.,Frontiers in microbiology,2025,PMC12380908,Journal Article
PMID:40877908,10.1186/s13046-025-03525-1,TRAP1 expression elicits pro-tumoral functions in macrophages associated to malignant peripheral nerve sheath tumor cells.,Journal of experimental & clinical cancer research : CR,2025,PMC12392640,Journal Article
PMID:40875208,10.1001/jamaoncol.2025.2879,Established Cancer Predisposition Genes in Single and Multiple Cancer Diagnoses.,JAMA oncology,2025,PMC12395360,Journal Article
PMID:40876937,10.1136/bmjoq-2025-003383,'Alone on our NF1 island': a patient-led mixed-method survey study to understand the care pathway for neurofibromatosis type 1 (NF1) patients in the UK.,BMJ open quality,2025,PMC12410633,Journal Article
PMID:40863330,10.3390/jox15040123,"Phytotoxic Effects and Agricultural Potential of Nanofertilizers: A Study Using Zeolite, Zinc Oxide, and Titanium Dioxide Under Controlled Conditions.",Journal of xenobiotics,2025,PMC12387226,Journal Article
PMID:40862755,10.3390/cells14161276,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,Cells,2025,PMC12384539,Journal Article
PMID:40864686,10.1126/scitranslmed.adq5492,NF1-depleted ER,Science translational medicine,2025,PMC12697068,Journal Article
PMID:40860143,10.7150/thno.115860,Engineered nanovesicle platform simultaneously triggers YAP-dependent ferroptosis and reprograms T-cell immunity through miR-150-3p codelivery in melanoma microenvironment.,Theranostics,2025,PMC12374587,Journal Article
PMID:40857049,10.1002/ijc.70097,Germline variants observed in pediatric cancer patients related to hereditary breast and ovarian cancer in adults.,International journal of cancer,2025,PMC12541558,Journal Article
PMID:40849656,10.1186/s40478-025-02101-0,H3F3B p.K27I-mutant diffuse midline glioma is a distinct subtype of H3K27-altered diffuse midline glioma.,Acta neuropathologica communications,2025,PMC12374277,Journal Article
PMID:40848696,10.1016/j.bjorl.2025.101702,Clinical predictors of survival in malignant peripheral nerve sheath tumors of the head and neck: A cox regression and nomogram study.,Brazilian journal of otorhinolaryngology,2025,PMC12446677,Journal Article
PMID:40842873,10.3389/fradi.2025.1618261,Evaluating the effect of voxel size on the accuracy of 3D volumetric analysis measurements of brain tumors.,Frontiers in radiology,2025,PMC12364922,Journal Article
PMID:40825908,10.1038/s41419-025-07962-w,FGF15/FGFR4 signaling suppresses M1 macrophage polarization and multi-organ inflammation in septic mice by inhibiting H3K18 lactylation-driven Irf7 expression through NF2-Hippo activation.,Cell death & disease,2025,PMC12361455,Journal Article
PMID:40822952,10.3389/fendo.2025.1625501,Integrated proteomic and metabolomic profiling identifies distinct molecular signatures and metabolic pathways associated with obesity and potential targets for anti-obesity therapies.,Frontiers in endocrinology,2025,PMC12350109,Journal Article
PMID:40820211,10.1038/s41598-025-11856-4,Optic nerve sheath diameter measurements monitor the impact of venous sinus stenosis and surgery on intracranial pressure in NF2 meningioma patients.,Scientific reports,2025,PMC12358562,Journal Article
PMID:40815185,10.1111/his.15539,Merlin immunohistochemistry is a reliable surrogate marker for NF2 gene alterations in meningioma.,Histopathology,2025,PMC12605669,Journal Article
PMID:40814576,10.1002/jpr3.70001,Colorectal cancer in a 13-year-old with constitutional mismatch repair deficiency and ,JPGN reports,2025,PMC12350025,Journal Article
PMID:40802750,10.1126/sciadv.adu2906,Somatic CRISPR tumorigenesis and multiomic analysis reveal a pentose phosphate pathway disruption vulnerability in MPNSTs.,Science advances,2025,PMC12346278,Journal Article
PMID:40786409,10.7759/cureus.87747,Potential of Preoperative 11C-Methionine Positron Emission Tomography in Predicting EGFR Alterations and CDKN2A/B Homozygous Deletion in Diffuse Astrocytic Gliomas.,Cureus,2025,PMC12335891,Journal Article
PMID:40775657,10.1186/s40478-025-02083-z,Integrated molecular and detailed anatomical profiling identifies a prognostically adverse subtype of posterior fossa meningiomas: high-risk copy number alterations are associated with midline predilection and predict poor prognosis.,Acta neuropathologica communications,2025,PMC12329998,Journal Article
PMID:40775459,10.1038/s41698-025-01045-x,Genomic characterization of tumor mutational burden-high breast carcinomas.,NPJ precision oncology,2025,PMC12331897,Journal Article
PMID:40759488,10.1136/jmg-2025-110783,Refined genotype-phenotype correlations in neurofibromatosis type 1 patients with ,Journal of medical genetics,2025,PMC12703300,Journal Article
PMID:40759029,10.1158/0008-5472.CAN-24-4708,Spatial Multiomics Defines a Shared Tumor Infiltrative Signature at the Resection Margin in High-Grade Gliomas.,Cancer research,2025,PMC12603948,Journal Article
PMID:40749669,10.1016/j.stemcr.2025.102597,Modeling glioma intratumoral heterogeneity with primary human neural stem and progenitor cells.,Stem cell reports,2025,PMC12447335,Journal Article
PMID:40744733,10.26508/lsa.202503241,Pipeline to evaluate YAP-TEAD inhibitors indicates TEAD inhibition represses ,Life science alliance,2025,PMC12314556,Journal Article
PMID:40739067,10.1245/s10434-025-17978-3,Clinicopathologic Characteristics and Clinical Outcomes of Patients with Testicular Mesothelioma.,Annals of surgical oncology,2025,PMC12589385,Journal Article
PMID:40737523,10.2196/71728,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,JMIR human factors,2025,PMC12309860,Journal Article
PMID:40732187,10.3390/microorganisms13071673,Phosphoproteome Reveals the Role of Baicalin in Alleviating rPVL-Induced Cell Cycle Arrest in BMECs.,Microorganisms,2025,PMC12300862,Journal Article
PMID:40729072,10.31557/APJCP.2025.26.7.2511,Decoding Molecular Interactions: Unraveling the Crosstalk between the Wnt Pathway and Key Signaling Networks by miRNA in Colorectal Cancer Progression.,Asian Pacific journal of cancer prevention : APJCP,2025,PMC12510128,Journal Article
PMID:40725498,10.3390/genes16070843,"Increased Prevalence of Psychiatric Disorders in Children with RASopathies: Comparing NF1, Noonan Syndrome Spectrum Disorder, and the General Population.",Genes,2025,PMC12294342,Journal Article
PMID:40724874,10.3390/ijms26146628,Preclinical Evaluation of Repurposed Antimalarial Artemisinins for the Treatment of Malignant Peripheral Nerve Sheath Tumors.,International journal of molecular sciences,2025,PMC12295558,Journal Article
PMID:40723243,10.3390/cancers17142359,The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,Cancers,2025,PMC12293785,Journal Article
PMID:40713507,10.1186/s11689-025-09624-6,Distinct early development trajectories in Nf1,Journal of neurodevelopmental disorders,2025,PMC12296589,Journal Article
PMID:40711892,10.1099/jgv.0.002111,"Summary of taxonomy changes ratified by the International Committee on Taxonomy of Viruses (ICTV) from the Bacterial Viruses Subcommittee, 2025.",The Journal of general virology,2025,PMC12451628,Journal Article
PMID:40710390,10.3390/jpm15070273,The Insufficient Number of Informative SNPs in a Preclinical Karyomapping Test for PGT-M Depends on the Reference Selected.,Journal of personalized medicine,2025,PMC12300894,Journal Article
PMID:40709016,10.1093/noajnl/vdaf101,Selumetinib in pediatric patients with neurofibromatosis type 1 and plexiform neurofibroma: Propensity score analysis of SPRINT vs. natural history control arm.,Neuro-oncology advances,2025,PMC12288023,Journal Article
PMID:40707702,10.1038/s44321-025-00278-4,De novo pyrimidine synthesis is a collateral metabolic vulnerability in NF2-deficient mesothelioma.,EMBO molecular medicine,2025,PMC12423300,Journal Article
PMID:40707701,10.1038/s44321-025-00276-6,Pyrimidine addiction: an Achilles' heel of NF2-altered mesothelioma.,EMBO molecular medicine,2025,PMC12423294,Journal Article
PMID:40703410,10.1093/jbmrpl/ziaf072,Burden of disease and unmet needs associated with scoliosis in neurofibromatosis type 1: a systematic literature review.,JBMR plus,2025,PMC12284884,Journal Article
PMID:40702147,10.1038/s41431-025-01911-z,Reassessment of variants of uncertain significance in tumor suppressor genes using new ClinGen PP1/PP4 criteria guidance.,European journal of human genetics : EJHG,2025,PMC12480980,Journal Article
PMID:40692699,10.3389/froh.2025.1573355,Knowledge and attitudes about rare genetic diseases among practitioners of oral medicine/pathology in Brazil: a cross-sectional study.,Frontiers in oral health,2025,PMC12277291,Journal Article
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,Acta neuropathologica communications,2025,PMC12275390,Journal Article
PMID:40682039,10.1186/s12935-025-03845-4,New models for MPNST: establishment and comprehensive characterization of two tumor cell lines.,Cancer cell international,2025,PMC12273359,Journal Article
PMID:40653509,10.1038/s41598-025-09751-z,Rare variants modulating phenotype in NF1 carriers.,Scientific reports,2025,PMC12256592,Journal Article
PMID:40647405,10.3390/cancers17132106,Pilot Transcriptomic Profiling of Canine Oral Melanoma Reveals Conserved Oncogenic Pathways and Uncharacterized Molecular Signatures.,Cancers,2025,PMC12249445,Journal Article
PMID:40646730,10.3390/ani15131829,Genome-Wide Association Study for Weight-Related Traits in ,Animals : an open access journal from MDPI,2025,PMC12248745,Journal Article
PMID:40644618,10.1182/bloodadvances.2025016529,Landscape and clinicopathologic features of RAS pathway mutations in chronic myelomonocytic leukemia.,Blood advances,2025,PMC12848361,Journal Article
PMID:40643687,10.1007/s00381-025-06890-6,"MRI-based, three-dimensionally assessed tumor burden and growth velocity to predict visual acuity deterioration in optic pathway glioma - results of a retrospective longitudinal analysis.",Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2025,PMC12254072,Journal Article
PMID:40642196,10.5114/pjr/203005,Recommendations of the Polish Medical Radiological Society regarding MRI in patients with plexiform neurofibromas in the course of neurofibromatosis type 1.,Polish journal of radiology,2025,PMC12243518,Journal Article
PMID:40634509,10.1038/s41375-025-02683-7,Genomic determinants of therapy response in ETV6::RUNX1 leukemia.,Leukemia,2025,PMC12380598,Journal Article
PMID:40624119,10.1038/s41598-025-08610-1,Aryl hydrocarbon receptor interacting protein and syndromic gene variants detected in Turkish isolated pituitary adenoma families by whole exome sequencing.,Scientific reports,2025,PMC12234825,Journal Article
PMID:40620752,10.1055/s-0045-1809340,Long-Term Pulmonary Function after Combined Anteroposterior Spinal Fusion for Scoliosis in Neurofibromatosis Type 1 and Marfan Syndrome at a Mean Follow-Up of 13 Years.,Revista brasileira de ortopedia,2025,PMC12229722,Journal Article
PMID:40620737,10.5114/amsad/205022,Spontaneous avulsion of the inferior mesenteric artery in a neurofibromatosis type 1 patient: a case-based review.,Archives of medical sciences. Atherosclerotic diseases,2025,PMC12223991,Journal Article
PMID:40617948,10.1038/s41598-025-07318-6,Unraveling novel variants in the NF1 gene and investigating potential therapeutic strategies.,Scientific reports,2025,PMC12228754,Journal Article
