_pmid,_doi,_publicationTitle,resourceName,resourceType,observationType,details,foundIn,contextSnippet,confidence
PMID:40299482,10.3390/biomedicines13040907,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,Apple Watch Ultra model 2,clinical_assessment_tool,Biomarker,"Blood oxygen levels (SpO2) were lower in NF1 patients (95 ± 2%) versus controls (98 ± 1%, p = 0.002)",Results,"Blood oxygen levels (SpO2) were lower in NF1 patients (95 ± 2%) versus controls (98 ± 1%, p = 0.002).",0.95
PMID:40299482,10.3390/biomedicines13040907,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,Apple Watch Ultra model 2,clinical_assessment_tool,Biomarker,"NF1 patients experienced higher frequency of nocturnal awakenings (2.4 ± 1.2 episodes/night) compared to controls (0.8 ± 0.6 episodes/night, p = 0.003)",Results,"NF1 patients experienced a higher frequency of nocturnal awakenings (2.4 ± 1.2 episodes/night) compared to controls (0.8 ± 0.6 episodes/night, p = 0.003).",0.95
PMID:40299482,10.3390/biomedicines13040907,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,Apple Watch Ultra model 2,clinical_assessment_tool,Behavioral,"NF1 patients napped more frequently (2.1 ± 1.4 days/week) and for longer durations (75.4 ± 30.2 min) compared to controls (1.2 ± 0.8 days/week; 38.7 ± 15.6 min, p = 0.013)",Results,NF1 patients napped more frequently (2.1 ± 1.4 days/week) and for longer durations (75.4 ± 30.2 min) compared to controls (1.2 ± 0.8 days/week; 38.7 ± 15.6 min; p = 0.013).,0.95
PMID:40299482,10.3390/biomedicines13040907,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,Apple Watch Ultra model 2,clinical_assessment_tool,Biomarker,Time to sleep onset was comparable between groups (NF1: 18.2 ± 7.4 min; controls: 15.4 ± 6.1 min; p > 0.05),Results,The time to sleep onset was comparable between groups (NF1: 18.2 ± 7.4 min; controls: 15.4 ± 6.1 min; p > 0.05).,0.95
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,TRIzol LS Reagent,genetic_reagent,Other,Successfully used for RNA extraction immediately after blood drawing to identify splice variants not induced by stress factors,Results,"we extracted the RNA immediately after blood drawing, allowing to identify splice variants that are not induced by stress factors",0.8
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,SuperScript II Reverse transcriptase,genetic_reagent,Other,Successfully used for RT-PCR amplification of entire NF1-coding region in 5 overlapping segments,Results,The entire NF1-coding region from two normal non-affected individuals was amplified in 5 overlapping segments by RT-PCR,0.8
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,pCR2.1-TOPO-vector,genetic_reagent,Other,"Successfully used to create plasmid libraries for splice variant analysis, with 150 colonies per fragment analyzed",Results,Plasmid libraries were created and 150 colonies per fragment were lysed and reamplified with the same primers,0.8
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,TOP-10F' cells,cell_line,Other,"Successfully used for cloning, with 114 out of 750 total colonies showing different restriction patterns indicating splice variants",Results,"For the five fragments, a total of 114 clones out of 750 colonies in total showed a different restriction pattern",0.9
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,Thermo Sequenase fluorescent labelled primer cycle sequencing kit,genetic_reagent,Other,Successfully used for sequence analysis revealing 46 different NF1 transcripts with specific insertions/deletions,Results,"Sequence analysis of the inserts revealed that these represented NF1 transcripts with specific insertions/deletions. All together, 46 different transcripts were detected",0.9
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,ALF-express automated DNA sequencer,computational_tool,Other,Successfully used for automated sequencing to identify and characterize 46 different NF1 splice variants,Results,Sequence analysis of the inserts revealed that these represented NF1 transcripts with specific insertions/deletions,0.8
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,Splice Site Prediction by Neural Network (SSPNN),computational_tool,Mechanistic,"Calculated splice site strengths showing exons prone to skipping had significantly lower acceptor scores (0.63 vs 0.81, p=0.03) but no correlation at donor sites",Results,"The SSPNN program gave the exons that can become skipped a significantly lower score (0.63, p = 0.03) at the acceptor site, compared to the mean NF1 acceptor score for all NF1 exons (0.81)",0.95
PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,mfold computer program version 3.0,computational_tool,Mechanistic,"Secondary structure predictions showed inconsistent correlation with exon skipping events, with some structures showing remarkable alterations while others did not",Results,"Some structures showed remarkable alterations between both energy states, but many others did not at all...These data indicate that one has to be extremely careful when correlating exon skipping events to secondary structure predictions",0.8
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,Krox20Cre,genetic_reagent,Efficacy,"All Scf(flox/gfp);Krox20Cre mice (n=20) displayed progressive hair graying with first round occurring homogenously during postnatal days 30-40, converting all black pigmented hairs to white within 9 months",Results,"Invariably, all Scf mice (flox/gfp;Krox20Cre n = 20) displayed progressive hair graying. The first round of hair graying occurred homogenously during postnatal days 30–40 (P30–P40).",0.95
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,Krox20Cre,genetic_reagent,Mechanistic,"Krox20 lineage cells showed dynamic localization during HF morphogenesis, detected only in infundibulum and bulge at P0, expanding to entire upper HF at P2, then colonizing matrix beginning at P6-P10",Results,"we found that LacZ+ cells were detected only as a small population of cells located at the infundibulum and bulge of the HF at P0. At P2, LacZ+ cells occupied the entire upper portion of the HF.",0.9
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,K14Cre,genetic_reagent,Efficacy,"Scf(flox/gfp);K14Cre mice displayed complete absence of hair pigmentation beginning at birth, lasting throughout their lives (n=8)",Results,"Strikingly, depletion of SCF in keratinocytes resulted in mice displaying a complete absence of hair pigmentation, beginning at birth (Fig. 2 F), and this phenotype was limited to hair pigmentation",0.95
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,DhhCre,genetic_reagent,Efficacy,"Scf(flox/gfp);DhhCre mice showed no hair color changes for up to 6 months (n=8), demonstrating hair pigmentation does not depend on SCF expression in Schwann cells",Results,"In mice lacking SCF in Schwann cells (Scf flox/gfp;DhhCre), we did not observe any hair color changes for up to 6 mo (Fig. 2 A). n = 8.",0.9
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,TyrCreERT2,genetic_reagent,Efficacy,"Scf(flox/gfp);TyrCreERT2 mice had no phenotype in hair color (n=8), ruling out melanocyte cell-autonomous SCF contributions to hair pigmentation",Results,mice with SCF depletion in melanocytes (Scf flox/gfp;TyrCreERT2) had no phenotype in hair color (Fig. 2 C) after validation of Cre expression in the hair matrix melanocytes,0.9
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,K14-Scf,genetic_reagent,Efficacy,"K14-Scf;Scf(flox/gfp);K14Cre mice displayed white hair with dark skin (n=8), unable to rescue hair depigmentation despite ectopic SCF expression under K14 promoter",Results,"Surprisingly, the K14-Scf;Scf flox/gfp;K14Cre mice displayed white hair with dark skin (Fig. 4 A,B), indicating that even though Scf is expressed under a K14 promoter, K14-Scf was unable to rescue",0.9
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,DCT antibody (PEP8h),antibody,Biomarker,DCT immunostaining revealed significant loss of DCT+ differentiated mature melanocytes in Scf(flox/gfp);Krox20Cre mouse HF at P10 (P<0.05) and P11 (P<0.0001),Results,DCT immunostaining revealed a significant loss of DCT+ differentiated mature melanocytes in the Scf flox/gfp;Krox20Cre mouse HF at P10 (P < 0.05) and P11 (P < 0.0001),0.95
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,"KIT antibody (Cell Signaling, 3074)",antibody,Biomarker,"In Scf(flox/gfp);K14Cre mice, KIT+ melanocytes were detected only in lower matrix but completely absent in upper HF matrix, demonstrating SCF loss affects only mature melanocytes",Results,"However, in the skin from Scf flox/gfp;K14Cre mice, KIT+ melanocytes were detected only in the lower matrix but were completely absent in the upper HF matrix",0.9
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,tetO-DTA,genetic_reagent,Efficacy,"Krox20Cre;R26-rtTA;tetO-DTA mice showed signs of hair loss starting at P40 and significant hair loss by P50 (n=8), with complete arrest of new hair generation within 15 days",Results,"We observed signs of hair loss (rough coat) starting at starting P40, and they had significant hair loss by P50 (Fig. 7 B). n = 8... Krox20Cre;R26-rtTA;tetO-DTA mice had a complete arrest of new hair generation",0.9
PMID:28465357,10.1101/gad.298703.117,Identification of hair shaft progenitors that create a niche for hair pigmentation.,ImageJ,computational_tool,Biomarker,Melanin density analysis by ImageJ showed significant reduction in Scf(flox/gfp);Krox20Cre graying hair shafts (P<0.0001) from 100 randomly selected HFs in each group,Results,Quantification and statistical analysis of E showing a significant reduction of melanin density in Scf flox/gfp;Krox20Cre graying hair shafts. Melanin density was analyzed by ImageJ.,0.9
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,MCF7,cell_line,Efficacy,NF1-deficient MCF7 cells (NF1-45) proliferate faster in 2D culture compared to NF1-WT controls,Results,"Compared to NF1-WT controls (NF1-EV and Nf1-WT), NF1-deficient cells proliferate faster in 2D",0.85
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,MCF7,cell_line,Efficacy,"NF1-45 MCF7 cells developed larger 3D spherical colonies compared to NF1-EV control, indicating greater tumor potential",Results,"When compared to the NF1-EV control, NF1-45 developed larger 3D spherical colonies, indicating greater tumor potential",0.85
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,MCF7,cell_line,Biomarker,NF1 deficiency in MCF7 cells resulted in decreased expression of the neurofibromin 250 kDa isoform,Results,"In the MCF7 cells, NF1 deficiency resulted in decreased expression of the neurofibromin 250 kDa isoform",0.9
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,MCF7,cell_line,Biomarker,NF1-45 MCF7 cells had decreased active and total ERα activation at baseline and following estradiol stimulation,Results,we saw that NF1-45 cells had decreased active and total ERα activation at baseline and following estradiol (E2) stimulation,0.9
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,MCF7,cell_line,Biomarker,"NF1 deficiency in MCF7 cells dramatically increased active T202/Y204-phosphorylated ERK, indicative of increased RAS-pathway signaling",Results,"we found that NF1 deficiency dramatically increased active T202/Y204-phosphorylated ERK, which is indicative of increased RAS-pathway signaling",0.9
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,Nf1-PS rat model,animal_model,Efficacy,Nf1-PS rats have the earliest onset tumors at 8 weeks,Results,"The Nf1-PS rats have the earliest onset tumors (8 weeks), followed by Nf1-IFPS (10 weeks), followed by Nf1-IF (1 year)",0.95
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,Nf1-IFPS rat model,animal_model,Efficacy,Nf1-IFPS rats develop tumors at 10 weeks,Results,"The Nf1-PS rats have the earliest onset tumors (8 weeks), followed by Nf1-IFPS (10 weeks), followed by Nf1-IF (1 year)",0.95
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,Nf1-IF rat model,animal_model,Efficacy,Nf1-IF rats develop tumors at 1 year,Results,"The Nf1-PS rats have the earliest onset tumors (8 weeks), followed by Nf1-IFPS (10 weeks), followed by Nf1-IF (1 year)",0.95
PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,IncuCyte,computational_tool,Mechanistic,Used to measure cell doublings via confluence over time for 48hr proliferation assays with 10 nM estradiol,Results,"cells were grown for 48hr with 10 nM estradiol (E2) in a Sartorius IncuCyte, and cell doublings were measured via confluence over time",0.9
