doi,diseaseFocus,journal,title,year,pmid,author,manifestation,fundingAgency,studyId,studyName,funding_agencies,is_NIH-NCI,is_Fundación Proyecto Neurofibromatosis,is_Children's Cancer Foundation,is_Center for Cancer Research,is_NTAP,is_GFF,is_Cancer Research Foundation,is_The V Foundation,is_syn51298831,is_CTF,is_NFRI,has_linked_tools,is_missing,tool_types_mentioned
10.1212/WNL.0000000000201535,,Neurology,Ten-Year Follow-up of Internal Neurofibroma Growth Behavior in Adult Patients With Neurofibromatosis Type 1 Using Whole-Body MRI.,2023,PMID:36332985,"['K Ina Ly', 'Vanessa L Merker', 'Wenli Cai', 'Miriam A Bredella', 'Alona Muzikansky', 'Raquel D Thalheimer', 'Jennifer Liwei Da', 'Christina C Orr', 'Hamilton P Herr', 'Mary E Morris', 'Connie Y Chang', 'Gordon J Harris', 'Scott R Plotkin', 'Justin T Jordan']",['Neurofibromatosis type 1'],['NTAP'],['syn17098100'],['Imaging predictors of malignant peripheral nerve sheath tumors'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.gim.2022.10.007,,Genetics in Medicine : Official Journal of the American College of Medical Genetics,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",2023,PMID:36565307,"['Jineta Banerjee', 'Jan M Friedman', 'Laura J Klesse', 'Kaleb H Yohay', 'Justin T Jordan', 'Scott R Plotkin', 'Robert J Allaway', 'Jaishri O Blakeley']",['Multiple'],['NTAP'],[],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
e2208960120,,Proceedings of the National Academy of Sciences of the United States of America,Destabilizing NF1 variants act in a dominant negative manner through neurofibromin dimerization.,2023,PMID:36689660,"['Lucy C Young', 'Ruby Goldstein de Salazar', 'Sae-Won Han', 'Zi Yi Stephanie Huang', 'Alan Merk', 'Matthew Drew', 'Joseph Darling', 'Vanessa Wall', 'Reinhard Grisshammer', 'Alice Cheng', 'Madeline R Allison', 'Matthew J Sale', 'Dwight V Nissley', 'Dominic Esposito', 'Jana Ognjenovic', 'Frank McCormick']",['Neurofibromatosis type 1'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/1078-0432.CCR-22-3722,Neurofibromatosis type 1,Clinical Cancer Research,MEK Inhibition Synergizes with TYK2 Inhibitors in NF1-Associated Malignant Peripheral Nerve Sheath Tumors.,2023,PMID:36799629,"['Dana C Borcherding', 'Neha V Amin', 'Kevin He', 'Xiaochun Zhang', 'Yang Lyu', 'Carina Dehner', 'Himanshi Bhatia', 'Angad Gothra', 'Layla Daud', 'Peter Ruminski', 'Christine A Pratilas', 'Kai Pollard', 'Taylor Sundby', 'Brigitte C Widemann', 'Angela C Hirbe']",['MPNST'],['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1093/neuonc/noad097,Neurofibromatosis type 1,Neuro-Oncology,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,2023,PMID:37246765,"['Alex T Larsson', 'Himanshi Bhatia', 'Ana Calizo', 'Kai Pollard', 'Xiaochun Zhang', 'Eric Conniff', 'Justin F Tibbitts', 'Elizabeth Rono', 'Katherine Cummins', 'Sara H Osum', 'Kyle B Williams', 'Alexandra L Crampton', 'Tyler Jubenville', 'Daniel Schefer', 'Kuangying Yang', 'Yang Lyu', 'James C Pino', 'Jessica Bade', 'John M Gross', 'Alla Lisok', 'Carina A Dehner', 'John S A Chrisinger', 'Kevin He', 'Sara J C Gosline', 'Christine A Pratilas', 'David A Largaespada', 'David K Wood', 'Angela C Hirbe']",['MPNST'],"['NTAP', 'NFRI']","['syn4939902', 'syn11638893']","['The Johns Hopkins NF1 biospecimen repository', 'Development of a Preclinical NF1-MPNST Platform Suitable for Precision Oncology Drug Discovery and Evaluation']","['NTAP', 'NFRI']",False,False,False,False,True,False,False,False,False,False,True,False,True,['animal_model']
10.1177/17407745231178839,Neurofibromatosis type 1,"Clinical Trials (London, England)",Perspectives of adolescents with neurofibromatosis 1 and cutaneous neurofibromas: Implications for clinical trials.,2024,PMID:37269078,"['Ashley Cannon', 'Kavita Y Sarin', 'Andrea K Petersen', 'Dominique C Pichard', 'Pamela L Wolters', 'Gregg Erickson', 'Andrés J Lessing', 'Peng Li', 'Claas Röhl', 'Tena Rosser', 'Brigitte C Widemann', 'Jaishri O Blakeley', 'Scott R Plotkin']",['Neurofibromatosis type 1'],['NTAP'],['syn8012530'],['Neurofibromatosis Type 1 Cutaneous Neurofibroma Longitudinal Natural History Study and Selumetinib Clinical Trial'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.trsl.2023.06.003,,Translational Research : The Journal of Laboratory and Clinical Medicine,Topical delivery of mitogen-activated protein kinase inhibitor binimetinib prevents the development of cutaneous neurofibromas in neurofibromatosis type 1 mutant mice.,2023,PMID:37331503,"['Fanny Coulpier', 'Pernelle Pulh', 'Layna Oubrou', 'Julie Naudet', 'Laura Fertitta', 'Jean-Marc Gregoire', 'Arnaud Bocquet', 'Anne-Marie Schmitt', 'Pierre Wolkenstein', 'Katarzyna J Radomska', 'Piotr Topilko']",['Neurofibromatosis type 1'],['NTAP'],['syn11374337'],['Use of the mouse model of cutaneous neurofibromas for identification of cells of origin and drug screening studies'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,['animal_model']
10.1158/1078-0432.CCR-22-2854,Neurofibromatosis type 1,Clinical Cancer Research,Combined CDK4/6 and ERK1/2 Inhibition Enhances Antitumor Activity in NF1-Associated Plexiform Neurofibroma.,2023,PMID:37406085,"['Alyssa C Flint', 'Dana K Mitchell', 'Steven P Angus', 'Abbi E Smith', 'Waylan Bessler', 'Li Jiang', 'Henry Mang', 'Xiaohong Li', 'Qingbo Lu', 'Brooke Rodriguez', 'George E Sandusky', 'Andi R Masters', 'Chi Zhang', 'Pengtao Dang', 'Jenna Koenig', 'Gary L Johnson', 'Weihua Shen', 'Jiangang Liu', 'Amit Aggarwal', 'Gregory P Donoho', 'Melinda D Willard', 'Shripad V Bhagwat', 'D Wade Clapp', 'Steven D Rhodes']",['Plexiform Neurofibroma'],['NTAP'],['syn47857478'],['Evaluation of ERK1 ERK2 CDK4 CDK6 and PI3K Inhibition in Plexiform Neurofibromas Utilizing a Murine Pre-Clinical Model of Neurofibromatosis type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1038/s41597-019-0317-x,Multiple,Scientific Data,Engaging a community to enable disease-centric data sharing with the NF Data Portal,2019,PMID:31836719,"['Robert J. Allaway', 'Salvatore La Rosa', 'Sharad Verma', 'Lara Mangravite', 'Justin Guinney', 'Jaishri Blakeley', 'Annette Bakker', 'Sara J. C. Gosline']",[],"['NTAP', 'CTF', 'GFF']",['syn56373031'],"['NTAP-SAGE - NF Data Portal, Bioinformatics Support, Sage Research Projects']","['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
e176748,Neurofibromatosis type 1,The Journal of Clinical Investigation,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,2024,PMID:38502231,"['Bandarigoda N Somatilaka', 'Laasya Madana', 'Ali Sadek', 'Zhiguo Chen', 'Sanjay Chandrasekaran', 'Renee M McKay', 'Lu Q Le']",['MPNST'],['CTF'],['syn37861830'],['From cold to hot - Reprogramming tumor microenvironment to target NF1 malignancies'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
https://doi.org/10.1101/2024.03.25.585959,,bioRxiv,Pharmacogenomic synthetic lethal screens reveal hidden vulnerabilities and new therapeutic approaches for treatment of NF1-associated tumors,2024,PMID:,[],[],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
https://doi.org/10.1056/nejmoa1912735,Neurofibromatosis type 1,N Engl J Med.,Selumetinib in Children with Inoperable Plexiform Neurofibromas,2020,PMID:32187457 ,"['Andrea M Gross', 'Pamela L Wolters', 'Eva Dombi', 'Andrea Baldwin', 'Patricia Whitcomb', 'Michael J Fisher', 'Brian Weiss', 'AeRang Kim', 'Miriam Bornhorst', 'Amish C Shah', 'Staci Martin', 'Marie C Roderick', 'Dominique C Pichard', 'Amanda Carbonell', 'Scott M Paul', 'Janet Therrien', 'Oxana Kapustina', 'Kara Heisey', 'D Wade Clapp', 'Chi Zhang', 'Cody J Peer', 'William D Figg', 'Malcolm Smith', 'John Glod', 'Jaishri O Blakeley', 'Seth M Steinberg', 'David J Venzon', 'L Austin Doyle', 'Brigitte C Widemann']",['Plexiform Neurofibroma'],"['NTAP', 'NIH-NCI']","['syn58211567', 'syn5714288']","['Regulatory trial for selumetinib in children with symptomatic plexiform neurofibromas', 'DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']","['NTAP', 'NIH-NCI']",True,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1056/nejmoa1605943,Neurofibromatosis type 1,N Engl J Med.,Activity of Selumetinib in Neurofibromatosis Type 1-Related Plexiform Neurofibromas,2016,PMID:28029918,"['Eva Dombi', 'Andrea Baldwin', 'Leigh J Marcus', 'Michael J Fisher', 'Brian Weiss', 'AeRang Kim', 'Patricia Whitcomb', 'Staci Martin', 'Lindsey E Aschbacher-Smith', 'Tilat A Rizvi', 'Jianqiang Wu', 'Rachel Ershler', 'Pamela Wolters', 'Janet Therrien', 'John Glod', 'Jean B Belasco', 'Elizabeth Schorry', 'Alessandra Brofferio', 'Amy J Starosta', 'Andrea Gillespie', 'Austin L Doyle', 'Nancy Ratner', 'Brigitte C Widemann']",['Plexiform Neurofibroma'],['NTAP'],['syn58211567'],['Regulatory trial for selumetinib in children with symptomatic plexiform neurofibromas'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1212/wnl.0000000000005792,Neurofibromatosis type 1,Neurology,Cutaneous neurofibromas: Current clinical and pathologic issues,2018,PMID:29987130,"['Nicolas Ortonne', 'Pierre Wolkenstein', ' Jaishri O Blakeley', 'Bruce Korf', 'Scott R Plotkin', 'Vincent M Riccardi', 'Douglas C Miller', 'Susan Huson', 'Juha Peltonen', 'Andrew Rosenberg', 'Steven L Carroll', 'Sharad K Verma', 'Victor Mautner', 'Meena Upadhyaya', 'Anat Stemmer-Rachamimov']",['Cutaneous Neurofibroma'],['NTAP'],['syn57442781'],['Histologic classification of cNF'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1093/noajnl/vdz050,Neurofibromatosis type 1,Neurooncol Adv.,Assessing interobserver variability and accuracy in the histological diagnosis and classification of cutaneous neurofibromas,2019,PMID:32642737,"['Nicolas Ortonne', ' Steven L Carroll', ' Fausto J Rodriguez', ' Douglas C Miller', ' Rosalynn M Nazarian', ' Jaishri O Blakeley', ' Zachary B Madaj', ' Sharad K Verma', ' Anat Stemmer-Rachamimov']",['Cutaneous Neurofibroma'],['NTAP'],['syn57442781'],['Histologic classification of cNF'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1158/1078-0432.ccr-22-2854,Neurofibromatosis type 1,Clinical Cancer Research,Combined CDK4/6 and ERK1/2 Inhibition Enhances Antitumor Activity in NF1-Associated Plexiform Neurofibroma,2023,PMID:37406085,"['Alyssa C Flint', ' Dana K Mitchell', ' Steven P Angus', ' Abbi E Smith', ' Waylan Bessler', ' Li Jiang', ' Henry Mang', ' Xiaohong Li', ' Qingbo Lu', ' Brooke Rodriguez', ' George E Sandusky', ' Andi R Masters', ' Chi Zhang', ' Pengtao Dang', ' Jenna Koenig', ' Gary L Johnson', ' Weihua Shen', ' Jiangang Liu', ' Amit Aggarwal', ' Gregory P Donoho', ' Melinda D Willard', ' Shripad V Bhagwat', ' D Wade Clapp', ' Steven D Rhodes']",['Plexiform Neurofibroma'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1016/j.jid.2022.12.027,Neurofibromatosis type 1,J Invest Dermatol,Factors that Influence Tumor Burden in Neurofibromatosis Type 1,2023,PMID:37318402,"['Chunhui Jiang', ' Renée M McKay', ' Sang Y Lee', ' Carlos G Romo', ' Jaishri O Blakeley', ' Muzlifah Haniffa', ' Eduard Serra', ' Matthew R Steensma', ' David Largaespada', ' Lu Q Le']",['Cutaneous Neurofibroma'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1172/jci168227,Neurofibromatosis type 1,The Journal of Clinical Investigation,Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor,2023,PMID:37140985,"['Chunhui Jiang', ' Ashwani Kumar', ' Ze Yu', ' Tracey Shipman', ' Yong Wang', ' Renee M McKay', ' Chao Xing', ' Lu Q Le']",['Plexiform Neurofibroma'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1093/neuonc/noad086,Neurofibromatosis type 1,Neuro Oncology,Long-term safety and efficacy of selumetinib in children with neurofibromatosis type 1 on a phase 1/2 trial for inoperable plexiform neurofibromas,2023,PMID:37115514,"['Andrea M Gross', ' Eva Dombi', ' Pamela L Wolters', ' Andrea Baldwin', ' Anne Dufek', ' Kailey Herrera', ' Staci Martin', ' Joanne Derdak', ' Kara S Heisey', ' Patricia M Whitcomb', ' Seth M Steinberg', ' David J Venzon', ' Michael J Fisher', ' AeRang Kim', ' Miriam Bornhorst', ' Brian D Weiss', ' Jaishri O Blakeley', ' Malcolm A Smith', ' Brigitte C Widemann']",['Plexiform Neurofibroma'],['NIH-NCI'],['syn5714288'],"['DHART SPORE Project 1: Molecular, Developmental, and Genetic Evaluation of Plexiform Neurofibromas to Inform Clinical Trials']",['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1172/jci.insight.168445,Noonan syndrome,JCI Insight,Structural and functional analyses of a germline KRAS T50I mutation provide insights into Raf activation.,2023,PMID:37681415,"['Pan-Yu Chen', ' Benjamin J Huang', ' Max Harris', ' Christopher Boone', ' Weijie Wang', ' Heidi Carias', ' Brian Mesiona', ' Daniela Mavrici', ' Amanda C Kohler', ' Gideon Bollag', ' Chao Zhang', ' Ying Zhang', ' Kevin Shannon']",[],['NIH-NCI'],['syn51133946'],['DHART SPORE Project 3 Phase 1 - A High Content Clinical Trial of the MEK Inhibitor Trametinib in Juvenile Myelomonocytic Leukemia (JMML)'],['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
https://doi.org/10.3390/cancers15092621,Neurofibromatosis type 1,Cancers (Basel),Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,2023,PMID:37174087,"['Chelsea Kotch', ' Kristina Wagner', ' J Harris Broad', ' Eva Dombi', ' Jane E Minturn', ' Peter Phillips', ' Katherine Smith', ' Yimei Li', ' Ian N Jacobs', ' Lisa M Elden', ' Michael J Fisher', ' Jean Belasco']",['Plexiform Neurofibroma'],['NIH-NCI'],[],[],['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1186/s13023-024-03093-1,Neurofibromatosis type 1,Orphanet Journal of Rare Diseases,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,2024,PMID: 38475852,"['Danielle M. Glad', 'Sara K. Pardej', 'Ellen Olszewski', 'Bonita P. Klein-Tasman']",[],['CTF'],['syn51730549'],['Effectiveness of a Telehealth Group for Improving Peer Relationships for Adolescents with Neurofibromatosis Type 1'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1002/ajmg.a.63887,Neurofibromatosis type 1,American Journal of Medical Genetics Part A,Hospital Visits Associated With Oral Infections in Patients With Neurofibromatosis Type 1: A Register-Based Analysis,2024,PMID: 39315661,"['Vivian Reinhold', ' Roope A. Kallionpää', ' Mikko Valtanen', ' Kari Auranen', ' Stina Syrjänen', ' Sirkku Peltonen', ' Juha Peltonen']",[],['CTF'],['syn52396762'],['Risk factors and characteristics of NF1-associated cancer'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
https://doi.org/10.1001/jamadermatol.2024.2912,Neurofibromatosis Type 1,JAMA dermatology,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1,2024,PMID:39196570,"['Michelle Jade Lin', ' Hanqi Yao', ' Katya Vera', ' Ekshika Patel', ' Mandi Johnson', ' Peter Caroline', ' Jeanie Ramos', ' Jasmine Mehta', ' Xing Hu', ' Jaishri O Blakeley', ' Carlos G Romo', ' Kavita Y Sarin']",['Cutaneous Neurofibroma'],['NTAP'],['syn51356860'],"['Investigating the clinical impact of cutaneous neurofibromas in a large clinical and photographic database', 'syn51356860']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1016/j.redox.2024.103249,NF2-related Schwannomatosis,Redox Biology,Signaling pathways regulated by nitrated proteins as novel therapeutic targets for neurofibromatosis type 2,2024,PMID:38945076,"['Isabelle E. Logan', 'Kyle T. Nguyen', 'Tilottama Chatterjee', 'Bhagyashree Manivannan', 'Ngozi P. Paul', 'Sharon R. Kim', 'Evelyn M. Sixta', 'Lydia P. Bastian', 'Carrie Marean-Reardon', 'Matthias A. Karajannis', 'Cristina Fern´andez-Valle', 'Alvaro G. Estevez', 'Maria Clara Franco']",['Schwannoma'],['CTF'],['syn26238842'],['Signaling pathways regulated by nitrated proteins as novel therapeutic targets for neurofibromatosis type 2'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
https://doi.org/10.1093/neuonc/noae136,Neurofibromatosis type 1,Neuro-Oncology,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of Neurofibromatosis Type 1 optic pathway glioma.,2024,PMID:39023130,"['Ambrose Chan', 'Kailong Zhang', 'Gemma Martin', 'Sabiha Bano', 'Jit Chatterjee', 'Sarvika Mahto', 'Avery Wang', 'David H Gutmann', 'Nicole M Brossier']",['Optic Pathway Glioma'],['NTAP'],['syn25881328'],['Defining the factors that dictate the pattern of glioma formation in NF1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1016/j.ajpath.2023.05.016,Neurofibromatosis type 1,The American Journal of Pathology,Inhibition of Erb-B2 Receptor Tyrosine Kinase 3 and Associated Regulatory Pathways Potently Impairs Malignant Peripheral Nerve Sheath Tumor Proliferation and Survival,2023,PMID:37328102,"['Laurel E Black', 'Jody F Longo', 'Joshua C Anderson', 'Steven L Carroll']",['MPNST'],['CTF'],['syn22267330'],['Malignant Peripheral Nerve Sheath Tumors Achilles Heel: Combinatorial Targeting of ERBB3 and Calcium Signaling'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
https://doi.org/10.1158/2159-8290.cd-22-0376,Neurofibromatosis type 1,Cancer Discovery,LZTR1 Mutation Mediates Oncogenesis through Stabilization of EGFR and AXL,2023,PMID:36445254,"['Aram Ko', 'Mohammad Hasanain', 'Young Taek Oh', ""Fulvio D'Angelo"", 'Danika Sommer', 'Brulinda Frangaj', 'Suzanne Tran', 'Franck Bielle', 'Bianca Pollo', 'Rosina Paterra', 'Karima Mokhtari', 'Rajesh Kumar Soni', 'Matthieu Peyre', 'Marica Eoli', 'Laura Papi', 'Michel Kalamarides', 'Marc Sanson', 'Antonio Iavarone', 'Anna Lasorella']",['Schwannomatosis'],['CTF'],['syn22268689'],['Identification and functional characterization of the substrates of LZTR1 (schwannomatosis)'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
https://doi.org/10.1186/s40478-024-01821-z,Neurofibromatosis type 1,Acta Neuropathologica Communications,"snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response",2024,PMID:38907342,"['Cameron Church', ' Christian X. Fay', ' Emil Kriukov', ' Hui Liu', ' Ashley Cannon', ' Lauren Ashley Baldwin', ' David K. Crossman', ' Bruce Korf', ' Margaret R. Wallace', ' Andrea M. Gross', ' Brigitte C. Widemann', ' Robert A. Kesterson', ' Petr Baranov ', 'Deeann Wallis']",['Cutaneous Neurofibroma'],['NTAP'],['syn8012530'],['Neurofibromatosis Type 1 Cutaneous Neurofibroma Longitudinal Natural History Study and Selumetinib Clinical Trial'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1016/j.omtn.2022.10.026,Neurofibromatosis type 2,Molecular Therapy Nucleic Acids,Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype in vitro,2022,PMID:36420221,"['Núria Catasús', 'Inma Rosas', 'Sandra Bonache', 'Alex Negro', 'Miguel Torres_Martin', 'Adrià Plana-Pla', 'Hector Salvador', 'Eduard Serra', 'Ignacio Blanco', 'Elisabeth Castellanos']",['Schwannoma'],['CTF'],['syn21355225'],['Evaluation of the use of antisense oligonucleotides as a personalized therapy for Neurofibromatosis Type 2 patients'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,['cell_line']
10.1158/1535-7163.MCT-21-0947,Neurofibromatosis type 1,Molecular Cancer Therapeutics,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,2022,PMID:35511749,"['Juana Fernández-Rodríguez', 'Edgar Creus-Bachiller', 'Xiaohu Zhang', 'Maria Martínez-Iniesta', 'Sara Ortega-Bertran', 'Rajarshi Guha', 'Craig J Thomas', 'Margaret R Wallace', 'Cleofe Romagosa', 'Lourdes Salazar-Huayna', 'Karlyne M Reilly', 'Jaishri O Blakely', 'Jordi Serra-Musach', 'Miguel Angel Pujana', 'Eduard Serra', 'Alberto Villanueva', 'Marc Ferrer', 'Conxi Lázaro']",['Cutaneous Neurofibroma'],['NTAP'],['syn4939906'],['Drug Screening of pNF Cell Lines'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
100772,Neurofibromatosis type 1,Cell Reports Methods,A platform for rapid patient-derived cutaneous neurofibroma organoid establishment and screening.,2024,PMID:38744290,"['Huyen Thi Lam Nguyen', 'Emily Kohl', 'Jessica Bade', 'Stefan E Eng', 'Anela Tosevska', 'Ahmad Al Shihabi', 'Peyton J Tebon', 'Jenny J Hong', 'Sarah Dry', 'Paul C Boutros', 'Andre Panossian', 'Sara J C Gosline', 'Alice Soragni']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374354'],['A 3D Cutaneous Neurofibroma Model for Automated High-Throughput Drug Screenings'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
fcae274,Neurofibromatosis type 1,Brain Communications,Impact of pathogenic variants of the Ras-mitogen-activated protein kinase pathway on major white matter tracts in the human brain.,2024,PMID:39210910,"['Monica Siqueiros-Sanchez', 'Erpeng Dai', 'Chloe A McGhee', 'Jennifer A McNab', 'Mira M Raman', 'Tamar Green']",[''],['NTAP'],['syn25999239'],['Towards clinical translation of imaging studies in neurofibromatosis type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.bpsc.2024.04.003,Neurofibromatosis type 1,Biological Psychiatry. Cognitive Neuroscience and Neuroimaging,Influences of RASopathies on Neuroanatomical Variation in Children.,2024,PMID:38621478,"['Chloe Alexa McGhee', 'Hamed Honari', 'Monica Siqueiros-Sanchez', 'Yaffa Serur', 'Eric K van Staalduinen', 'David Stevenson', 'Jennifer L Bruno', 'Mira Michelle Raman', 'Tamar Green']",[''],['NTAP'],['syn25999239'],['Towards clinical translation of imaging studies in neurofibromatosis type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.biopsych.2024.09.019,Neurofibromatosis type 1,Biological Psychiatry,Social Communication in Ras Pathway Disorders: A Comprehensive Review From Genetics to Behavior in Neurofibromatosis Type 1 and Noonan Syndrome.,2025,PMID:39366539,"['Monica Siqueiros-Sanchez', 'Yaffa Serur', 'Chloe A McGhee', 'Taylor F Smith', 'Tamar Green']",[''],['NTAP'],['syn25999239'],['Towards clinical translation of imaging studies in neurofibromatosis type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
e70087,Neurofibromatosis type 1,Human Brain Mapping,Elucidating Microstructural Alterations in Neurodevelopmental Disorders: Application of Advanced Diffusion-Weighted Imaging in Children With Rasopathies.,2024,PMID:39665502,"['Julia R Plank', 'Elveda Gozdas', 'Erpeng Dai', 'Chloe A McGhee', 'Mira M Raman', 'Tamar Green']",[''],['NTAP'],['syn25999239'],['Towards clinical translation of imaging studies in neurofibromatosis type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/1078-0432.CCR-24-1750,Neurofibromatosis type 1,Clinical Cancer Research,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,2024,PMID:39269317,"['Miguel A Miranda-Román', 'Cindy J Lee', 'Eve Fishinevich', 'Leili Ran', 'Amish J Patel', 'Juan Yan', 'Makhzuna N Khudoynazarova', 'Sarah Warda', 'Mohini R Pachai', 'Yu Chen', 'Ping Chi']",['MPNST'],['NTAP'],['syn11681835'],['Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/2159-8290.CD-22-0786,Neurofibromatosis type 1,Cancer Discovery,Genomic Patterns of Malignant Peripheral Nerve Sheath Tumor (MPNST) Evolution Correlate with Clinical Outcome and Are Detectable in Cell-Free DNA.,2023,PMID:36598417,"['Isidro Cortes-Ciriano', 'Christopher D Steele', 'Katherine Piculell', 'Alyaa Al-Ibraheemi', 'Vanessa Eulo', 'Marilyn M Bui', 'Aikaterini Chatzipli', 'Brendan C Dickson', 'Dana C Borcherding', 'Andrew Feber', 'Alon Galor', 'Jesse Hart', 'Kevin B Jones', 'Justin T Jordan', 'Raymond H Kim', 'Daniel Lindsay', 'Colin Miller', 'Yoshihiro Nishida', 'Paula Z Proszek', 'Jonathan Serrano', 'R Taylor Sundby', 'Jeffrey J Szymanski', 'Nicole J Ullrich', 'David Viskochil', 'Xia Wang', 'Matija Snuderl', 'Peter J Park', 'Adrienne M Flanagan', 'Angela C Hirbe', 'Nischalan Pillay', 'David T Miller']",['MPNST'],['NTAP'],['syn51115812'],['Multi-omic liquid biopsy analysis for early detection of malignant transformation of peripheral nerve sheath tumors in patients with neurofibromatosis type 1 (NF1)'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
