pmid,title,doi,journal,year,source,query_type
PMID:39258154,LZTR1 loss-of-function variants associated with café au lait macules with or without freckling.,10.3389/fneur.2024.1391425,Frontiers in neurology,2024,pubmed,bench
PMID:39257551,Diagnosis and management of neurofibromatosis type 1 in Arabian Gulf Cooperation Council Region: challenges and recommendations.,10.3389/fonc.2024.1323176,Frontiers in oncology,2024,pubmed,bench
PMID:39254838,Genetic basis and imaging findings of neurofibromatosis 1 and other somatic overgrowth disorders.,10.1007/s00256-024-04772-7,Skeletal radiology,2025,pubmed,bench
PMID:39217323,Unraveling neuronal and metabolic alterations in neurofibromatosis type 1.,10.1186/s11689-024-09565-6,Journal of neurodevelopmental disorders,2024,pubmed,bench
PMID:39216515,An Atypical Mechanism of SUMOylation of Neurofibromin SecPH Domain Provides New Insights into SUMOylation Site Selection.,10.1016/j.jmb.2024.168768,Journal of molecular biology,2024,pubmed,bench
PMID:39210910,Impact of pathogenic variants of the Ras-mitogen-activated protein kinase pathway on major white matter tracts in the human brain.,10.1093/braincomms/fcae274,Brain communications,2024,pubmed,bench
PMID:39193326,Efficient analysis of adverse drug events and toxicological mechanisms of newly marketed drugs by integrating pharmacovigilance and network toxicology: selumetinib as an example.,10.3389/fphar.2024.1432759,Frontiers in pharmacology,2024,pubmed,bench
PMID:39179860,Targeting MERTK on tumour cells and macrophages: a potential intervention for sporadic and NF2-related meningioma and schwannoma tumours.,10.1038/s41388-024-03131-z,Oncogene,2024,pubmed,bench
PMID:39129390,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,10.1002/1878-0261.13704,Molecular oncology,2025,pubmed,bench
PMID:39110684,Electrical stimulation of Schwann cells on electrospun hyaluronic acid carbon nanotube fibers.,10.1371/journal.pone.0308207,PloS one,2024,pubmed,bench
PMID:39106942,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,10.1016/j.expneurol.2024.114914,Experimental neurology,2024,pubmed,bench
PMID:39100928,NF1-dependent disruption of the blood-nerve-barrier is improved by blockade of P2RY14.,10.1016/j.isci.2024.110294,iScience,2024,pubmed,bench
PMID:39094827,Reduced PTPRS expression promotes epithelial-mesenchymal transition of Schwann cells in NF1-related plexiform neurofibromas.,10.1016/j.canlet.2024.217151,Cancer letters,2024,pubmed,bench
PMID:39083549,Synergistic effect of PAK and Hippo pathway inhibitor combination in NF2-deficient Schwannoma.,10.1371/journal.pone.0305121,PloS one,2024,pubmed,bench
PMID:39061138,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,10.3390/cancers16142498,Cancers,2024,pubmed,bench
PMID:39059735,Longitudinal changes in retinal ganglion cell function in optic pathway glioma evaluated by photopic negative response.,10.1016/j.exer.2024.110012,Experimental eye research,2024,pubmed,bench
PMID:39054162,Do metabolic deficits contribute to sleep disruption in monogenic intellectual disability syndromes?,10.1016/j.tins.2024.06.006,Trends in neurosciences,2024,pubmed,bench
PMID:39023130,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of neurofibromatosis type 1 optic pathway glioma.,10.1093/neuonc/noae136,Neuro-oncology,2024,pubmed,bench
PMID:39022906,Expanding the phenotype of neurofibromatosis type 1 microdeletion syndrome.,10.1002/ajmg.c.32095,"American journal of medical genetics. Part C, Seminars in medical genetics",2024,pubmed,bench
PMID:39016685,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,10.1242/jcs.262343,Journal of cell science,2024,pubmed,bench
PMID:39015391,"Measures of youth e-cigarette use: strengths, weaknesses and recommendations.",10.3389/fpubh.2024.1412406,Frontiers in public health,2024,pubmed,bench
PMID:39005234,TRIM65/NF2/YAP1 Signaling Coordinately Orchestrates Metabolic and Immune Advantages in Hepatocellular Carcinoma.,10.1002/advs.202402578,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024,pubmed,bench
PMID:39001468,Genotype-Phenotype Correlation in Neurofibromatosis Type 1: Evidence for a Mild Phenotype Associated with Splicing Variants Leading to In-Frame Skipping of ,10.3390/cancers16132406,Cancers,2024,pubmed,bench
PMID:38995012,The Use of Hexokinase 2-Displacing Peptides as an Anti-Neoplastic Approach for Malignant Peripheral Nerve Sheath Tumors.,10.3390/cells13131162,Cells,2024,pubmed,bench
PMID:38994676,Spatial Landscape of Malignant Pleural and Peritoneal Mesothelioma Tumor Immune Microenvironments.,10.1158/2767-9764.CRC-23-0524,Cancer research communications,2024,pubmed,bench
PMID:38945076,Selective nitration of Hsp90 acts as a metabolic switch promoting tumor cell proliferation.,10.1016/j.redox.2024.103249,Redox biology,2024,pubmed,bench
PMID:38932491,NF1,10.1111/cts.13858,Clinical and translational science,2024,pubmed,bench
PMID:38931352,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,10.3390/ph17060685,"Pharmaceuticals (Basel, Switzerland)",2024,pubmed,bench
PMID:38928264,NF2-Related Schwannomatosis (NF2): Molecular Insights and Therapeutic Avenues.,10.3390/ijms25126558,International journal of molecular sciences,2024,pubmed,bench
PMID:38927491,Therapeutic Nonsense Suppression Modalities: From Small Molecules to Nucleic Acid-Based Approaches.,10.3390/biomedicines12061284,Biomedicines,2024,pubmed,bench
PMID:38924432,MEK-SHP2 inhibition prevents tibial pseudarthrosis caused by ,10.1126/scitranslmed.adj1597,Science translational medicine,2024,pubmed,bench
PMID:38913608,Dietary intervention rescues a bone porosity phenotype in a murine model of Neurofibromatosis Type 1 (NF1).,10.1371/journal.pone.0304778,PloS one,2024,pubmed,bench
PMID:38900740,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,10.1371/journal.pone.0301040,PloS one,2024,pubmed,bench
PMID:38897938,Historical Development of Diagnostic Criteria for NF2-related Schwannomatosis.,10.2176/jns-nmc.2024-0067,Neurologia medico-chirurgica,2024,pubmed,bench
PMID:38895115,Enhanced IL-12 transgene expression improves oncolytic viroimmunotherapy.,10.3389/fimmu.2024.1375413,Frontiers in immunology,2024,pubmed,bench
PMID:38893191,Hereditary Syndromes Associated with Pancreatic and Lung Neuroendocrine Tumors.,10.3390/cancers16112075,Cancers,2024,pubmed,bench
PMID:38879686,NF2: An underestimated player in cancer metabolic reprogramming and tumor immunity.,10.1038/s41698-024-00627-5,NPJ precision oncology,2024,pubmed,bench
PMID:38879607,G6PD and ACSL3 are synthetic lethal partners of NF2 in Schwann cells.,10.1038/s41467-024-49298-7,Nature communications,2024,pubmed,bench
PMID:38874808,"Genetic/epigenetic effects in NF1 microdeletion syndrome: beyond the haploinsufficiency, looking at the contribution of not deleted genes.",10.1007/s00439-024-02683-0,Human genetics,2024,pubmed,bench
PMID:38847227,RASopathies - what they reveal about RAS/MAPK signaling in skeletal muscle development.,10.1242/dmm.050609,Disease models & mechanisms,2024,pubmed,bench
PMID:38828669,PD-L1 regulates tumor proliferation and T-cell function in NF2-associated meningiomas.,10.1111/cns.14784,CNS neuroscience & therapeutics,2024,pubmed,bench
PMID:38816530,Nf1 mutation disrupts activity-dependent oligodendroglial plasticity and motor learning in mice.,10.1038/s41593-024-01654-y,Nature neuroscience,2024,pubmed,bench
PMID:38805733,Effects of Low-Level Light Therapy on Resting-State Connectivity Following Moderate Traumatic Brain Injury: Secondary Analyses of a Double-blinded Placebo-controlled Study.,10.1148/radiol.230999,Radiology,2024,pubmed,bench
PMID:38783059,Deep learning for dual detection of microsatellite instability and POLE mutations in colorectal cancer histopathology.,10.1038/s41698-024-00592-z,NPJ precision oncology,2024,pubmed,bench
PMID:38760612,"Gene Therapy for Neurofibromatosis Type 2-Related Schwannomatosis: Recent Progress, Challenges, and Future Directions.",10.1007/s40487-024-00279-2,Oncology and therapy,2024,pubmed,bench
PMID:38744742,Accelerated Theta Burst Transcranial Magnetic Stimulation for Refractory Depression in Autism Spectrum Disorder.,10.1007/s10803-024-06244-2,Journal of autism and developmental disorders,2025,pubmed,bench
PMID:38722890,NF-κB1 deficiency promotes macrophage-derived adrenal tumors but decreases neurofibromas in HTLV-I LTR-Tax transgenic mice.,10.1371/journal.pone.0303138,PloS one,2024,pubmed,bench
PMID:38721358,Effect of food on selumetinib pharmacokinetics and gastrointestinal tolerability in adolescents with neurofibromatosis type 1-related plexiform neurofibromas.,10.1093/noajnl/vdae036,Neuro-oncology advances,2024,pubmed,bench
PMID:38714355,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,10.1158/1535-7163.MCT-23-0510,Molecular cancer therapeutics,2024,pubmed,bench
PMID:38710002,Contemporary Approach to Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,10.1200/EDBK_432242,American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,2024,pubmed,bench
PMID:38709422,"Past, Present, and Future Therapeutic Strategies for NF-1-Associated Tumors.",10.1007/s11912-024-01527-4,Current oncology reports,2024,pubmed,bench
PMID:38691597,Effect of NFX-179 MEK inhibitor on cutaneous neurofibromas in persons with neurofibromatosis type 1.,10.1126/sciadv.adk4946,Science advances,2024,pubmed,bench
PMID:38680880,Neurofibromatosis Type 1: Optimizing Management with a Multidisciplinary Approach.,10.2147/JMDH.S362791,Journal of multidisciplinary healthcare,2024,pubmed,bench
PMID:38646284,Peripheral Nerve Sheath Tumor: A Diagnostic and Therapeutic Challenge.,10.7759/cureus.56601,Cureus,2024,pubmed,bench
PMID:38641672,The histone lysine acetyltransferase KAT2B inhibits cholangiocarcinoma growth: evidence for interaction with SP1 to regulate NF2-YAP signaling.,10.1186/s13046-024-03036-5,Journal of experimental & clinical cancer research : CR,2024,pubmed,bench
PMID:38630491,Examining Sex Differences in Autism Heritability.,10.1001/jamapsychiatry.2024.0525,JAMA psychiatry,2024,pubmed,bench
PMID:38607967,NF1 mutation-driven neuronal hyperexcitability sets a threshold for tumorigenesis and therapeutic targeting of murine optic glioma.,10.1093/neuonc/noae054,Neuro-oncology,2024,pubmed,bench
PMID:38603731,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,10.1371/journal.pone.0302017,PloS one,2024,pubmed,bench
PMID:38595983,Conditionally replicative adenovirus as a therapy for malignant peripheral nerve sheath tumors.,10.1016/j.omton.2024.200783,Molecular therapy. Oncology,2024,pubmed,bench
PMID:38591341,Genetic Testing for Supravalvar Aortic Stenosis: What to Do When It Is Not Williams Syndrome.,10.1161/JAHA.123.034048,Journal of the American Heart Association,2024,pubmed,bench
PMID:38565263,A comprehensive histomolecular characterization of meningioangiomatosis: Further evidence for a precursor neoplastic lesion.,10.1111/bpa.13259,"Brain pathology (Zurich, Switzerland)",2024,pubmed,bench
PMID:38520250,Risk factors for glioblastoma are shared by other brain tumor types.,10.1177/09603271241241796,Human & experimental toxicology,2024,pubmed,bench
PMID:38502231,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,10.1172/JCI176748,The Journal of clinical investigation,2024,pubmed,bench
PMID:38481529,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,10.3389/fcell.2024.1359561,Frontiers in cell and developmental biology,2024,pubmed,bench
PMID:38480916,p53 modulates kinase inhibitor resistance and lineage plasticity in NF1-related MPNSTs.,10.1038/s41388-024-03000-9,Oncogene,2024,pubmed,bench
PMID:38475852,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,10.1186/s13023-024-03093-1,Orphanet journal of rare diseases,2024,pubmed,bench
PMID:38473354,The ,10.3390/cancers16050994,Cancers,2024,pubmed,bench
PMID:38463630,Interactions between Ras and Rap signaling pathways during neurodevelopment in health and disease.,10.3389/fnmol.2024.1352731,Frontiers in molecular neuroscience,2024,pubmed,bench
PMID:38458648,C5aR plus MEK inhibition durably targets the tumor milieu and reveals tumor cell phagocytosis.,10.26508/lsa.202302229,Life science alliance,2024,pubmed,bench
PMID:38413225,Multimodal Imaging of Choroidal Nodules in Neurofibromatosis Type I.,10.31348/2024/9,Ceska a slovenska oftalmologie : casopis Ceske oftalmologicke spolecnosti a Slovenske oftalmologicke spolecnosti,2024,pubmed,bench
PMID:38387803,Development of a vestibular schwannoma tumor slice model for pharmacological testing.,10.1016/j.jneumeth.2024.110082,Journal of neuroscience methods,2024,pubmed,bench
PMID:38372904,Imaging as an early biomarker to predict sensitivity to everolimus for progressive NF2-related vestibular schwannoma.,10.1007/s11060-024-04596-4,Journal of neuro-oncology,2024,pubmed,bench
PMID:38360927,Neurofibromin 1 controls metabolic balance and Notch-dependent quiescence of murine juvenile myogenic progenitors.,10.1038/s41467-024-45618-z,Nature communications,2024,pubmed,bench
PMID:38339230,Gender-Specific Fine Motor Skill Learning Is Impaired by Myelin-Targeted Neurofibromatosis Type 1 Gene Mutation.,10.3390/cancers16030477,Cancers,2024,pubmed,bench
PMID:38336988,Simultaneous inhibition of PI3K and PAK in preclinical models of neurofibromatosis type 2-related schwannomatosis.,10.1038/s41388-024-02958-w,Oncogene,2024,pubmed,bench
PMID:38308315,Brain injury drives optic glioma formation through neuron-glia signaling.,10.1186/s40478-024-01735-w,Acta neuropathologica communications,2024,pubmed,bench
PMID:38279591,Global research trends in cutaneous neurofibromas: A bibliometric analysis from 2003 to 2022.,10.1111/srt.13595,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024,pubmed,bench
PMID:38258905,Schwann cells modulate nociception in neurofibromatosis 1.,10.1172/jci.insight.171275,JCI insight,2024,pubmed,bench
