pmid,title,verdict,reasoning
PMID:1915269,The GTPase stimulatory activities of the neurofibromatosis type 1 and the yeast IRA2 proteins are inhibited by arachidonic acid.,INCLUDE,Parse error - defaulted to include
PMID:19191334,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,INCLUDE,Parse error - defaulted to include
PMID:19262146,Phosphorylation of merlin regulates its stability and tumor suppressive activity.,INCLUDE,Parse error - defaulted to include
PMID:19282654,"Tranilast, an anti-allergic drug, down-regulates the growth of cultured neurofibroma cells derived from neurofibromatosis type 1.",INCLUDE,Parse error - defaulted to include
PMID:19292874,Low U1 snRNP dependence at the NF1 exon 29 donor splice site.,INCLUDE,Parse error - defaulted to include
PMID:19306381,Neuregulin-1 beta and neuregulin-1 alpha differentially affect the migration and invasion of malignant peripheral nerve sheath tumor cells.,INCLUDE,Parse error - defaulted to include
PMID:19333415,Drosophila melanogaster as a model organism of brain diseases.,INCLUDE,Parse error - defaulted to include
PMID:19414599,Ral overactivation in malignant peripheral nerve sheath tumors.,INCLUDE,Parse error - defaulted to include
PMID:19427284,The neurofibroma cell of origin: SKPs expand the playing field.,INCLUDE,Parse error - defaulted to include
PMID:19427294,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,INCLUDE,Parse error - defaulted to include
PMID:19430883,Suggested response criteria for phase II antitumor drug studies for neurofibromatosis type 2 related vestibular schwannoma.,INCLUDE,Parse error - defaulted to include
PMID:19434310,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,INCLUDE,Parse error - defaulted to include
PMID:19451225,"NF2/merlin is a novel negative regulator of mTOR complex 1, and activation of mTORC1 is associated with meningioma and schwannoma growth.",INCLUDE,Parse error - defaulted to include
PMID:1946460,Identification and characterization of the neurofibromatosis type 1 protein product.,INCLUDE,Parse error - defaulted to include
PMID:19470767,Abrogating drug resistance in malignant peripheral nerve sheath tumors by disrupting hyaluronan-CD44 interactions with small hyaluronan oligosaccharides.,EXCLUDE,No specific research tool mentioned
PMID:19479903,Neurofibromin physically interacts with the N-terminal domain of focal adhesion kinase.,EXCLUDE,"Protein interaction study, no tool development"
PMID:19487675,Aberrant epithelial morphology and persistent epidermal growth factor receptor signaling in a mouse model of renal carcinoma.,EXCLUDE,No specific research tool mentioned
PMID:19574548,Cardiomyocyte-specific loss of neurofibromin promotes cardiac hypertrophy and dysfunction.,EXCLUDE,No specific research tool mentioned
PMID:19610677,Transition state structures and the roles of catalytic residues in GAP-facilitated GTPase of Ras as elucidated by (18)O kinetic isotope effects.,EXCLUDE,No specific research tool mentioned
PMID:19621444,Health-related quality of life measures in genetic disorders: an outcome variable for consideration in clinical trials.,EXCLUDE,Review of quality of life measures
PMID:19703993,Downregulated microRNA-200a in meningiomas promotes tumor growth by reducing E-cadherin and activating the Wnt/beta-catenin signaling pathway.,EXCLUDE,No specific research tool mentioned
PMID:19710506,Nf1 deficiency cooperates with oncogenic K-RAS to induce acute myeloid leukemia in mice.,INCLUDE,Mouse model of NF1
PMID:19789989,Liquiritin potentiate neurite outgrowth induced by nerve growth factor in PC12 cells.,EXCLUDE,No specific research tool mentioned
PMID:19793348,Genomic abnormalities and signal transduction dysregulation in malignant mesothelioma cells.,EXCLUDE,No specific research tool mentioned
PMID:19794125,Alterations of BRAF and HIPK2 loci predominate in sporadic pilocytic astrocytoma.,EXCLUDE,No specific research tool mentioned
PMID:19846776,PTEN dosage is essential for neurofibroma development and malignant transformation.,INCLUDE,Mouse model development
PMID:19877719,Comparative protein profiling reveals minichromosome maintenance (MCM) proteins as novel potential tumor markers for meningiomas.,EXCLUDE,No specific research tool mentioned
PMID:19884346,Fluorescence resonance energy transfer analysis of merlin conformational changes.,EXCLUDE,Protein conformational analysis technique
PMID:19901965,Inhibition of Eyes Absent Homolog 4 expression induces malignant peripheral nerve sheath tumor necrosis.,EXCLUDE,No specific research tool mentioned
PMID:19966217,Cardiac and vascular functions of the zebrafish orthologues of the type I neurofibromatosis gene NFI.,INCLUDE,Zebrafish orthologous model
PMID:1999496,"Plasticity of integrin expression by nerve-derived connective tissue cells. Human Schwann cells, perineurial cells, and fibroblasts express markedly different patterns of beta 1 integrins during nerve development, neoplasia, and in vitro.",EXCLUDE,No specific research tool mentioned
PMID:20002172,Decreased expression of neurofibromin contributes to epithelial-mesenchymal transition in neurofibromatosis type 1.,EXCLUDE,No specific research tool mentioned
PMID:20049725,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,INCLUDE,Integrative genomic analysis tool
PMID:20054405,"Evolution and origin of HRS, a protein interacting with Merlin, the Neurofibromatosis 2 gene product.",EXCLUDE,No specific research tool mentioned
PMID:20154721,NF2-deficient cells depend on the Rac1-canonical Wnt signaling pathway to promote the loss of contact inhibition of proliferation.,EXCLUDE,No specific research tool mentioned
PMID:20156804,Overexpression of ezrin inactivates NF2 tumor suppressor in glioblastoma.,EXCLUDE,No specific research tool mentioned
PMID:20159598,Kibra functions as a tumor suppressor protein that regulates Hippo signaling in conjunction with Merlin and Expanded.,EXCLUDE,No specific research tool mentioned
PMID:20160012,The RasGAP proteins Ira2 and neurofibromin are negatively regulated by Gpb1 in yeast and ETEA in humans.,EXCLUDE,No specific research tool mentioned
PMID:20160346,Genetic and cellular evidence of vascular inflammation in neurofibromin-deficient mice and humans.,EXCLUDE,No specific research tool mentioned
PMID:20176786,Bioluminescent approaches for measuring tumor growth in a mouse model of neurofibromatosis.,INCLUDE,Bioluminescent mouse tumor measurement approach
PMID:20181838,"The tumor suppressor merlin is required for cell cycle exit, terminal differentiation, and cell polarity in the developing murine lens.",EXCLUDE,No specific research tool mentioned
PMID:20187887,"Application of the International Classification of Functioning, Disability and Health in children with neurofibromatosis type 1: a review.",EXCLUDE,Review of classification framework
PMID:20195187,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,INCLUDE,Human Schwann cell knockdown model
PMID:20200958,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,INCLUDE,Lovastatin delivery model
PMID:20209053,Growth of peripheral and central nervous system tumors is supported by cytoplasmic c-Fos in humans and mice.,EXCLUDE,No specific research tool mentioned
PMID:20212043,Mammalian Ste20-like kinase (Mst2) indirectly supports Raf-1/ERK pathway activity via maintenance of protein phosphatase-2A catalytic subunit levels and consequent suppression of inhibitory Raf-1 phosphorylation.,EXCLUDE,No specific research tool mentioned
PMID:20233966,Use of chromosome engineering to model a segmental deletion of chromosome band 7q22 found in myeloid malignancies.,EXCLUDE,No specific research tool mentioned
PMID:20233971,Mast cells and the neurofibroma microenvironment.,EXCLUDE,No specific research tool mentioned
PMID:20302846,"Development of small-molecule inhibitors of the group I p21-activated kinases, emerging therapeutic targets in cancer.",EXCLUDE,No specific research tool mentioned
PMID:20345245,Molecular and cellular mechanisms of learning disabilities: a focus on NF1.,EXCLUDE,Review of molecular mechanisms
PMID:20368450,Microtubule-mediated transport of the tumor-suppressor protein Merlin and its mutants.,EXCLUDE,No specific research tool mentioned
PMID:20388501,Genome-wide gene expression analysis identifies K-ras as a regulator of alcohol intake.,EXCLUDE,No specific research tool mentioned
PMID:20406973,Anti-vascular endothelial growth factor therapies as a novel therapeutic approach to treating neurofibromatosis-related tumors.,EXCLUDE,No specific research tool mentioned
PMID:20410111,Defective cAMP generation underlies the sensitivity of CNS neurons to neurofibromatosis-1 heterozygosity.,EXCLUDE,No specific research tool mentioned
PMID:20428190,NF-1Score: a prediction score for internal neurofibromas in neurofibromatosis-1.,INCLUDE,Clinical prediction score development
PMID:20431046,Ras and Rap signaling in synaptic plasticity and mental disorders.,EXCLUDE,No specific research tool mentioned
PMID:20491622,"Merlin, a ""magic"" linker between extracellular cues and intracellular signaling pathways that regulate cell motility, proliferation, and survival.",EXCLUDE,No specific research tool mentioned
PMID:20511180,ErbB/HER receptor activation and preclinical efficacy of lapatinib in vestibular schwannoma.,EXCLUDE,No specific research tool mentioned
PMID:20550523,MicroRNA-10b regulates tumorigenesis in neurofibromatosis type 1.,EXCLUDE,No specific research tool mentioned
PMID:20551058,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,INCLUDE,Mouse model of gliomagenesis
PMID:20554030,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,INCLUDE,Mouse model of gliomagenesis
PMID:20571392,Plexiform neurofibroma genesis: questions of Nf1 gene dose and hyperactive mast cells.,EXCLUDE,No specific research tool mentioned
PMID:20600672,Ultrastructural characterization of the optic pathway in a mouse model of neurofibromatosis-1 optic glioma.,EXCLUDE,No specific research tool mentioned
PMID:20606732,CD44 and p53 immunoexpression patterns in NF1 neoplasms - indicators of malignancy and infiltration.,EXCLUDE,No specific research tool mentioned
PMID:20624961,Neurofibromin regulates corticostriatal inhibitory networks during working memory performance.,INCLUDE,Uses Nf1 mutant mouse model
PMID:20643348,The Merlin/NF2 tumor suppressor functions through the YAP oncoprotein to regulate tissue homeostasis in mammals.,EXCLUDE,Molecular mechanism study
PMID:20668197,A distinct set of Drosophila brain neurons required for neurofibromatosis type 1-dependent learning and memory.,INCLUDE,Uses Drosophila genetic model
PMID:20668201,Merlin inhibits neurite outgrowth in the CNS.,EXCLUDE,Molecular mechanism study
PMID:20680410,The role of neurofibromin in N-Ras mediated AP-1 regulation in malignant peripheral nerve sheath tumors.,EXCLUDE,Molecular mechanism study
PMID:20686603,The 4q12 amplicon in malignant peripheral nerve sheath tumors: consequences on gene expression and implications for sunitinib treatment.,EXCLUDE,Tumor genomic analysis
PMID:20699653,Analysis of steroid hormone effects on xenografted human NF1 tumor schwann cells.,EXCLUDE,Xenograft experimental setup
PMID:20739432,Gene expression analysis identifies potential biomarkers of neurofibromatosis type 1 including adrenomedullin.,INCLUDE,Gene expression analysis tool
PMID:20818339,MicroRNA expression profiling in benign (sporadic and hereditary) and recurring adrenal pheochromocytomas.,EXCLUDE,MicroRNA expression profiling
PMID:20826448,Reduced striatal dopamine underlies the attention system dysfunction in neurofibromatosis-1 mutant mice.,INCLUDE,Nf1 mutant mouse model
PMID:20856158,MicroRNA-21 overexpression contributes to vestibular schwannoma cell proliferation and survival.,EXCLUDE,MicroRNA molecular mechanism
PMID:20858602,Oligodendrocyte progenitor cell numbers and migration are regulated by the zebrafish orthologs of the NF1 tumor suppressor gene.,INCLUDE,Zebrafish genetic model
PMID:20890305,Regulation of mixed lineage kinase 3 is required for Neurofibromatosis-2-mediated growth suppression in human cancer.,EXCLUDE,Molecular signaling study
PMID:20920304,"Scoring of senescence signalling in multiple human tumour gene expression datasets, identification of a correlation between senescence score and drug toxicity in the NCI60 panel and a pro-inflammatory signature correlating with survival advantage in peritoneal mesothelioma.",EXCLUDE,Gene expression analysis
