clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
b8bd02f2-3fa2-4d1e-9dae-42a3d759adba,Brazilian Criterion for Economic Classification (CCEB),,,,,,,,,,,,PMID:27458360,,COMT Val(158)Met Polymorphism Is Associated with Verbal Working Memory in Neurofibromatosis Type 1.,methods,0.85,Socioeconomic status (SES) was assessed using the Brazilian Criterion for Economic Classification (CCEB) according to the criteria established by the Brazilian Research Enterprises Association,Socioeconomic assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
63dee0ab-1b07-42bc-94de-6a76b24de0e8,Digit Span subtest,,,,,,,,,,,,PMID:27527646,,Neurocognitive outcomes in neurofibromatosis clinical trials: Recommendations for the domain of attention.,abstract,0.9,"The Digit Span subtest from the Wechsler scales was given the highest ratings of the performance measures due to its good psychometrics, feasibility, utility across a wide age range, and extensive use in previous research.","Specific cognitive assessment tool mentioned as highest-rated performance measure, but may have been missed due to subtest naming pattern",,AI validation - Sonnet 4.5,0,0,,
87811047-5d63-4cd8-ac65-5b8315edde3b,Wechsler scales,,,,,,,,,,,,PMID:27527646,,Neurocognitive outcomes in neurofibromatosis clinical trials: Recommendations for the domain of attention.,abstract,0.95,"The Digit Span subtest from the Wechsler scales was given the highest ratings of the performance measures due to its good psychometrics, feasibility, utility across a wide age range, and extensive use in previous research.","Well-known standardized cognitive assessment battery, but may have been missed due to generic 'scales' terminology",,AI validation - Sonnet 4.5,0,0,,
ab236d85-d8cf-4af5-a4c1-c1069059c6bd,Conners scales,,,,,,,,,,,,PMID:27527646,,Neurocognitive outcomes in neurofibromatosis clinical trials: Recommendations for the domain of attention.,abstract,0.95,The Conners scales achieved the highest ratings of the behavioral questionnaires for similar reasons.,"Standardized behavioral rating questionnaire for ADHD/attention assessment, should have been detected",,AI validation - Sonnet 4.5,0,0,,
b20df268-41aa-410e-8e36-57650f003c92,Numeric Rating Scale-11,,,,,,,,,,,,PMID:27527648,,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,results,0.95,The REiNS PRO group chose the Numeric Rating Scale–11 (≥8 years) to assess pain intensity,Standard clinical assessment tool name not captured by mining patterns - may need pattern for 'Rating Scale' or 'NRS-11',,AI validation - Sonnet 4.5,0,0,,
033b361a-70c6-4f52-bb8d-d025c6f0fdc3,NRS-11,,,,,,,,,,,,PMID:27527648,,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,results,0.9,The REiNS PRO group chose the Numeric Rating Scale–11 (≥8 years) to assess pain intensity,Abbreviated form of Numeric Rating Scale-11 - mining may need patterns for common clinical scale abbreviations,,AI validation - Sonnet 4.5,0,0,,
acf7ba91-25a9-4732-b2fe-ee43278a213f,Pain Interference Index,,,,,,,,,,,,PMID:27527648,,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,results,0.95,the Pain Interference Index (6–24 years) and the Patient-Reported Outcome Measurement Information System (PROMIS) Pain Interference Scale,Clinical assessment tool name not captured - may need pattern for 'Index' as clinical measure indicator,,AI validation - Sonnet 4.5,0,0,,
35516493-87db-49b1-aee0-dd597d9b41dc,PROMIS Pain Interference Scale,,,,,,,,,,,,PMID:27527648,,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,results,0.98,Patient-Reported Outcome Measurement Information System (PROMIS) Pain Interference Scale (≥18 years) to evaluate pain interference,PROMIS is a well-known clinical assessment system - mining should capture PROMIS scales,,AI validation - Sonnet 4.5,0,0,,
8056c3af-8712-425a-930d-62f3a25ab96a,PROMIS Physical Functioning Scale,,,,,,,,,,,,PMID:27527648,,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,results,0.98,the PROMIS Physical Functioning Scale to measure upper extremity function and mobility (≥5 years) for NF clinical trials,Another PROMIS scale that should be captured - indicates need for comprehensive PROMIS pattern matching,,AI validation - Sonnet 4.5,0,0,,
16bc5c20-72eb-4e6c-b9cb-e87cf0c2c02a,Patient-Reported Outcome Measurement Information System,,,,,,,,,,,,PMID:27527648,,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,results,0.95,Patient-Reported Outcome Measurement Information System (PROMIS) Pain Interference Scale (≥18 years),Full name of PROMIS system - mining should capture both abbreviated and full forms,,AI validation - Sonnet 4.5,0,0,,
cf1ffa31-9186-4a2a-b287-ae25e729dc60,"Social Responsiveness Scale, second edition (SRS-2)",,,,,,,,,,,,PMID:27760236,,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,abstract,0.98,"...Distribution of ASD traits (Social Responsiveness Scale, second edition [SRS-2], with T scores of ≥75 associated with a categorical ASD diagnosis)...",Clinical assessment tool not captured by mining patterns focused on lab research tools,,AI validation - Sonnet 4.5,0,0,,
78718202-03ac-47e4-9ff8-85440f93fda8,Conners Rating Scale,,,,,,,,,,,,PMID:27760236,,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,abstract,0.98,"...attention-deficit/hyperactivity disorder (ADHD) traits (4 versions of Conners Rating Scale, with T scores of ≥65 indicating clinically significant ADHD symptoms)...",Clinical assessment tool not captured by mining patterns focused on lab research tools,,AI validation - Sonnet 4.5,0,0,,
6e8e95f0-1caa-4076-8dc8-0b1e7298c6e9,optical coherence tomography,,,,,,,,,,,,PMID:27815398,,Optic pathway glioma volume predicts retinal axon degeneration in neurofibromatosis type 1.,abstract,0.9,...who underwent both volumetric MRI analysis and optical coherence tomography (OCT) within 2 weeks of each other were included...OCT measured the average RNFL thickness around the optic nerve...,OCT is a clinical imaging tool used to measure retinal nerve fiber layer thickness - should be captured as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
cd8d1fd4-0230-4b3d-b6ff-a6708ba5d3c2,OCT,,,,,,,,,,,,PMID:27815398,,Optic pathway glioma volume predicts retinal axon degeneration in neurofibromatosis type 1.,methods,0.9,...optical coherence tomography (OCT) within 2 weeks of each other were included. Volumetric measurement...OCT measured the average RNFL thickness around the optic nerve...,OCT abbreviation for optical coherence tomography - clinical imaging tool for retinal assessment,,AI validation - Sonnet 4.5,0,0,,
3d95099b-1cdf-49cc-8170-e9103b966ff2,high-resolution T1-weighted MRI,,,,,,,,,,,,PMID:27815398,,Optic pathway glioma volume predicts retinal axon degeneration in neurofibromatosis type 1.,methods,0.8,"...Volumetric measurement of the entire anterior visual pathway (AVP; optic nerve, chiasm, and tract) was performed using high-resolution T1-weighted MRI...",Specific MRI sequence used for volumetric measurements - clinical imaging tool,,AI validation - Sonnet 4.5,0,0,,
85dd0711-398c-41a0-8f2b-88ec3e15acb4,Cambridge Neuropsychological Test Automated Battery Paired Associate Learning task,,,,,,,,,,,,PMID:27956565,,Randomized placebo-controlled study of lovastatin in children with neurofibromatosis type 1.,methods,0.95,Primary outcomes were total errors on the Cambridge Neuropsychological Test Automated Battery Paired Associate Learning task (visuospatial learning),Specific neuropsychological test name with clear assessment context was not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
2d59901d-aa00-4c48-a1ac-ed25c7f3136a,Test of Everyday Attention for Children,,,,,,,,,,,,PMID:27956565,,Randomized placebo-controlled study of lovastatin in children with neurofibromatosis type 1.,methods,0.95,and the Score subtest from the Test of Everyday Attention for Children (sustained attention),Validated attention assessment tool with specific subtest mentioned was not captured,,AI validation - Sonnet 4.5,0,0,,
fb92cf71-600b-4383-8877-7bec0d0ee713,Cambridge Neuropsychological Test Automated Battery,,,,,,,,,,,,PMID:27956565,,Randomized placebo-controlled study of lovastatin in children with neurofibromatosis type 1.,methods,0.9,Primary outcomes were total errors on the Cambridge Neuropsychological Test Automated Battery Paired Associate Learning task,Broader test battery name that encompasses multiple cognitive assessments,,AI validation - Sonnet 4.5,0,0,,
fbd32908-5a4e-44f9-a3d2-a283e5bc8ad6,INF1-QOL questionnaire,,,,,,,,,,,,PMID:28193237,,Evaluation of quality of life in adults with neurofibromatosis 1 (NF1) using the Impact of NF1 on Quality Of Life (INF1-QOL) questionnaire.,methods,0.98,"The Impact of NF1 on Quality of Life (INF1-QOL) questionnaire was developed by a literature search for common terms, focus group (n = 6), semi-structured interviews (n = 21), initial drafts (n =50) and final 14 item questionnaire (n = 50)",Primary tool being developed in this study - should be the main focus of clinical assessment tool mining,,AI validation - Sonnet 4.5,0,0,,
79d8dffa-fdd5-43a3-827e-633bd9d34edd,EuroQol (EQ-5D),,,,,,,,,,,,PMID:28193237,,Evaluation of quality of life in adults with neurofibromatosis 1 (NF1) using the Impact of NF1 on Quality Of Life (INF1-QOL) questionnaire.,methods,0.95,"The EuroQol questionnaires were completed by the 50 NF1 participants who did the final 14 item INF1-QOL questionnaire. The EuroQol (EQ 5D) contains a global health score and covers Mobility, Self-care, Usual Activities, Pain/Discomfort, Anxiety and Depression",Well-established generic quality of life questionnaire used for validation - standard clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
608ac60a-f2ca-40fe-ada8-2e269198765c,Riccardi NF severity grade classification,,,,,,,,,,,,PMID:28193237,,Evaluation of quality of life in adults with neurofibromatosis 1 (NF1) using the Impact of NF1 on Quality Of Life (INF1-QOL) questionnaire.,methods,0.9,"Disease severity was determined using the Riccardi NF severity grade classification 1 to 4. Grades 1 and 2 were amalgamated to ensure adequate numbers in each group. Grades 1 and 2 were deemed mild, grade 3 moderate and grade 4 severe",Clinical severity assessment scale used to grade NF1 disease severity - validated clinical tool,,AI validation - Sonnet 4.5,0,0,,
936c2994-927f-4501-a686-ff5b52e20823,NF Registry questionnaires,,,,,,,,,,,,PMID:28644838,,"Characterization and utilization of an international neurofibromatosis web-based, patient-entered registry: An observational study.",methods,0.9,...The registry questionnaires [ S1 Text ] and consent language [ S2 Text ] were developed in collaboration with two clinicians...Disease-specific questionnaires captured features of current published diagnostic criteria...,Disease-specific questionnaires developed and validated for clinical assessment,,AI validation - Sonnet 4.5,0,0,,
f4bf4d79-7674-43c8-947e-714da6703693,Quality of life questions,,,,,,,,,,,,PMID:28644838,,"Characterization and utilization of an international neurofibromatosis web-based, patient-entered registry: An observational study.",methods,0.85,"...Disease-specific questionnaires captured features of current published diagnostic criteria [ 12 , 13 , 14 ] and a variety of disease manifestations. They also posed quality of life questions...",Quality of life assessment component of the registry questionnaires,,AI validation - Sonnet 4.5,0,0,,
bf34775a-036e-490c-904a-fd7d369a10b7,WASI,,,,,,,,,,,,PMID:28725547,,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,methods,1.0,"IQ data were obtained using either the Matrix Reasoning and Vocabulary subtests from the WASI (Wechsler, 2011) for the NF1 patients",Wechsler Abbreviated Scale of Intelligence is a standardized cognitive assessment tool,,AI validation - Sonnet 4.5,0,0,,
91c135fc-d68d-4e8b-8d7a-285261a49880,WAIS-IV,,,,,,,,,,,,PMID:28725547,,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,methods,1.0,"the same measures from the Wechsler Adult Intelligence Scale, Version 4 (WAIS-IV; Wechsler, 2014) for the healthy controls",WAIS-IV is a standardized cognitive assessment instrument with version specified,,AI validation - Sonnet 4.5,0,0,,
2282b1e0-4a1b-4279-a36f-2333c4b86498,Letter-Number Sequencing task,,,,,,,,,,,,PMID:28725547,,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,methods,0.9,"Working memory capacity was measured behaviorally using the University of Maryland Letter–Number Sequencing (LNS) task (Gold et al., 1997)",LNS is a standardized working memory assessment task,,AI validation - Sonnet 4.5,0,0,,
33175a24-779f-461d-8581-00a6a4abf247,SCAP task,,,,,,,,,,,,PMID:28725547,,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,methods,0.9,"Spatial capacity working memory (SCAP) task Participants viewed a visual array presenting 1, 3, 5, or 7 circles on the screen",SCAP is a spatial working memory assessment task used in cognitive research,,AI validation - Sonnet 4.5,0,0,,
8cea9a34-156d-419a-8d3b-7378ba99879b,Distress Thermometer,,,,,,,,,,,,PMID:28735371,,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,abstract,0.95,"...test the overall usability of the Distress Thermometer (DT) and symptom checklist and concordance of DT ratings between pediatric patients, their caregivers and medical providers...",Clinical assessment tool not captured by current mining patterns. The Distress Thermometer is a validated psychosocial screening instrument widely used in oncology and other medical settings.,,AI validation - Sonnet 4.5,0,0,,
