pmid,title,doi,journal,year,query_type,source
PMID:16242402,PDF receptor signaling in Drosophila contributes to both circadian and geotactic behaviors.,10.1016/j.neuron.2005.09.009,Neuron,2005.0,bench,pubmed
PMID:16267393,The Phosphorylation status of merlin is important for regulating the Ras-ERK pathway.,,Molecules and cells,2005.0,bench,pubmed
PMID:16276382,[Hereditary endocrine tumour diseases].,,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",2005.0,bench,pubmed
PMID:16287988,Ras-related signaling pathways in valve development: ebb and flow.,10.1152/physiol.00035.2005,"Physiology (Bethesda, Md.)",2005.0,bench,pubmed
PMID:16314489,Inactivation of NF1 in CNS causes increased glial progenitor proliferation and optic glioma formation.,10.1242/dev.02162,"Development (Cambridge, England)",2005.0,bench,pubmed
PMID:16324214,"Evolution and origin of merlin, the product of the Neurofibromatosis type 2 (NF2) tumor-suppressor gene.",10.1186/1471-2148-5-69,BMC evolutionary biology,2005.0,bench,pubmed
PMID:16340004,New approaches to the analysis of palindromic sequences from the human genome: evolution and polymorphism of an intronic site at the NF1 locus.,10.1093/nar/gni189,Nucleic acids research,2005.0,bench,pubmed
PMID:1636515,Spinal MR findings in neurofibromatosis types 1 and 2.,,AJNR. American journal of neuroradiology,1992.0,bench,pubmed
PMID:16374483,Neurofibromatosis type 1 protein and amyloid precursor protein interact in normal human melanocytes and colocalize with melanosomes.,10.1038/sj.jid.5700087,The Journal of investigative dermatology,2006.0,bench,pubmed
PMID:16380919,NF1 gene mutations represent the major molecular event underlying neurofibromatosis-Noonan syndrome.,10.1086/498454,American journal of human genetics,2005.0,bench,pubmed
PMID:1639394,A yeast artificial chromosome contig encompassing the type 1 neurofibromatosis gene.,10.1016/0888-7543(92)90140-n,Genomics,1992.0,bench,pubmed
PMID:16397625,A novel bipartite phospholipid-binding module in the neurofibromatosis type 1 protein.,10.1038/sj.embor.7400602,EMBO reports,2006.0,bench,pubmed
PMID:16406348,Immune system evasion by peripheral nerve sheath tumor.,10.1016/j.neulet.2005.12.027,Neuroscience letters,,bench,pubmed
PMID:16418572,Sichuan pepper extracts block the PAK1/cyclin D1 pathway and the growth of NF1-deficient cancer xenograft in mice.,10.4161/cbt.5.3.2404,Cancer biology & therapy,2006.0,bench,pubmed
PMID:16438728,Sperm protein 17 is expressed in human nervous system tumours.,10.1186/1471-2407-6-23,BMC cancer,2006.0,bench,pubmed
PMID:16482197,Café-au-lait patches and senile plaques: How APPt the connection?,10.1038/sj.jid.5700165,The Journal of investigative dermatology,2006.0,bench,pubmed
PMID:16513807,Effect of neurofibromatosis type I mutations on a novel pathway for adenylyl cyclase activation requiring neurofibromin and Ras.,10.1093/hmg/ddl023,Human molecular genetics,2006.0,bench,pubmed
PMID:16524466,Cognitive dysfunction in NF1 knock-out mice may result from altered vesicular trafficking of APP/DRD3 complex.,10.1186/1471-2202-7-22,BMC neuroscience,2006.0,bench,pubmed
PMID:16537381,Mixed-lineage kinase 3 regulates B-Raf through maintenance of the B-Raf/Raf-1 complex and inhibition by the NF2 tumor suppressor protein.,10.1073/pnas.0510651103,Proceedings of the National Academy of Sciences of the United States of America,2006.0,bench,pubmed
PMID:16571745,Temporal control of Rac in Schwann cell-axon interaction is disrupted in NF2-mutant schwannoma cells.,10.1523/JNEUROSCI.4865-05.2006,The Journal of neuroscience : the official journal of the Society for Neuroscience,2006.0,bench,pubmed
PMID:16581517,The tumor suppressors Merlin and Expanded function cooperatively to modulate receptor endocytosis and signaling.,10.1016/j.cub.2006.02.063,Current biology : CB,2006.0,bench,pubmed
PMID:16613742,[Treatment of congenital pseudarthrosis of tibia by vascularized fibular graft].,,Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca,2006.0,bench,pubmed
PMID:16619545,Expression of emmprin and matrix metalloproteinases (MMPs) in peripheral nerve sheath tumors: emmprin and membrane-type (MT)1-MMP expressions are associated with malignant potential.,,Anticancer research,2006.0,bench,pubmed
PMID:16642646,Neurofibromatosis.,,"Journal of insurance medicine (New York, N.Y.)",2006.0,bench,pubmed
PMID:1672744,A polymorphic cDNA probe on chromosome 17q11.2 located within the NF1 gene [D17S376].,10.1093/nar/19.1.197-a,Nucleic acids research,1991.0,bench,pubmed
PMID:16786042,A prospective study of neurofibromatosis type 1 cancer incidence in the UK.,10.1038/sj.bjc.6603227,British journal of cancer,2006.0,bench,pubmed
PMID:16793550,The kelch proteins Gpb1 and Gpb2 inhibit Ras activity via association with the yeast RasGAP neurofibromin homologs Ira1 and Ira2.,10.1016/j.molcel.2006.05.011,Molecular cell,2006.0,bench,pubmed
PMID:16795074,"Imaging, morphologic, and immunohistochemical correlation in gastrointestinal stromal tumors.",10.1002/cncr.21918,Cancer,2006.0,bench,pubmed
PMID:1679535,A TaqI polymorphism in the human NF1 gene.,10.1093/nar/19.16.4570,Nucleic acids research,1991.0,bench,pubmed
PMID:1679929,A BglII polymorphism in the human NF1 gene.,10.1093/nar/19.17.4798,Nucleic acids research,1991.0,bench,pubmed
PMID:16835260,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,10.1093/hmg/ddl165,Human molecular genetics,2006.0,bench,pubmed
PMID:1684425,A BglII RFLP near the human neurofibromatosis type 1 (NF1) gene.,10.1093/nar/19.23.6662,Nucleic acids research,1991.0,bench,pubmed
PMID:16870183,NF1 mRNA biogenesis: effect of the genomic milieu in splicing regulation of the NF1 exon 37 region.,10.1016/j.febslet.2006.07.018,FEBS letters,2006.0,bench,pubmed
PMID:16894610,Regulation of the neurofibromatosis 2 gene promoter expression during embryonic development.,10.1002/dvdy.20883,Developmental dynamics : an official publication of the American Association of Anatomists,2006.0,bench,pubmed
PMID:16906226,The neurofibromin GAP-related domain rescues endothelial but not neural crest development in Nf1 mice.,10.1172/JCI28341,The Journal of clinical investigation,2006.0,bench,pubmed
PMID:1696266,Angiogenic and invasive properties of neurofibroma Schwann cells.,10.1083/jcb.111.2.645,The Journal of cell biology,1990.0,bench,pubmed
PMID:16996265,The fat cadherin acts through the hippo tumor-suppressor pathway to regulate tissue size.,10.1016/j.cub.2006.09.005,Current biology : CB,2006.0,bench,pubmed
PMID:17053831,Hyperactivation of p21ras and PI3K cooperate to alter murine and human neurofibromatosis type 1-haploinsufficient osteoclast functions.,10.1172/JCI29092,The Journal of clinical investigation,2006.0,bench,pubmed
PMID:17075701,Electrophysiological validation of a human prototype auditory midbrain implant in a guinea pig model.,10.1007/s10162-006-0056-5,Journal of the Association for Research in Otolaryngology : JARO,2006.0,bench,pubmed
PMID:17090653,Beta common receptor inactivation attenuates myeloproliferative disease in Nf1 mutant mice.,10.1182/blood-2006-05-025395,Blood,2007.0,bench,pubmed
PMID:17141624,Protein nutrition as therapy for a genetic disorder of bone?,10.1016/j.cmet.2006.11.007,Cell metabolism,2006.0,bench,pubmed
PMID:17149968,Malignant peripheral nerve sheath tumor with rhabdomyosarcomatous differentiation (malignant triton tumor).,10.5858/2006-130-1878-MPNSTW,Archives of pathology & laboratory medicine,2006.0,bench,pubmed
PMID:1715669,The neurofibroma in von Recklinghausen neurofibromatosis has a unicellular origin.,,American journal of human genetics,1991.0,bench,pubmed
PMID:17157787,A negative feedback signaling network underlies oncogene-induced senescence.,10.1016/j.ccr.2006.10.003,Cancer cell,2006.0,bench,pubmed
PMID:17167629,Extreme lateral approach to ventral and ventrolaterally situated lesions of the lower brainstem and upper cervical cord.,10.1055/s-2001-18633,Skull base : official journal of North American Skull Base Society ... [et al.],2001.0,bench,pubmed
PMID:17171142,Advantages of the retrosigmoid approach in auditory brain stem implantation.,10.1055/s-2000-9335,Skull base surgery,2000.0,bench,pubmed
PMID:17171155,Atypical invasion of the temporal bone in vestibular schwannoma.,10.1055/s-2008-1058948,Skull base surgery,1995.0,bench,pubmed
PMID:17202204,Refractive errors in neurofibromatosis type 1 and type 2.,10.1136/bjo.2006.109082,The British journal of ophthalmology,2007.0,clinical,pubmed
PMID:17210637,"Identification and characterization of putative tumor suppressor NGB, a GTP-binding protein that interacts with the neurofibromatosis 2 protein.",10.1128/MCB.00572-06,Molecular and cellular biology,2007.0,bench,pubmed
PMID:17215387,Phosphatidylinositol 3-kinase and Akt nonautonomously promote perineurial glial growth in Drosophila peripheral nerves.,10.1523/JNEUROSCI.3370-06.2007,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007.0,bench,pubmed
PMID:17216419,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,10.1007/s10048-006-0078-5,Neurogenetics,2007.0,bench,pubmed
PMID:17220301,The MicroRNA let-7a modulates interleukin-6-dependent STAT-3 survival signaling in malignant human cholangiocytes.,10.1074/jbc.M607712200,The Journal of biological chemistry,2007.0,bench,pubmed
PMID:17295913,Functional analysis of splicing mutations in exon 7 of NF1 gene.,10.1186/1471-2350-8-4,BMC medical genetics,2007.0,bench,pubmed
PMID:17297447,HEI10 negatively regulates cell invasion by inhibiting cyclin B/Cdk1 and other promotility proteins.,10.1038/sj.onc.1210282,Oncogene,2007.0,bench,pubmed
PMID:17297459,Tumor microenvironment and neurofibromatosis type I: connecting the GAPs.,10.1038/sj.onc.1210261,Oncogene,2007.0,bench,pubmed
PMID:1729894,Multicolor in situ hybridization and linkage analysis order Charcot-Marie-Tooth type I (CMTIA) gene-region markers.,,American journal of human genetics,1992.0,bench,pubmed
PMID:17387725,Optic pathway gliomas in neurofibromatosis-1: controversies and recommendations.,10.1002/ana.21107,Annals of neurology,2007.0,bench,pubmed
PMID:17453145,How do Shp2 mutations that oppositely influence its biochemical activity result in syndromes with overlapping symptoms?,10.1007/s00018-007-6509-0,Cellular and molecular life sciences : CMLS,2007.0,bench,pubmed
PMID:17548515,Contact-dependent inhibition of EGFR signaling by Nf2/Merlin.,10.1083/jcb.200703010,The Journal of cell biology,2007.0,bench,pubmed
PMID:17558420,Imatinib mesylate inhibits cell invasion of malignant peripheral nerve sheath tumor induced by platelet-derived growth factor-BB.,10.1038/labinvest.3700591,Laboratory investigation; a journal of technical methods and pathology,2007.0,bench,pubmed
PMID:17581973,Distinct functional domains of neurofibromatosis type 1 regulate immediate versus long-term memory formation.,10.1523/JNEUROSCI.0933-07.2007,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007.0,bench,pubmed
PMID:17636453,Neurofibromatosis type 1 in genetic counseling practice: recommendations of the National Society of Genetic Counselors.,10.1007/s10897-007-9101-8,Journal of genetic counseling,2007.0,bench,pubmed
PMID:17649826,Expression of insulin-like growth-factor-1 receptor (IGF-1R) in peripheral nerve sheath tumors in neurofibromatosis type 1.,,Anticancer research,2007.0,bench,pubmed
PMID:17661042,[Cytologic diagnosis of soft tissue tumors].,10.1007/s00292-007-0928-4,Der Pathologe,2007.0,bench,pubmed
PMID:17666887,The use of anterolateral bowing of the lower leg in the diagnostic criteria for neurofibromatosis type 1.,10.1097/gim.0b013e3180986e05,Genetics in medicine : official journal of the American College of Medical Genetics,2007.0,bench,pubmed
PMID:17684762,Hereditary neuroendocrine tumors of the gastroenteropancreatic system.,10.1007/s00428-007-0450-3,Virchows Archiv : an international journal of pathology,2007.0,bench,pubmed
PMID:1770531,Watson syndrome: is it a subtype of type 1 neurofibromatosis?,10.1136/jmg.28.11.752,Journal of medical genetics,1991.0,bench,pubmed
PMID:17786186,MMP-13 and p53 in the progression of malignant peripheral nerve sheath tumors.,10.1593/neo.07304,"Neoplasia (New York, N.Y.)",2007.0,bench,pubmed
PMID:1783401,cDNA cloning of the type 1 neurofibromatosis gene: complete sequence of the NF1 gene product.,10.1016/0888-7543(91)90017-9,Genomics,1991.0,bench,pubmed
PMID:17848560,Mediator subunit MED28 (Magicin) is a repressor of smooth muscle cell differentiation.,10.1074/jbc.M706592200,The Journal of biological chemistry,2007.0,bench,pubmed
PMID:17868749,Point mutation in the NF2 gene of HEI-193 human schwannoma cells results in the expression of a merlin isoform with attenuated growth suppressive activity.,10.1016/j.mrfmmm.2007.07.015,Mutation research,2008.0,bench,pubmed
PMID:17924978,Natural history of meningioma development in mice reveals: a synergy of Nf2 and p16(Ink4a) mutations.,10.1111/j.1750-3639.2007.00105.x,"Brain pathology (Zurich, Switzerland)",2008.0,bench,pubmed
PMID:17962031,Modeling NF2 with human arachnoidal and meningioma cell culture systems: NF2 silencing reflects the benign character of tumor growth.,10.1016/j.nbd.2007.09.002,Neurobiology of disease,2008.0,bench,pubmed
PMID:17971776,Nf2/Merlin: a coordinator of receptor signalling and intercellular contact.,10.1038/sj.bjc.6604002,British journal of cancer,2008.0,bench,pubmed
PMID:18055911,Deletions of NF1 gene and exons detected by multiplex ligation-dependent probe amplification.,10.1136/jmg.2007.053785,Journal of medical genetics,2007.0,bench,pubmed
PMID:18057212,Electrical stimulation of the midbrain for hearing restoration: insight into the functional organization of the human central auditory system.,10.1523/JNEUROSCI.3123-07.2007,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007.0,bench,pubmed
PMID:1810882,Lisch spots in neurofibromatosis type 1.,,Indian journal of ophthalmology,1991.0,bench,pubmed
PMID:18164492,Auditory brainstem implants.,10.1016/j.nurt.2007.10.068,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,2008.0,bench,pubmed
PMID:18186933,The role of Drosophila Merlin in spermatogenesis.,10.1186/1471-2121-9-1,BMC cell biology,2008.0,bench,pubmed
PMID:18188004,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,10.4161/epi.3.1.5469,Epigenetics,2008.0,bench,pubmed
