pmid,doi,title,journal,year,query_type,source,is_research,screening_reasoning
17210637,10.1128/MCB.00572-06,"Identification and characterization of putative tumor suppressor NGB, a GTP-binding protein that interacts with the neurofibromatosis 2 protein.",Mol Cell Biol,2007,reconstructed,pubmed,True,Genetic reagent characterization
17215387,10.1523/JNEUROSCI.3370-06.2007,Phosphatidylinositol 3-kinase and Akt nonautonomously promote perineurial glial growth in Drosophila peripheral nerves.,J Neurosci,2007,reconstructed,pubmed,True,Genetic model research
17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,Neurogenetics,2007,reconstructed,pubmed,True,Animal model research
17295913,10.1186/1471-2350-8-4,Functional analysis of splicing mutations in exon 7 of NF1 gene.,BMC Med Genet,2007,reconstructed,pubmed,True,Genetic mutation analysis
17548515,10.1083/jcb.200703010,Contact-dependent inhibition of EGFR signaling by Nf2/Merlin.,J Cell Biol,2007,reconstructed,pubmed,True,Molecular signaling research
17558420,10.1038/labinvest.3700591,Imatinib mesylate inhibits cell invasion of malignant peripheral nerve sheath tumor induced by platelet-derived growth factor-BB.,Lab Invest,2007,reconstructed,pubmed,True,Drug screening research
17581973,10.1523/JNEUROSCI.0933-07.2007,Distinct functional domains of neurofibromatosis type 1 regulate immediate versus long-term memory formation.,J Neurosci,2007,reconstructed,pubmed,True,Genetic model research
17649826,,Expression of insulin-like growth-factor-1 receptor (IGF-1R) in peripheral nerve sheath tumors in neurofibromatosis type 1.,Anticancer Res,2007,reconstructed,pubmed,True,Molecular marker research
17786186,10.1593/neo.07304,MMP-13 and p53 in the progression of malignant peripheral nerve sheath tumors.,Neoplasia,2007,reconstructed,pubmed,True,Molecular marker research
1783401,10.1016/0888-7543(91)90017-9,cDNA cloning of the type 1 neurofibromatosis gene: complete sequence of the NF1 gene product.,Genomics,1991,reconstructed,pubmed,True,Genetic reagent development
17868749,10.1016/j.mrfmmm.2007.07.015,Point mutation in the NF2 gene of HEI-193 human schwannoma cells results in the expression of a merlin isoform with attenuated growth suppressive activity.,Mutat Res,2008,reconstructed,pubmed,True,Cell line genetic characterization
17924978,10.1111/j.1750-3639.2007.00105.x,Natural history of meningioma development in mice reveals: a synergy of Nf2 and p16(Ink4a) mutations.,Brain Pathol,2008,reconstructed,pubmed,True,Animal model development
17962031,10.1016/j.nbd.2007.09.002,Modeling NF2 with human arachnoidal and meningioma cell culture systems: NF2 silencing reflects the benign character of tumor growth.,Neurobiol Dis,2008,reconstructed,pubmed,True,Cell line research tool
18032726,10.1101/gr.6859308,Features of 5'-splice-site efficiency derived from disease-causing mutations and comparative genomics.,Genome Res,2008,reconstructed,pubmed,True,Genetic mutation analysis
18055911,10.1136/jmg.2007.053785,Deletions of NF1 gene and exons detected by multiplex ligation-dependent probe amplification.,J Med Genet,2007,reconstructed,pubmed,True,Genetic screening method
18057212,10.1523/JNEUROSCI.3123-07.2007,Electrical stimulation of the midbrain for hearing restoration: insight into the functional organization of the human central auditory system.,J Neurosci,2007,reconstructed,pubmed,True,Animal model for medical device
18186933,10.1186/1471-2121-9-1,The role of Drosophila Merlin in spermatogenesis.,BMC Cell Biol,2008,reconstructed,pubmed,True,Genetic model research
18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,Epigenetics,2008,reconstructed,pubmed,True,Genetic expression analysis
18218617,10.1074/jbc.M708206200,"Neurofibromatosis type 1 (NF1) tumor suppressor, neurofibromin, regulates the neuronal differentiation of PC12 cells via its associating protein, CRMP-2.",J Biol Chem,2008,reconstructed,pubmed,True,Cell line research
18242512,10.1016/j.ccr.2008.01.002,Induction of abnormal proliferation by nonmyelinating schwann cells triggers neurofibroma formation.,Cancer Cell,2008,reconstructed,pubmed,True,Animal model research
18242513,10.1016/j.ccr.2008.01.003,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,Cancer Cell,2008,reconstructed,pubmed,True,Stem cell model research
18272679,10.1523/JNEUROSCI.5236-07.2008,Neurofibromin is required for barrel formation in the mouse somatosensory cortex.,J Neurosci,2008,reconstructed,pubmed,True,Animal model research
18328429,10.1016/j.ccr.2008.01.030,A conditional mouse model for malignant mesothelioma.,Cancer Cell,2008,reconstructed,pubmed,True,Animal model development
18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,J Pharmacol Exp Ther,2008,reconstructed,pubmed,True,Drug screening research
18371380,10.1016/j.stem.2007.07.008,Neurofibromatosis-1 regulates neuronal and glial cell differentiation from neuroglial progenitors in vivo by both cAMP- and Ras-dependent mechanisms.,Cell Stem Cell,2007,reconstructed,pubmed,True,Genetic model research
18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,Mol Cancer Ther,2008,reconstructed,pubmed,True,Drug screening research
18442999,10.1093/hmg/ddn134,Nf1+/- mice have increased neointima formation via hyperactivation of a Gleevec sensitive molecular pathway.,Hum Mol Genet,2008,reconstructed,pubmed,True,Animal model research
18445079,10.1111/j.1750-3639.2008.00165.x,Altered adhesive structures and their relation to RhoGTPase activation in merlin-deficient Schwannoma.,Brain Pathol,2009,reconstructed,pubmed,True,Cellular mechanism research
18451155,10.1158/0008-5472.CAN-07-6867,Pten haploinsufficiency accelerates formation of high-grade astrocytomas.,Cancer Res,2008,reconstructed,pubmed,True,Animal model research
18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,Mol Cancer Ther,2008,reconstructed,pubmed,True,Drug screening research
18503770,10.1016/j.febslet.2008.05.018,The pathological splicing mutation c.6792C>G in NF1 exon 37 causes a change of tenancy between antagonistic splicing factors.,FEBS Lett,2008,reconstructed,pubmed,True,Genetic mutation analysis
18614544,10.1093/hmg/ddn194,Neurofibromin regulates somatic growth through the hypothalamic-pituitary axis.,Hum Mol Genet,2008,reconstructed,pubmed,True,Animal model research
18632543,10.1001/jama.300.3.287,Effect of simvastatin on cognitive functioning in children with neurofibromatosis type 1: a randomized controlled trial.,JAMA,2008,reconstructed,pubmed,True,Clinical assessment tool
18632626,10.1158/0008-5472.CAN-08-0190,Merlin is a potent inhibitor of glioma growth.,Cancer Res,2008,reconstructed,pubmed,True,Molecular mechanism research
18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,Otol Neurotol,2008,reconstructed,pubmed,True,Patient-derived xenograft model
18670322,10.1097/MLG.0b013e318177e20b,Vestibular schwannoma quantitative polymerase chain reaction expression of estrogen and progesterone receptors.,Laryngoscope,2008,reconstructed,pubmed,True,Molecular marker research
18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,BMC Med,2008,reconstructed,pubmed,True,Animal model research
18768391,10.1182/blood-2008-04-155085,Pak1 regulates multiple c-Kit mediated Ras-MAPK gain-in-function phenotypes in Nf1+/- mast cells.,Blood,2008,reconstructed,pubmed,True,Genetic model research
18769552,10.1155/2008/849156,Frequent EGFR Positivity and Overexpression in High-Grade Areas of Human MPNSTs.,Sarcoma,2008,reconstructed,pubmed,True,Molecular marker research
18800150,10.1038/jid.2008.274,Mechanisms of loss of heterozygosity in neurofibromatosis type 1-associated plexiform neurofibromas.,J Invest Dermatol,2009,reconstructed,pubmed,True,Genetic mechanism research
18923024,10.1523/JNEUROSCI.2537-08.2008,Tumor suppressor schwannomin/merlin is critical for the organization of Schwann cell contacts in peripheral nerves.,J Neurosci,2008,reconstructed,pubmed,True,Cellular mechanism research
18927496,10.4161/cbt.7.12.6942,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,Cancer Biol Ther,2008,reconstructed,pubmed,True,Drug screening research
18931645,10.1097/MAO.0b013e31818b6cea,Bioluminescent imaging of intracranial vestibular schwannoma xenografts in NOD/SCID mice.,Otol Neurotol,2009,reconstructed,pubmed,True,Patient-derived xenograft model
18953429,10.1593/neo.08642,"The neurofibromatosis 2 tumor suppressor gene product, merlin, regulates human meningioma cell growth by signaling through YAP.",Neoplasia,2008,reconstructed,pubmed,True,Molecular mechanism research
18953430,10.1593/neo.08652,Tissue-specific ablation of Prkar1a causes schwannomas by suppressing neurofibromatosis protein production.,Neoplasia,2008,reconstructed,pubmed,True,Animal model research
18974932,10.1007/s11060-008-9721-3,A role for the p53 pathway in the pathology of meningiomas with NF2 loss.,J Neurooncol,2009,reconstructed,pubmed,True,Molecular mechanism research
18984156,10.1016/j.cell.2008.08.041,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,Cell,2008,reconstructed,pubmed,True,Animal model research
18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,Cell,2008,reconstructed,pubmed,True,Molecular mechanism research
18988803,10.2353/ajpath.2008.080376,Ras signaling influences permissiveness of malignant peripheral nerve sheath tumor cells to oncolytic herpes.,Am J Pathol,2008,reconstructed,pubmed,True,Drug screening research
19016857,10.1111/j.1742-4658.2008.06734.x,Polypyrimidine tract binding protein regulates alternative splicing of an aberrant pseudoexon in NF1.,FEBS J,2008,reconstructed,pubmed,True,Genetic splicing research tool
1903357,10.1016/0888-7543(91)90410-g,"cDNA sequence and genomic structure of EV12B, a gene lying within an intron of the neurofibromatosis type 1 gene.",Genomics,1991,reconstructed,pubmed,True,Genetic sequence characterization
19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,Cell Stem Cell,2008,reconstructed,pubmed,True,Animal model of NF1 mutation
19191334,10.1002/glia.20845,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,Glia,2009,reconstructed,pubmed,True,Microarray analysis tool
19282654,10.1620/tjem.217.193,"Tranilast, an anti-allergic drug, down-regulates the growth of cultured neurofibroma cells derived from neurofibromatosis type 1.",Tohoku J Exp Med,2009,reconstructed,pubmed,True,Cell culture research method
19333415,10.3390/ijms10020407,Drosophila melanogaster as a model organism of brain diseases.,Int J Mol Sci,2009,reconstructed,pubmed,True,Drosophila disease model
19427284,10.1016/j.stem.2009.04.010,The neurofibroma cell of origin: SKPs expand the playing field.,Cell Stem Cell,2009,reconstructed,pubmed,True,Cell of origin research tool
19427294,10.1016/j.stem.2009.03.017,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,Cell Stem Cell,2009,reconstructed,pubmed,True,Cell origin and microenvironment model
19430883,10.1007/s11060-009-9867-7,Suggested response criteria for phase II antitumor drug studies for neurofibromatosis type 2 related vestibular schwannoma.,J Neurooncol,2009,reconstructed,pubmed,True,Clinical assessment criteria
19434310,,Preliminary study regarding the utility of certain immunohistochemical markers in diagnosing neurofibromas and schwannomas.,Rom J Morphol Embryol,2009,reconstructed,pubmed,True,Immunohistochemical diagnostic tool
19621444,10.1002/ajmg.c.30217,Health-related quality of life measures in genetic disorders: an outcome variable for consideration in clinical trials.,Am J Med Genet C Semin Med Genet,2009,reconstructed,pubmed,True,Quality of life assessment tool
19710506,10.1182/blood-2009-02-205146,Nf1 deficiency cooperates with oncogenic K-RAS to induce acute myeloid leukemia in mice.,Blood,2009,reconstructed,pubmed,True,Animal model of leukemia
19877719,10.1021/pr900834h,Comparative protein profiling reveals minichromosome maintenance (MCM) proteins as novel potential tumor markers for meningiomas.,J Proteome Res,2010,reconstructed,pubmed,True,Protein profiling method
19966217,10.1073/pnas.0901932106,Cardiac and vascular functions of the zebrafish orthologues of the type I neurofibromatosis gene NFI.,Proc Natl Acad Sci U S A,2009,reconstructed,pubmed,True,Zebrafish disease model
20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,EMBO Mol Med,2009,reconstructed,pubmed,True,Genomic analysis tool
20176786,10.1177/0192623309357075,Bioluminescent approaches for measuring tumor growth in a mouse model of neurofibromatosis.,Toxicol Pathol,2010,reconstructed,pubmed,True,Bioluminescent imaging tool
20187887,10.1111/j.1469-8749.2010.03624.x,"Application of the International Classification of Functioning, Disability and Health in children with neurofibromatosis type 1: a review.",Dev Med Child Neurol,2010,reconstructed,pubmed,True,Clinical assessment tool
20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,Otol Neurotol,2010,reconstructed,pubmed,True,Cell culture research method
20233966,10.1182/blood-2009-07-232504,Use of chromosome engineering to model a segmental deletion of chromosome band 7q22 found in myeloid malignancies.,Blood,2010,reconstructed,pubmed,True,Chromosome engineering model
20428190,10.1038/jid.2010.100,NF-1Score: a prediction score for internal neurofibromas in neurofibromatosis-1.,J Invest Dermatol,2010,reconstructed,pubmed,True,Clinical prediction score
