resourceId,resourceName,resourceType,synonyms,rrid,description,aiSummary,usageRequirements,howToAcquire,animalModelId,antibodyId,cellLineId,geneticReagentId,patientDerivedModelId,advancedCellularModelId,computationalToolId,clinicalAssessmentToolId,biobankId,_pmid,_doi,_publicationTitle,_year,_confidence,_toolType
RES46d7227b,T265,Cell Line,,,,,,,,,RES46d7227b,,,,,,,PMID:36322658 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:30055648 | PMID:41001593 | PMID:38203448 | PMID:32948135 | PMID:23535903,10.1126/sciadv.abo5442 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1186/s13104-018-3630-0 | 10.1080/23723556.2025.2561292 | 10.3390/ijms25010277 | 10.1186/s12885-020-07397-w | 10.1158/2159-8290.CD-13-0081,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts. | Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,0.9,cell_line
RES7d7c375d,T265-2c,Cell Line,,,,,,,,,RES7d7c375d,,,,,,,PMID:24824755,10.1371/journal.pone.0096733,BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells.,,0.9,cell_line
REScea4eddb,T265p21,Cell Line,,,,,,,,,REScea4eddb,,,,,,,PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,0.9,cell_line
RESd8d494a3,T98G,Cell Line,,,,,,,,,RESd8d494a3,,,,,,,PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,0.8,cell_line
RES642f055b,tail-tip fibroblasts (TTFs),Cell Line,,,,,,,,,RES642f055b,,,,,,,PMID:28392281,10.1016/j.expneurol.2017.04.001,Human stem cell modeling in neurofibromatosis type 1 (NF1).,,0.9,cell_line
RES6b2e8a99,TC620 human oligodendroglioma,Cell Line,,,,,,,,,RES6b2e8a99,,,,,,,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,0.9,cell_line
RES7b299c69,TM-31,Cell Line,,,,,,,,,RES7b299c69,,,,,,,PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,0.95,cell_line
RESfe968e38,Tni-FNL,Cell Line,,,,,,,,,RESfe968e38,,,,,,,PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,0.9,cell_line
RES64383697,TOP-10F',Cell Line,,,,,,,,,RES64383697,,,,,,,PMID:12057013,10.1186/1471-2164-3-13,Complex splicing pattern generates great diversity in human NF1 transcripts.,,0.85,cell_line
RES874fed52,U251,Cell Line,,,,,,,,,RES874fed52,,,,,,,PMID:32419643 | PMID:33934112 | PMID:25043298,10.1177/1533033820919759 | 10.1038/s41419-021-03716-6 | 10.1038/onc.2014.185,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma. | HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | Oncogenic role of Merlin/NF2 in glioblastoma.,,0.9,cell_line
RES0242f8da,U2OS,Cell Line,,,,,,,,,RES0242f8da,,,,,,,PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,0.85,cell_line
RES02cd4945,U87-MG,Cell Line,,,,,,,,,RES02cd4945,,,,,,,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,0.95,cell_line
RES2a6648a2,WM3918,Cell Line,,,,,,,,,RES2a6648a2,,,,,,,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.85,cell_line
RES71ae386c,WT-1 hiPSC line,Cell Line,,,,,,,,,RES71ae386c,,,,,,,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,0.85,cell_line
RES637f1fbc,WT-2 hiPSC line,Cell Line,,,,,,,,,RES637f1fbc,,,,,,,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,0.85,cell_line
RESc41540f6,YST1,Cell Line,,,,,,,,,RESc41540f6,,,,,,,PMID:20049725 | PMID:18483311,10.1002/emmm.200900027 | 10.1158/1535-7163.MCT-07-2335,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,0.9,cell_line
RES27693bb3,φNX packaging,Cell Line,,,,,,,,,RES27693bb3,,,,,,,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.85,cell_line
RES3d1c5b79,BoN (Burden of NF1) questionnaire,Clinical Assessment Tool,,,,,,,,,,,,,,RES3d1c5b79,,PMID:31053133,10.1186/s13023-019-1067-8,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,,0.95,clinical_assessment_tool
RES9cacf8bc,Cardiff acuity cards,Clinical Assessment Tool,,,,,,,,,,,,,,RES9cacf8bc,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.85,clinical_assessment_tool
RESa1301f77,Cirrus HD-OCT,Clinical Assessment Tool,,,,,,,,,,,,,,RESa1301f77,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.9,clinical_assessment_tool
RES957dce31,cNF-Skindex,Clinical Assessment Tool,,,,,,,,,,,,,,RES957dce31,,PMID:38811427,10.1186/s41687-024-00732-w,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,,0.95,clinical_assessment_tool
RESa9713e90,Dermatology Life Quality Index (DLQI),Clinical Assessment Tool,,,,,,,,,,,,,,RESa9713e90,,PMID:31053133,10.1186/s13023-019-1067-8,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,,0.9,clinical_assessment_tool
RESce67dd2f,Humphrey Field Analyzer perimetry,Clinical Assessment Tool,,,,,,,,,,,,,,RESce67dd2f,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.9,clinical_assessment_tool
RESeffc3820,Impact of NF1 on Quality Of Life (INF1-QOL) questionnaire,Clinical Assessment Tool,,,,,,,,,,,,,,RESeffc3820,,PMID:28193237,10.1186/s12955-017-0607-y,Evaluation of quality of life in adults with neurofibromatosis 1 (NF1) using the Impact of NF1 on Quality Of Life (INF1-QOL) questionnaire.,,0.95,clinical_assessment_tool
RES52bd88fc,KM (Konstantin Moutakis) cards,Clinical Assessment Tool,,,,,,,,,,,,,,RES52bd88fc,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.85,clinical_assessment_tool
RESdb522b86,Lea cards,Clinical Assessment Tool,,,,,,,,,,,,,,RESdb522b86,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.85,clinical_assessment_tool
RES19135a16,Likert scale questionnaire,Clinical Assessment Tool,,,,,,,,,,,,,,RES19135a16,,PMID:40737523,10.2196/71728,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,,0.85,clinical_assessment_tool
RES6496c902,PlexiQoL,Clinical Assessment Tool,,,,,,,,,,,,,,RES6496c902,,PMID:33085177 | PMID:38499890,10.1002/mgg3.1530 | 10.1186/s41687-024-00714-y,"The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas. | The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",,0.95,clinical_assessment_tool
RES0f6ab480,SF12,Clinical Assessment Tool,,,,,,,,,,,,,,RES0f6ab480,,PMID:31053133,10.1186/s13023-019-1067-8,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,,0.9,clinical_assessment_tool
REScf856181,Teller acuity cards,Clinical Assessment Tool,,,,,,,,,,,,,,REScf856181,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.85,clinical_assessment_tool
RESc9cd8d77,World Health Organization Categories of Childhood VI scale,Clinical Assessment Tool,,,,,,,,,,,,,,RESc9cd8d77,,PMID:38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,,0.9,clinical_assessment_tool
RESda500560,DINs (Deep Interactive Networks),Computational Tool,,,,,,,,,,,,,RESda500560,,,PMID:34106871,10.1109/JBHI.2021.3087735,DINs: Deep Interactive Networks for Neurofibroma Segmentation in Neurofibromatosis Type 1 on Whole-Body MRI.,,0.95,computational_tool
RES5b11eb44,RENOVO-NF1,Computational Tool,,,,,,,,,,,,,RES5b11eb44,,,PMID:40887659,10.1186/s40246-025-00803-z,RENOVO-NF1 accurately predicts NF1 missense variant pathogenicity.,,0.95,computational_tool
RESdfd13d05,1276P NF1 GRD,Genetic Reagent,,,,,,,,,,RESdfd13d05,,,,,,PMID:16835260,10.1093/hmg/ddl165,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,,0.9,genetic_reagent
RES0829546a,Cas9 and sgRNAs targeting Nf1+Cdkn2a,Genetic Reagent,,,,,,,,,,RES0829546a,,,,,,PMID:37410426,10.1158/1078-0432.CCR-23-0749,"CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression.",,0.9,genetic_reagent
RESdcd0e8c4,dNf1,Genetic Reagent,,,,,,,,,,RESdcd0e8c4,,,,,,PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,0.9,genetic_reagent
RESd9daee7e,HA-Merlin,Genetic Reagent,,,,,,,,,,RESd9daee7e,,,,,,PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,0.9,genetic_reagent
RES3c86e21c,human neurofibromin,Genetic Reagent,,,,,,,,,,RES3c86e21c,,,,,,PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,0.95,genetic_reagent
RES11f352ff,Merlin,Genetic Reagent,,,,,,,,,,RES11f352ff,,,,,,PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,0.9,genetic_reagent
RES23b2c1c0,Merlin isoform 1,Genetic Reagent,,,,,,,,,,RES23b2c1c0,,,,,,PMID:24882693,10.1016/j.jmb.2014.05.011,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,,0.85,genetic_reagent
RESf0456171,Merlin siRNA,Genetic Reagent,,,,,,,,,,RESf0456171,,,,,,PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,0.85,genetic_reagent
RES2f3f2a53,Merlin(S518D) and Merlin(S518E) mutants,Genetic Reagent,,,,,,,,,,RES2f3f2a53,,,,,,PMID:24882693,10.1016/j.jmb.2014.05.011,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,,0.8,genetic_reagent
RESf228eeaf,neurofibromin 2,Genetic Reagent,,,,,,,,,,RESf228eeaf,,,,,,PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,0.95,genetic_reagent
RES5b74c968,Nf1,Genetic Reagent,,,,,,,,,,RES5b74c968,,,,,,PMID:32461556 | PMID:38481529 | PMID:39890807 | PMID:34646065 | PMID:37446790 | PMID:34011935 | PMID:29670214 | PMID:37140985 | PMID:36241865,10.1038/s41467-020-16432-0 | 10.3389/fcell.2024.1359561 | 10.1038/s41598-024-84493-y | 10.1155/2021/9386823 | 10.3390/molecules28135128 | 10.1038/s41419-021-03802-9 | 10.1038/s41598-018-24310-5 | 10.1172/JCI168227 | 10.1038/s12276-022-00850-9,Assessing the origin of high-grade serous ovarian cancer using CRISPR-modification of mouse organoids. | Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1. | Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism. | Survival and | Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway. | Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine. | Restoring functional neurofibromin by protein transduction. | Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor. | Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,,0.95,genetic_reagent
RESb42186d8,NF1 capture probes,Genetic Reagent,,,,,,,,,,RESb42186d8,,,,,,PMID:27999334,10.3390/genes7120133,Hybridization Capture-Based Next-Generation Sequencing to Evaluate Coding Sequence and Deep Intronic Mutations in the NF1 Gene.,,0.9,genetic_reagent
RES635b74af,NF1 DLR,Genetic Reagent,,,,,,,,,,RES635b74af,,,,,,PMID:37520682,10.1016/j.omtn.2023.06.018,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,,0.95,genetic_reagent
RESc54d4fe5,Nf1 flox,Genetic Reagent,,,,,,,,,,RESc54d4fe5,,,,,,PMID:22901811,10.1016/j.cell.2012.06.034,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,,0.95,genetic_reagent
RES97ca2fea,NF1 gRNA,Genetic Reagent,,,,,,,,,,RES97ca2fea,,,,,,PMID:38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,,0.85,genetic_reagent
RES4701a839,NF1 isoform 2,Genetic Reagent,,,,,,,,,,RES4701a839,,,,,,PMID:31836666 | PMID:36689660,10.1074/jbc.RA119.010934 | 10.1073/pnas.2208960120,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer. | Destabilizing NF1 variants act in a dominant negative manner through neurofibromin dimerization.,,0.9,genetic_reagent
RES42a9482e,Nf1 KO,Genetic Reagent,,,,,,,,,,RES42a9482e,,,,,,PMID:22901811,10.1016/j.cell.2012.06.034,ERK inhibition rescues defects in fate specification of Nf1-deficient neural progenitors and brain abnormalities.,,0.9,genetic_reagent
RESe1af3877,NF1-GRD,Genetic Reagent,,,,,,,,,,RESe1af3877,,,,,,PMID:24509877 | PMID:35393510 | PMID:16835260 | PMID:38000020,10.1038/onc.2013.506 | 10.1038/s41418-022-00991-4 | 10.1093/hmg/ddl165 | 10.1126/sciadv.adg8876,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1. | Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD | Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling. | CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,genetic_reagent
RES17bd5adf,NF1-targeting TALEN,Genetic Reagent,,,,,,,,,,RES17bd5adf,,,,,,PMID:37520682,10.1016/j.omtn.2023.06.018,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,,0.85,genetic_reagent
RESc7f2e43a,NF2,Genetic Reagent,,,,,,,,,,RESc7f2e43a,,,,,,PMID:33273014 | PMID:29715273 | PMID:30274821 | PMID:26219339 | PMID:24595234,10.1074/jbc.RA120.014960 | 10.1371/journal.pone.0196726 | 10.1016/j.ebiom.2018.09.042 | 10.18632/oncotarget.4858 | 10.1371/journal.pone.0090853,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition. | Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation. | Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors. | A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas. | In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,,0.9,genetic_reagent
RES0c4385ea,NF2 shRNA,Genetic Reagent,,,,,,,,,,RES0c4385ea,,,,,,PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,0.9,genetic_reagent
RES23ac5668,NF2 TET,Genetic Reagent,,,,,,,,,,RES23ac5668,,,,,,PMID:18974932,10.1007/s11060-008-9721-3,A role for the p53 pathway in the pathology of meningiomas with NF2 loss.,,0.85,genetic_reagent
RES39306a69,nf2a/b-4sgRNA,Genetic Reagent,,,,,,,,,,RES39306a69,,,,,,PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,0.85,genetic_reagent
RES7ba0612d,S518A HA-Merlin,Genetic Reagent,,,,,,,,,,RES7ba0612d,,,,,,PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,0.9,genetic_reagent
RESe7247e8c,shNF1,Genetic Reagent,,,,,,,,,,RESe7247e8c,,,,,,PMID:35589737,10.1038/s41467-022-30466-6,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,,0.95,genetic_reagent
RESc85d1396,SPRED1,Genetic Reagent,,,,,,,,,,RESc85d1396,,,,,,PMID:40225167,10.1155/2023/9628049,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,,0.85,genetic_reagent
RES66e53bd9,Spred1(EVH1),Genetic Reagent,,,,,,,,,,RES66e53bd9,,,,,,PMID:28831766,10.1007/s12104-017-9768-1,NMR resonance assignments of the EVH1 domain of neurofibromin's recruitment factor Spred1.,,0.85,genetic_reagent
RES467d7d57,Cutaneous neurofibroma samples,Patient-Derived Model,,,,,,,,,,,RES467d7d57,,,,,PMID:38744290,10.1016/j.crmeth.2024.100772,A platform for rapid patient-derived cutaneous neurofibroma organoid establishment and screening.,,0.9,patient_derived_model
RES09dbe9c5,human neurofibroma xenografts,Patient-Derived Model,,,,,,,,,,,RES09dbe9c5,,,,,PMID:15240917,10.1155/S1110724304308107,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,,0.9,patient_derived_model
RES16a23407,JH-2-002,Patient-Derived Model,,,,,,,,,,,RES16a23407,,,,,PMID:41022755 | PMID:38000020 | PMID:33032988,10.1038/s41467-025-63619-4 | 10.1126/sciadv.adg8876 | 10.1158/0008-5472.CAN-20-1365,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,patient_derived_model
RESdf3c4127,JH-2-031,Patient-Derived Model,,,,,,,,,,,RESdf3c4127,,,,,PMID:41022755 | PMID:38000020 | PMID:33032988,10.1038/s41467-025-63619-4 | 10.1126/sciadv.adg8876 | 10.1158/0008-5472.CAN-20-1365,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,patient_derived_model
RES0443ac87,JH-2-079c,Patient-Derived Model,,,,,,,,,,,RES0443ac87,,,,,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,patient_derived_model
RES0009d5c2,MN-2,Patient-Derived Model,,,,,,,,,,,RES0009d5c2,,,,,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,patient_derived_model
RES3bee3866,MN-3-002,Patient-Derived Model,,,,,,,,,,,RES3bee3866,,,,,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,patient_derived_model
RESdd3ae49a,MPNST-NF1-09,Patient-Derived Model,,,,,,,,,,,RESdd3ae49a,,,,,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,patient_derived_model
RESf0162f34,MPNST-SP-01,Patient-Derived Model,,,,,,,,,,,RESf0162f34,,,,,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,patient_derived_model
RES95850d8b,NF90.8,Patient-Derived Model,,,,,,,,,,,RES95850d8b,,,,,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,2020,0.9,patient_derived_model
RES1c4e8ce2,Patient-derived xenograft (PDX) MPNST model,Patient-Derived Model,,,,,,,,,,,RES1c4e8ce2,,,,,PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,0.9,patient_derived_model
RES8f664fbf,RHT-92,Patient-Derived Model,,,,,,,,,,,RES8f664fbf,,,,,PMID:33658640,10.1038/s41416-021-01270-8,Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours.,,0.9,patient_derived_model
RES458f9b63,vestibular schwannoma xenografts,Patient-Derived Model,,,,,,,,,,,RES458f9b63,,,,,PMID:18636037,10.1097/MAO.0b013e31817f7398,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,,0.9,patient_derived_model
RES537ef440,WU-225,Patient-Derived Model,,,,,,,,,,,RES537ef440,,,,,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,patient_derived_model
RES9e22d7dd,WU-386,Patient-Derived Model,,,,,,,,,,,RES9e22d7dd,,,,,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,patient_derived_model
RES9e54235e,WU-545,Patient-Derived Model,,,,,,,,,,,RES9e54235e,,,,,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,0.9,patient_derived_model
