pmid,title,verdict,reasoning
PMID:17558420,Imatinib mesylate inhibits cell invasion of malignant peripheral nerve sheath tumor induced by platelet-derived growth factor-BB.,INCLUDE,Drug screening method
PMID:17581973,Distinct functional domains of neurofibromatosis type 1 regulate immediate versus long-term memory formation.,INCLUDE,Memory formation genetic research
PMID:17636453,Neurofibromatosis type 1 in genetic counseling practice: recommendations of the National Society of Genetic Counselors.,EXCLUDE,Genetic counseling recommendations
PMID:17649826,Expression of insulin-like growth-factor-1 receptor (IGF-1R) in peripheral nerve sheath tumors in neurofibromatosis type 1.,INCLUDE,Receptor expression analysis
PMID:17661042,[Cytologic diagnosis of soft tissue tumors].,EXCLUDE,Cytologic diagnostic description
PMID:17666887,The use of anterolateral bowing of the lower leg in the diagnostic criteria for neurofibromatosis type 1.,EXCLUDE,Diagnostic criteria description
PMID:17684762,Hereditary neuroendocrine tumors of the gastroenteropancreatic system.,EXCLUDE,Tumor type review
PMID:1770531,Watson syndrome: is it a subtype of type 1 neurofibromatosis?,EXCLUDE,Syndrome classification
PMID:17786186,MMP-13 and p53 in the progression of malignant peripheral nerve sheath tumors.,INCLUDE,Tumor progression molecular analysis
PMID:1783401,cDNA cloning of the type 1 neurofibromatosis gene: complete sequence of the NF1 gene product.,INCLUDE,Genetic sequencing method
PMID:17848560,Mediator subunit MED28 (Magicin) is a repressor of smooth muscle cell differentiation.,EXCLUDE,Cellular differentiation mechanism
PMID:17868749,Point mutation in the NF2 gene of HEI-193 human schwannoma cells results in the expression of a merlin isoform with attenuated growth suppressive activity.,INCLUDE,Genetic mutation characterization
PMID:17924978,Natural history of meningioma development in mice reveals: a synergy of Nf2 and p16(Ink4a) mutations.,INCLUDE,Animal model development
PMID:17962031,Modeling NF2 with human arachnoidal and meningioma cell culture systems: NF2 silencing reflects the benign character of tumor growth.,INCLUDE,Cell culture model system
PMID:17971776,Nf2/Merlin: a coordinator of receptor signalling and intercellular contact.,EXCLUDE,Signaling mechanism review
PMID:18055911,Deletions of NF1 gene and exons detected by multiplex ligation-dependent probe amplification.,INCLUDE,Genetic deletion detection method
PMID:18057212,Electrical stimulation of the midbrain for hearing restoration: insight into the functional organization of the human central auditory system.,EXCLUDE,Surgical technique description
PMID:1810882,Lisch spots in neurofibromatosis type 1.,EXCLUDE,Clinical observation
PMID:18164492,Auditory brainstem implants.,EXCLUDE,Surgical technique description
PMID:18186933,The role of Drosophila Merlin in spermatogenesis.,EXCLUDE,Genetic mechanism description
PMID:18188004,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,INCLUDE,Gene expression analysis method
PMID:18218617,"Neurofibromatosis type 1 (NF1) tumor suppressor, neurofibromin, regulates the neuronal differentiation of PC12 cells via its associating protein, CRMP-2.",INCLUDE,Cellular differentiation research
PMID:18242512,Induction of abnormal proliferation by nonmyelinating schwann cells triggers neurofibroma formation.,INCLUDE,Cellular proliferation model
PMID:18242513,The loss of Nf1 transiently promotes self-renewal but not tumorigenesis by neural crest stem cells.,INCLUDE,Stem cell research method
PMID:18272679,Neurofibromin is required for barrel formation in the mouse somatosensory cortex.,INCLUDE,Animal model research
PMID:18289904,Generalized metabolic bone disease in Neurofibromatosis type I.,EXCLUDE,Clinical observation
PMID:18323865,Advances in the molecular biology of malignant mesothelioma.,EXCLUDE,Review article
PMID:18328429,A conditional mouse model for malignant mesothelioma.,INCLUDE,Animal model development
PMID:18350738,Sonographic features of soft tissue tumors in the hand and forearm.,EXCLUDE,Imaging technique description
PMID:18367665,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,INCLUDE,Drug screening method
PMID:18371380,Neurofibromatosis-1 regulates neuronal and glial cell differentiation from neuroglial progenitors in vivo by both cAMP- and Ras-dependent mechanisms.,INCLUDE,Cellular differentiation research
PMID:18400577,"Syndromes, disorders and maternal risk factors associated with neural tube defects (II).",EXCLUDE,Clinical risk factor review
PMID:18413802,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,INCLUDE,Drug screening method
PMID:18442999,Nf1+/- mice have increased neointima formation via hyperactivation of a Gleevec sensitive molecular pathway.,INCLUDE,Animal model research
PMID:18445079,Altered adhesive structures and their relation to RhoGTPase activation in merlin-deficient Schwannoma.,INCLUDE,Cellular signaling research
PMID:18446851,"Parkes Weber syndrome, vein of Galen aneurysmal malformation, and other fast-flow vascular anomalies are caused by RASA1 mutations.",EXCLUDE,Genetic mutation description
PMID:18451155,Pten haploinsufficiency accelerates formation of high-grade astrocytomas.,INCLUDE,Animal model research
PMID:18483311,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,INCLUDE,Drug screening method
PMID:18490122,Plasticity and injury in the developing brain.,EXCLUDE,Neuroplasticity review
PMID:18503770,The pathological splicing mutation c.6792C>G in NF1 exon 37 causes a change of tenancy between antagonistic splicing factors.,INCLUDE,Genetic splicing analysis
PMID:18563507,Osteosarcoma development and stem cell differentiation.,EXCLUDE,Developmental biology review
PMID:18592002,"RAS signaling in colorectal carcinomas through alteration of RAS, RAF, NF1, and/or RASSF1A.",EXCLUDE,Genetic mutation description
PMID:18596174,Neurotrophin-dependent dendritic filopodial motility: a convergence on PI3K signaling.,EXCLUDE,Molecular signaling mechanism
PMID:18614544,Neurofibromin regulates somatic growth through the hypothalamic-pituitary axis.,INCLUDE,Physiological regulation research
PMID:18632543,Effect of simvastatin on cognitive functioning in children with neurofibromatosis type 1: a randomized controlled trial.,INCLUDE,Clinical assessment tool
PMID:18632626,Merlin is a potent inhibitor of glioma growth.,INCLUDE,Tumor growth inhibition research
PMID:18636037,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,INCLUDE,Xenograft model development
PMID:18669204,[Skin and its main neurocristopathies].,EXCLUDE,Clinical description
PMID:18670322,Vestibular schwannoma quantitative polymerase chain reaction expression of estrogen and progesterone receptors.,INCLUDE,Molecular expression analysis
PMID:18671247,Genetic aberrations of gastrointestinal stromal tumors.,EXCLUDE,Genetic mutation description
PMID:18671844,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,INCLUDE,Animal model research
PMID:18725676,V osteotomy and Ilizarov technique for residual idiopathic or neurogenic clubfeet.,EXCLUDE,Surgical technique description
PMID:1875943,trans activation of nerve growth factor in transgenic mice containing the human T-cell lymphotropic virus type I tax gene.,EXCLUDE,Transgenic mechanism description
PMID:18768391,Pak1 regulates multiple c-Kit mediated Ras-MAPK gain-in-function phenotypes in Nf1+/- mast cells.,INCLUDE,Cellular signaling research
PMID:18769552,Frequent EGFR Positivity and Overexpression in High-Grade Areas of Human MPNSTs.,INCLUDE,Molecular expression analysis
PMID:18781192,Compound heterozygosity for two MSH2 mutations suggests mild consequences of the initiation codon variant c.1A>G of MSH2.,EXCLUDE,Genetic mutation description
PMID:18796406,Class III beta-tubulin is a component of the mitotic spindle in multiple cell types.,EXCLUDE,Cellular mechanism description
PMID:18800150,Mechanisms of loss of heterozygosity in neurofibromatosis type 1-associated plexiform neurofibromas.,INCLUDE,Genetic mutation analysis
PMID:18803326,How does the Schwann cell lineage form tumors in NF1?,EXCLUDE,Cellular mechanism review
PMID:1883874,"sar1, a gene from Schizosaccharomyces pombe encoding a protein that regulates ras1.",EXCLUDE,Genetic mechanism description
PMID:18923024,Tumor suppressor schwannomin/merlin is critical for the organization of Schwann cell contacts in peripheral nerves.,INCLUDE,Cellular interaction research
PMID:18927496,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,INCLUDE,Drug screening method
PMID:18931645,Bioluminescent imaging of intracranial vestibular schwannoma xenografts in NOD/SCID mice.,INCLUDE,Xenograft imaging model
PMID:18952585,Using neurofibromatosis-1 to better understand and treat pediatric low-grade glioma.,EXCLUDE,Clinical review
PMID:18953429,"The neurofibromatosis 2 tumor suppressor gene product, merlin, regulates human meningioma cell growth by signaling through YAP.",INCLUDE,Cellular signaling research
PMID:18953430,Tissue-specific ablation of Prkar1a causes schwannomas by suppressing neurofibromatosis protein production.,INCLUDE,Animal model research
PMID:18958364,Neurofibromatosis: the role of guanosine triphosphatase activating proteins in sensory neuron function.,EXCLUDE,Molecular mechanism review
PMID:18974932,A role for the p53 pathway in the pathology of meningiomas with NF2 loss.,INCLUDE,Molecular pathway research
PMID:18976311,Neurofibromatosis 2 leads to higher incidence of strabismological and neuro-ophthalmological disorders.,EXCLUDE,Clinical observation
PMID:18984150,It takes a (dysfunctional) village to raise a tumor.,EXCLUDE,Theoretical review
PMID:18984156,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,INCLUDE,Animal model research
PMID:18984165,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,INCLUDE,Molecular signaling research
PMID:18988803,Ras signaling influences permissiveness of malignant peripheral nerve sheath tumor cells to oncolytic herpes.,INCLUDE,Drug screening method
PMID:1899288,The gene encoding the oligodendrocyte-myelin glycoprotein is embedded within the neurofibromatosis type 1 gene.,EXCLUDE,Genetic sequence description
PMID:19016857,Polypyrimidine tract binding protein regulates alternative splicing of an aberrant pseudoexon in NF1.,INCLUDE,Genetic splicing analysis
PMID:1903357,"cDNA sequence and genomic structure of EV12B, a gene lying within an intron of the neurofibromatosis type 1 gene.",EXCLUDE,Genetic sequence description
PMID:1903395,Characterization of a GTPase-activating protein for the Ras-related Ral protein.,EXCLUDE,Molecular mechanism description
PMID:19041782,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,INCLUDE,Cellular progenitor research
PMID:19043547,A PI3-kinase-mediated negative feedback regulates neuronal excitability.,EXCLUDE,Molecular signaling mechanism
PMID:1905930,"Purification and N-terminal sequence of the p21rho GTPase-activating protein, rho GAP.",EXCLUDE,Protein purification description
PMID:19076779,Only in congenial soil: the microenvironment in brain tumorigenesis.,EXCLUDE,Theoretical review
PMID:19103750,"The neurofibromatosis 2 protein, merlin, regulates glial cell growth in an ErbB2- and Src-dependent manner.",INCLUDE,Protein interaction research tool
PMID:19144871,Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,INCLUDE,Protein binding partner identification
PMID:1915269,The GTPase stimulatory activities of the neurofibromatosis type 1 and the yeast IRA2 proteins are inhibited by arachidonic acid.,INCLUDE,Enzymatic activity research method
PMID:19164945,Pediatric low-grade gliomas and the need for new options for therapy: Why and how?,EXCLUDE,Review article on therapy
PMID:1918456,Skin and bones. I.,EXCLUDE,Unspecified clinical description
PMID:1918486,Skin and bones. II.,EXCLUDE,Unspecified clinical description
PMID:19191334,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,INCLUDE,Microarray analysis tool
PMID:1922042,Overexpression of transforming growth factor-beta in transgenic mice carrying the human T-cell lymphotropic virus type I tax gene.,EXCLUDE,Transgenic animal model description
