pmid,title,is_research,screening_reasoning
38366576,Perceived transition readiness among adolescents and young adults with neurofibromatosis type 1 and plexiform neurofibromas: a cross-sectional descriptive study.,True,Patient readiness assessment tool
38372904,Imaging as an early biomarker to predict sensitivity to everolimus for progressive NF2-related vestibular schwannoma.,True,Imaging biomarker development
38387803,Development of a vestibular schwannoma tumor slice model for pharmacological testing.,True,Tumor slice model development
38402381,Impact of neurofibromatosis type 1 on quality of life using the Skindex-29 questionnaire quality of life in NF1.,True,Quality of life assessment tool
38409461,Diverse learners: learning disabilities and quality of life following mind-body and health education interventions for adults with neurofibromatosis.,True,Learning intervention tool
38458648,C5aR plus MEK inhibition durably targets the tumor milieu and reveals tumor cell phagocytosis.,True,Tumor microenvironment investigation
38475852,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,True,Telehealth intervention tool
38480916,p53 modulates kinase inhibitor resistance and lineage plasticity in NF1-related MPNSTs.,True,Drug resistance mechanism
38481529,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,True,CRISPR genetic model development
38493052,Association of sociodemographic and clinical factors with the quality of life of Brazilian individuals with Neurofibromatosis type 1: a cross-sectional study.,True,Quality of life assessment tool
38499890,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",True,Patient-reported outcome measure translation
38502231,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,True,Immunotherapy mechanism investigation
38521834,The impact of mental health on health-related quality of life in patients with NF2-related Schwannomatosis.,True,Mental health impact assessment tool
38585724,Pharmacogenomic synthetic lethal screens reveal hidden vulnerabilities and new therapeutic approaches for treatment of NF1-associated tumors.,True,Pharmacogenomic screening
38595983,Conditionally replicative adenovirus as a therapy for malignant peripheral nerve sheath tumors.,True,Viral therapy development
38603731,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,True,Molecular analysis technique
38607967,NF1 mutation-driven neuronal hyperexcitability sets a threshold for tumorigenesis and therapeutic targeting of murine optic glioma.,True,Genetic mouse model
38654147,Whole-exome sequencing revealed a likely pathogenic variant in NF1 causing neurofibromatosis type I and Arrhythmogenic Cardiomyopathy.,True,Whole-exome sequencing
38691597,Effect of NFX-179 MEK inhibitor on cutaneous neurofibromas in persons with neurofibromatosis type 1.,True,Drug effect assessment
38712289,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2.,True,Zebrafish genetic model
38714355,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,True,Drug and radiation mechanism
38721358,Effect of food on selumetinib pharmacokinetics and gastrointestinal tolerability in adolescents with neurofibromatosis type 1-related plexiform neurofibromas.,True,Drug pharmacokinetics study
38722890,NF-κB1 deficiency promotes macrophage-derived adrenal tumors but decreases neurofibromas in HTLV-I LTR-Tax transgenic mice.,True,Genetic mouse model
38811427,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,True,Quality of life assessment tool validation
38816530,Nf1 mutation disrupts activity-dependent oligodendroglial plasticity and motor learning in mice.,True,Animal model research
38900740,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,True,Animal model development
38913608,Dietary intervention rescues a bone porosity phenotype in a murine model of Neurofibromatosis Type 1 (NF1).,True,Animal model research
38923593,The impact of cutaneous neurofibromas on quality of life and mental health in neurofibromatosis type 1.,True,Quality of life assessment tool
38931352,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,True,PET imaging tool development
38990917,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,True,Clinical assessment tool (OCT)
39016685,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,True,Chemical genetic screening
39061138,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,True,3D tumor spheroid model
39106942,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,True,Therapeutic nonsense suppression mouse model
39149363,Neurofibromin deficiency alters the patterning and prioritization of motor behaviors in a state-dependent manner.,True,Animal behavior model
39196570,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1.,True,Quality of life assessment tool
39198186,Quality of life and neurological symptoms in patients with neurofibromatosis type 2: a national database study in Japan.,True,Quality of life assessment tool
39201967,"Quality of Life in Children with Neurofibromatosis Type 1: Agreement between Parents and Patients, and the Role of Disease Severity and Visibility.",True,Quality of life assessment tool
39225289,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,True,3D imaging measurement tool
39234078,"Long-term distress throughout one's life: health-related quality of life, economic and caregiver burden of patients with neurofibromatosis type 1 in China.",True,Quality of life assessment tool
39373898,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,True,Computational mutation identification tool
39409151,Proof of Concept for Genome Profiling of the Neurofibroma/Sarcoma Sequence in Neurofibromatosis Type 1.,True,Genome profiling method
39415595,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,True,Animal model development (zebrafish)
39518076,Leveraging Neural Crest-Derived Tumors to Identify NF1 Cancer Stem Cell Signatures.,True,Cancer stem cell signature identification
39521772,Automatic construction of Petri net models for computational simulations of molecular interaction network.,True,Computational modeling tool
39539654,Quality of life of patients with neurofibromatosis 1-Physical disability does not necessarily result in poor mental health.,True,Quality of life assessment tool
39601046,Role of long non-coding RNAs in neurofibromatosis and Schwannomatosis: pathogenesis and therapeutic potential.,True,Potential genetic reagent research
39620202,Multiomic analyses reveal new targets of polycomb repressor complex 2 in Schwann lineage cells and malignant peripheral nerve sheath tumors.,True,Multiomics computational tool
39669605,Next-generation variant exon screening: Moving forward in routine genetic disease investigations.,True,Genetic screening method
39731295,"Therapeutic effect of novel drug candidate, PRG-N-01, on NF2 syndrome-related tumor.",True,Drug candidate development
39749698,SUCLG1 promotes aerobic respiration and progression in plexiform neurofibroma.,True,Molecular mechanism study with potential research tools
39762421,Selumetinib in adults with NF1 and inoperable plexiform neurofibroma: a phase 2 trial.,True,Clinical trial with therapeutic tool
39786423,"Triple Combination of MEK, BET, and CDK Inhibitors Significantly Reduces Human Malignant Peripheral Nerve Sheath Tumors in Mouse Models.",True,Animal model development
39793045,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors.,True,Drug mechanism research
39804140,"Loss of NF1 Accelerates Uveal and Intradermal Melanoma Tumorigenesis, and Oncogenic GNAQ Transforms Schwann Cells.",True,Genetic mechanism study
39824854,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,True,3D volumetric measurement technique
39840093,Disproportionate adverse event signals of selumetinib in neurofibromatosis type I: insights from FAERS.,True,Pharmacological adverse event analysis
39840811,Allosteric modulation of NF1 GAP: Differential distributions of catalytically competent populations in loss-of-function and gain-of-function mutants.,True,Molecular computational tool
39845289,Evaluating dimensionality reduction of comorbidities for predictive modeling in individuals with neurofibromatosis type 1.,True,Computational predictive modeling
39857943,UBR5 in Tumor Biology: Exploring Mechanisms of Immune Regulation and Possible Therapeutic Implications in MPNST.,True,Molecular mechanism study
39863790,A multicenter study of neurofibromatosis type 1 utilizing deep learning for whole body tumor identification.,True,Deep learning computational tool
39881370,"Spectrophotometric and computational characterization of charge transfer complex of selumetinib with 2,3-dichloro-5,6-dicyano-1,4-benzoquinone and its utilization in developing an innovative green and high throughput microwell assay for analysis of bulk form and pharmaceutical formulation.",True,Spectrophotometric and computational method
39890807,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,True,Proteomics analysis tool
39921490,NF2 is Essential for Human Endoderm Development.,True,Developmental biology genetic tool
39948669,How does a preference-based generic health-related quality of life measure perform in patients with a rare disease? Measurement properties of the EQ-5D-Y proxy version among underage patients with neurofibromatosis type 1.,True,Clinical assessment tool
39952425,Sex-dependent variations of retinal function and architecture in a neurofibromatosis type I mouse model with normal vision.,True,Animal model research
39965929,Neurofibromin Deficiency Alters the Patterning and Prioritization of Motor Behaviors in a State-Dependent Manner.,True,Behavioral research tool
39966622,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,True,AI auto-segmentation tool
39980445,A molecular array for 10-second diagnosis of common spinal tumor types with picosecond infrared laser mass spectrometry.,True,Molecular diagnostic tool
39996452,Cas9 Mouse Model of Skull Base Meningioma Driven by Combinational Gene Inactivation in Meningeal Cells.,True,Animal model development
40000831,Cancer-independent somatic mutation of the wild-type NF1 allele in normal tissues in neurofibromatosis type 1.,True,Genetic mutation analysis
40025071,Discoidin domain receptor inhibitor DDR1-IN-1 induces autophagy and necroptotic cell death in malignant peripheral nerve sheath tumor.,True,Drug mechanism research
40025578,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,True,CAR-T cell therapy development
40034205,The evolving landscape of NF gene therapy: Hurdles and opportunities.,True,Gene therapy research
40063513,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,True,Molecular classification tool
40075752,Granulocyte-Macrophage Colony Stimulating Factor Receptor Contributes to Plexiform Neurofibroma Initiation.,True,Molecular mechanism study
40087579,Disrupted visual attention relates to cognitive development in infants with Neurofibromatosis Type 1.,True,Cognitive assessment tool
40127956,Cognition and behavior in neurofibromatosis type 1: report and perspective from the Cognition and Behavior in NF1 (CABIN) Task Force.,True,Cognitive assessment review
40128216,The CoREST complex is a therapeutic vulnerability in malignant peripheral nerve sheath tumors.,True,Molecular mechanism study
40140675,Spatial mapping of immune cell environments in NF2-related schwannomatosis vestibular schwannoma.,True,Spatial mapping tool
40168468,Molecular Evidence Supporting MEK Inhibitor Therapy in NF1 Pseudarthrosis.,True,Molecular mechanism study
40169570,A genotype-first approach identifies high incidence of NF1 pathogenic variants with distinct disease associations.,True,Genetic screening method
40188079,"Interactions among Merlin, Arkadia, and SKOR2 mediate NF2-associated human Schwann cell proliferation.",True,Molecular mechanism study
40191916,"The draft genome of the Wisconsin Miniature SwineTM, a valuable biomedical research tool.",True,Animal model development
40214469,Galectin-1 Inhibition as a Strategy for Malignant Peripheral Nerve Sheath Tumor Treatment.,True,Drug mechanism research
40217315,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,True,Single-cell atlas development
40225167,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,True,Genetic diagnostic tool
40240141,IRX2 and NPTX1 differential regulation of β-catenin underlies MEK-mediated proliferation in human neuroglial cells.,True,Molecular mechanism study
40279245,Loss of neurofibromin induces inflammatory macrophage phenotypic switch and retinal neovascularization via GLUT1 activation.,True,Molecular mechanism study
40291747,High-content microscopy and machine learning characterize a cell morphology signature of NF1 genotype in Schwann cells.,True,High-content microscopy tool
40299482,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,True,Sleep assessment tool
40304934,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,True,Patient-reported outcome measure development
40342626,Clinical characterization of neuropathic pain and small fiber impairment in neurofibromatosis.,True,Clinical assessment tool
40352015,Development of a Machine Learning Algorithm for the Prediction of WHO Grade 1 Meningioma Recurrence.,True,Machine learning algorithm development
40394150,Mass spectrometric insights into the protein composition of human cutaneous neurofibromas: comparison of neurofibromas with the overlying skin.,True,Mass spectrometry analysis tool
40437318,Quantitative MRI of dorsal root ganglion alterations in neurofibromatosis type 1 patients with or without pain.,True,Quantitative MRI technique
40460210,Development of two different eco-friendly label-free platforms for analysis of selumetinib.,True,Analytical method development
40501799,Inhibition of Cxcr4 chemokine receptor signaling improves habituation learning and increases cAMP-PKA signaling in a zebrafish model of Neurofibromatosis type 1.,True,Animal model research
40507334,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,True,Biomarker platform development
40529476,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,True,Clinical assessment tool
40540562,TGFβ-dependent signaling drives tumor growth and aberrant extracellular matrix dynamics in NF1-associated plexiform neurofibroma.,True,Molecular mechanism study
40563570,The RXR Agonist MSU-42011 Reduces Tumor Burden in a Murine Preclinical NF1-Deficient Model.,True,Animal model research
40567456,Non-invasive brain stimulation reorganises effective connectivity during a working memory task in individuals with Neurofibromatosis Type 1.,True,Brain stimulation research tool
40585258,Single-cell tumor microenvironment profiling informs a circulating proteome test for the interception of malignant transformation in NF1 nerve sheath tumors.,True,Single-cell proteomics tool development
40587782,"A transcriptomic, proteomic, and functional genetic atlas dissects neurofibromin function in the peripheral nervous system.",True,Transcriptomic and proteomic atlas
40590220,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,True,Animal model characterization
40617948,Unraveling novel variants in the NF1 gene and investigating potential therapeutic strategies.,True,Genetic variant investigation
40653509,Rare variants modulating phenotype in NF1 carriers.,True,Genetic variant analysis
40661612,High-Throughput Targeted Drug Screening for NF1-associated High-Grade Gliomas with ATRX Deficiency.,True,High-throughput drug screening
40666364,NF1-specific growth charts for head circumference over the first three years of life.,True,Clinical assessment tool (growth charts)
40684195,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,True,Developmental mechanism study
40707701,Pyrimidine addiction: an Achilles' heel of NF2-altered mesothelioma.,True,Molecular targeting research
40713507,Distinct early development trajectories in Nf1(±) and Tsc2(±) mouse models of autism.,True,Developmental trajectory analysis
40723243,The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,True,Drug combination screening
40724874,Preclinical Evaluation of Repurposed Antimalarial Artemisinins for the Treatment of Malignant Peripheral Nerve Sheath Tumors.,True,Preclinical drug evaluation
40737523,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,True,MRI-based 3D volumetric analysis tool
40756144,Molecular Basis of Fracture Pseudarthrosis Associated with Neurofibromatosis Type 1.,True,Molecular mechanism study
40766628,Metabolic and behavioral effects of neurofibromin result from differential recruitment of MAPK and mTOR signaling.,True,Molecular signaling mechanism
40769067,Serum miRNAs as biomarkers in Neurofibromatosis 1: New promising findings.,True,Biomarker discovery
40802118,Real-world experience with selumetinib in children with neurofibromatosis type 1: a multicentric retrospective study.,True,Clinical drug response study
40842566,Translocator protein deficiency blocks the ferroptosis of malignant peripheral nerve sheath tumors through glutathione peroxidase 4.,True,Molecular mechanism investigation
40842873,Evaluating the effect of voxel size on the accuracy of 3D volumetric analysis measurements of brain tumors.,True,Imaging analysis method
40843672,Epigenetic Mechanisms in Neurofibromatosis Types 1 and 2.,True,Epigenetic mechanism research
40862755,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,True,3D culture model
40877908,TRAP1 expression elicits pro-tumoral functions in macrophages associated to malignant peripheral nerve sheath tumor cells.,True,Molecular mechanism study
40887659,RENOVO-NF1 accurately predicts NF1 missense variant pathogenicity.,True,Genetic variant prediction tool
40896930,High resolution nerve ultrasound in neurofibromatosis type 1: a prospective and descriptive study.,True,Imaging diagnostic technique
40977920,Cell-free DNA fragmentomics: a universal framework for early cancer detection and monitoring.,True,Cell-free DNA analysis tool
40992926,"Daytime SHP2 inhibitor dosing, when immune cell numbers are elevated, shrinks neurofibromas.",True,Drug targeting research
41001496,T1w/T2w ratio suggests reduced intracortical myelin content in youth with RASopathies.,True,Neuroimaging analysis
41001593,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor.,True,Molecular mechanism study
41022755,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,True,Gene therapy vector development
41023593,Selective inhibition of BRAF and CRAF sensitizes NF1-deficient malignant peripheral nerve sheath tumors to MEK inhibitors.,True,Drug sensitivity screening
41036607,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,True,Pharmacogenomic screening
41053414,Natural history of SPP1 signaling in NF1 tumors.,True,Molecular signaling study
41149489,Small Extracellular Vesicles Derived from NF2-Associated Schwannoma Cells Modulate Tumor Progression and Immunity via HSP90.,True,Extracellular vesicle characterization
41168866,Artificial intelligence-based tools for precision diagnosis and treatment of neurofibromatosis type 1 associated peripheral and central glial tumors.,True,AI diagnostic tool development
41211508,Ambient ionization mass spectrometry in brain cancer diagnosis.,True,Mass spectrometry diagnostic tool
41223283,Glial-to-mesenchymal transition of tumor Schwann cells drives the genetic burden in MPNSTs from neurofibromatosis type 1 mouse model.,True,Molecular mechanism study
41293003,Variable Schwann cell merlin inactivation is targetable with TEAD1 inhibition in schwannomas.,True,Molecular targeting research
41294711,Neurofibromatosis Type 1 and the Search for Effective Tumor Therapies Using High-Throughput Drug Screening.,True,High-throughput drug screening
41397954,Pharmacological inhibition of RAS pathway alleviates spine deformity in a mouse model of neurofibromatosis type 1.,True,Animal model mechanism study
41411243,PERADIGM: Phenotype embedding similarity-based rare disease gene mapping.,True,Computational gene mapping tool
41437121,The tumour immune microenvironment is enriched but suppressed in vestibular schwannoma compared to meningioma: therapeutic implications for NF2-related schwannomatosis.,True,Tumor microenvironment analysis
41444363,Focused ultrasound-mediated drug delivery of bevacizumab in treating NF2-related schwannomatosis in an animal model.,True,Drug delivery animal model
41446112,Genetic activation of ERK2 recapitulates core neurodevelopmental features of Rasopathy syndromes in mice.,True,Animal model mechanism study
41463204,The Pathogenesis of the Neurofibroma-to-Sarcoma Transition in Neurofibromatosis Type I: From Molecular Profiles to Diagnostic Applications.,True,Molecular profiling research
41468561,NF1-Specific Growth Charts for Head Circumference Over the First 3 Years of Life.,True,Clinical assessment tool (growth charts)
41480763,NF2 loss malignantly transforms human pancreatic acinar cells and enhances cell fitness under environmental stress.,True,Molecular mechanism study
41480769,Merlin's disappearing act: NF2 loss conjures pancreatic cancer survival in the hostile tumor microenvironment.,True,Molecular mechanism study
41487565,Context-specific targeting of focal adhesion kinase in brain tumors: lessons from glioblastoma and neurofibromatosis type 2-mutant meningioma.,True,Molecular targeting research
41496278,Simultaneous reprogramming and gene correction to generate six iPSC lines and isogenic controls from individuals with neurofibromatosis type 1.,True,iPSC generation and gene correction
41496346,"Midkine as a therapeutic node in NF1-driven neuro‑oncology: Biology, biomarkers, and translational strategies.",True,Therapeutic mechanism research
41533509,Microenvironmental TGF-β is an early driver of NF1-associated tumor formation.,True,Molecular mechanism study
41545416,Asthma-mediated control of optic glioma growth via T cell-microglia interactions: A mathematical model.,True,Mathematical modeling
41564118,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,True,Cell line development
41570527,Novel insights into the regulation of NF2/SWH signaling in granulosa cells of prehierarchical follicle development in hen ovary.,True,Molecular mechanism study
41580779,HMGB1 affects the progression of neurofibromatosis type 1-associated malignant peripheral nerve sheath tumors through E2F2.,True,Molecular mechanism study
41582719,Inhibition of Cxcr4 chemokine receptor signaling improves habituation learning in a zebrafish model of Neurofibromatosis.,True,Animal model behavioral study
41591566,FAP expression as a marker of malignant transformation enabling in vivo characterization in peripheral nerve sheath tumors: a multimodal and translational study.,True,Molecular characterization tool
41598414,Dermoscopy-Guided High-Frequency Ultrasound Imaging of Subcentimeter Cutaneous and Subcutaneous Neurofibromas in Patients with Neurofibromatosis Type 1.,True,Imaging diagnostic technique
41602242,Perspectives of Patients and Providers on Chronic Pain Assessment in Neurofibromatosis Type 1 (NF1): A Qualitative Study.,True,Chronic pain assessment tool
41616055,Inhibition of focal adhesion kinase impairs tumor formation and preserves hearing in a murine model of NF2-related schwannomatosis.,True,Animal model mechanism study
41631643,Disrupted Frontoparietal Dynamics in Neurofibromatosis Type 1: Reduced Sensitivity and Atypical Modulation During Working Memory.,True,Neuroimaging analysis
41659661,"Mechanical Stiffening Promotes Growth, Invasion, and Mitogen-Activated Protein Kinase Kinase (MEK) Inhibitor Resistance in 3D Plexiform Neurofibroma Cultures.",True,3D culture model
6093111,Characterization of nerve growth factor receptor in neural crest tumors using monoclonal antibodies.,True,Antibody characterization
6417334,Linkage analysis of neurofibromatosis (von Recklinghausen disease).,True,Genetic linkage analysis tool
6451216,An enzyme activity in normal and ataxia telangiectasia cell lines which is involved in the repair of gamma-irradiation-induced DNA damage.,True,Cell line research tool
7474134,Frequent disruption of the Nf1 gene by a novel murine AIDS virus-related provirus in BXH-2 murine myeloid lymphomas.,True,Genetic animal model
7485407,NF2 gene analysis distinguishes hemangiopericytoma from meningioma.,True,Genetic diagnostic tool
7499408,"Inhibition of Ras/Raf interaction by anti-oncogenic mutants of neurofibromin, the neurofibromatosis type 1 (NF1) gene product, in cell-free systems.",True,Molecular interaction analysis
7505343,"Modulation of the neurofibromatosis type 1 gene product, neurofibromin, during Schwann cell differentiation.",True,Cellular differentiation research tool
7570581,"Evidence for the presence of two amino-terminal isoforms of neurofibromin, a gene product responsible for neurofibromatosis type 1.",True,Genetic isoform characterization
7609078,Retroviral integration at the Evi-2 locus in BXH-2 myeloid leukemia cell lines disrupts Nf1 expression without changes in steady-state Ras-GTP levels.,True,Genetic disruption model
7671302,Loss of neurofibromin results in neurotrophin-independent survival of embryonic sensory and sympathetic neurons.,True,Animal model research
7686513,An exon-trapping system with a newly constructed trapping vector pEXT2; its application to the proximal region of the human chromosome 21 long arm.,True,Genetic reagent development
7706208,An exon 8-spliced out transcript of neurofibromatosis 2 gene is constitutively expressed in various human tissues.,True,Genetic transcript analysis
7717450,Analysis of the neurofibromatosis 2 gene reveals molecular variants of meningioma.,True,Molecular variant analysis
7903272,An EcoRI RFLP in the 5' region of the human NF1 gene.,True,Genetic polymorphism tool
7911002,Frequent NF2 gene transcript mutations in sporadic meningiomas and vestibular schwannomas.,True,Genetic mutation screening
7947085,"Frequency of allele loss of DCC, p53, RBI, WT1, NF1, NM23 and APC/MCC in colorectal cancer assayed by fluorescent multiplex polymerase chain reaction.",True,Genetic loss analysis tool
7949098,Genetic analysis is consistent with the hypothesis that NF1 limits myeloid cell growth through p21ras.,True,Genetic interaction analysis
7959746,DNA sequences in the promoter region of the NF1 gene are highly conserved between human and mouse.,True,Genetic sequence conservation tool
7977647,Characterization of naturally occurring cutaneous neurofibromatosis in Holstein cattle. A disorder resembling neurofibromatosis type 1 in humans.,True,Animal model development
8051082,Cloning and characterization of a novel epidermal cell surface antigen (ESA).,True,Cell surface antigen characterization
8089100,An anti-Ras function of neurofibromatosis type 2 gene product (NF2/Merlin).,True,Molecular interaction analysis
8105688,Linkage disequilibrium in the neurofibromatosis 1 (NF1) region: implications for gene mapping.,True,Genetic linkage analysis
8176268,Localization of neurofibromin to keratinocytes and melanocytes in developing rat and human skin.,True,Protein localization research
8176761,Modulation of neurofibromatosis type 1 gene expression during in vitro myoblast differentiation.,True,Gene expression analysis
8226742,The GTPase-activating NF1 fragment of 91 amino acids reverses v-Ha-Ras-induced malignant phenotype.,True,Molecular interaction analysis
8226805,Purification of a novel ras GTPase-activating protein from rat brain.,True,Protein purification
8264632,Neurofibromin can inhibit Ras-dependent growth by a mechanism independent of its GTPase-accelerating function.,True,Molecular interaction analysis
8320697,A genetic study of neurofibromatosis type 1 (NF1) in south-western Ontario. II. A PCR based approach to molecular and prenatal diagnosis using linkage.,True,Genetic diagnostic tool
8328449,An analysis of variation in expression of neurofibromatosis (NF) type 1 (NF1): evidence for modifying genes.,True,Genetic variation analysis
8332934,Neurofibromatosis type 1 gene product (neurofibromin) associates with microtubules.,True,Protein interaction study
8335107,Differential contribution of M(r) 120 kDa rasGTPase-activating protein and neurofibromatosis type 1 gene product during the transition from growth phase to arrested state in human fibroblasts accompanied by a unique rasGTPase-activating activity.,True,Cellular growth analysis
8341688,Suppression of oncogenic Ras by mutant neurofibromatosis type 1 genes with single amino acid substitutions.,True,Molecular mutation analysis
8417346,"A conserved alternative splice in the von Recklinghausen neurofibromatosis (NF1) gene produces two neurofibromin isoforms, both of which have GTPase-activating protein activity.",True,Genetic splice variant analysis
8455625,Differential regulation of cellular activities by GTPase-activating protein and NF1.,True,Molecular interaction analysis
8544190,Characterisation of germline mutations in the neurofibromatosis type 1 (NF1) gene.,True,Genetic mutation characterization
8582272,Neurofibromin-deficient fibroblasts fail to form perineurium in vitro.,True,Cellular differentiation model
8602361,The neurofibromatosis type I messenger RNA undergoes base-modification RNA editing.,True,RNA editing analysis
8612763,Phosphorylation of neurofibromatosis type 1 gene product (neurofibromin) by cAMP-dependent protein kinase.,True,Protein modification analysis
8621451,A naturally occurring T14A11 tract blocks nucleosome formation over the human neurofibromatosis type 1 (NF1)-Alu element.,True,Genetic sequence analysis
8627811,Repression of the NF1 gene by Tax may expain the development of neurofibromas in human T-lymphotropic virus type 1 transgenic mice.,True,Genetic regulation study
8659521,Genotyping of PCR-based polymorphisms and linkage-disequilibrium analysis at the NF1 locus.,True,Genetic polymorphism tool
8751853,Germ-line mutations in the neurofibromatosis 2 gene: correlations with disease severity and retinal abnormalities.,True,Genetic mutation correlation
8825042,Molecular genetics of neurofibromatosis type 1 (NF1).,True,Molecular genetics review
8892969,NF1 mRNA isoform expression in PC12 cells: modulation by extrinsic factors.,True,Gene expression analysis
8982875,Differential tissue-specific expression of neurofibromin isoform mRNAs in rat.,True,Tissue-specific gene expression
9001241,Nf1-deficient mouse Schwann cells are angiogenic and invasive and can be induced to hyperproliferate: reversion of some phenotypes by an inhibitor of farnesyl protein transferase.,True,Animal model with molecular analysis
9036924,Post-transcriptional regulation of neurofibromin level in cultured human melanocytes in response to growth factors.,True,Protein regulation study
9078372,Neurocristopathy resembling neurofibromatosis type 1 in an NGF-SV40 transgenic line.,True,Transgenic animal model
9136014,Isolation of mutations in the Drosophila homologues of the human Neurofibromatosis 2 and yeast CDC42 genes using a simple and efficient reverse-genetic method.,True,Genetic mutation isolation method
9171370,The Nf2 tumor suppressor gene product is essential for extraembryonic development immediately prior to gastrulation.,True,Genetic knockout model
9222967,Four frameshift mutations in neurofibromatosis type 1 caused by small insertions.,True,Genetic mutation characterization
9391890,Misleading linkage results in an NF2 presymptomatic test owing to mosaicism.,True,Genetic mosaicism analysis
9399891,Molecular analysis of the NF2 tumor-suppressor gene in schwannomatosis.,True,Molecular genetic analysis
9430655,"NHE-RF, a regulatory cofactor for Na(+)-H+ exchange, is a common interactor for merlin and ERM (MERM) proteins.",True,Protein interaction study
9458162,A rapid and sensitive protocol for competitive reverse transcriptase (cRT) PCR analysis of cellular genes.,True,Molecular biology method
9516485,"Regulation of the neurofibromatosis type 2 tumor suppressor protein, merlin, by adhesion and growth arrest stimuli.",True,Protein regulation analysis
9553042,Mice heterozygous for a mutation at the Nf2 tumor suppressor locus develop a range of highly metastatic tumors.,True,Animal model development
9560242,A role for Pak protein kinases in Schwann cell transformation.,True,Molecular signaling study
9607929,Nf1 regulates hematopoietic progenitor cell growth and ras signaling in response to multiple cytokines.,True,Genetic regulation analysis
9687500,Structural analysis of the GAP-related domain from neurofibromin and its implications.,True,Structural protein domain analysis (likely genetic/molecular research tool)
